 	da	da	un	famoso	poeta	</S>
p	0.790035735	0.0961449365	0.0242940315	0.0265294625	0.036878506	0.0261173595
u	0.572135428333	0.235470472167	0.0619210271667	0.0374453958333	0.0479669843333	0.0450607148333
s	0.325348292778	0.439318810722	0.0943793210556	0.0409315096111	0.0503165314444	0.0497055346111
s	0.212356450926	0.542920270241	0.103265509019	0.045343425537	0.0493226271481	0.0467917072037
è	0.147698455642	0.426646176747	0.269694829673	0.0483498425123	0.0575332990494	0.0500773900679
n	0.0947468205473	0.363942778916	0.417733986558	0.0423462035041	0.0446837166831	0.0365464636893
a	0.0784851281824	0.319965484972	0.479056415519	0.0508283378347	0.0350274268944	0.0366371715631
f	0.0481784082608	0.162162974324	0.599679468506	0.0849718659449	0.0520332099648	0.052974060521
a	0.0280862249536	0.101493903775	0.537673409502	0.168312248648	0.0872946166549	0.077139553507
m	0.0210841278012	0.069151603825	0.321867499834	0.252146072883	0.180268652218	0.155481984502
ò	0.0185472384171	0.0599896355083	0.208751963278	0.277014737628	0.274490814073	0.161205571501
s	0.0175950322057	0.0581838165028	0.171383777759	0.320466602543	0.343277854691	0.089092927167
o	0.00656852106857	0.0240995246343	0.0961105309197	0.245776823848	0.531159304897	0.096285342389
p	0.00286921695619	0.0094423020281	0.0367737229732	0.0992046722827	0.585888898299	0.26582120413
o	0.00167282065206	0.00431655445937	0.0153021833244	0.0481812974276	0.5236147861	0.406912341377
è	0.00124007003402	0.00244116024646	0.00705563990813	0.0361571711425	0.562372962033	0.390732953792
t	0.00061596955134	0.000934911030487	0.00272747828604	0.0412230237142	0.667960487344	0.286538111264
a	0.000811542540447	0.000551140765162	0.00129888807868	0.0271181097381	0.553361515781	0.416858817088
</S>	0.00120837522022	0.000593206082581	0.00105229073934	0.0155103526191	0.34495983789	0.636675938544
