 	vuole	andare	a	Lecce	</S>
i	0.77439525	0.1481250415	0.02587407	0.026574403	0.0250311895
t	0.593821196667	0.283739373833	0.0421111073333	0.0402301433333	0.0400981405
è	0.466151865556	0.392006844611	0.0512389917778	0.0424883457778	0.0481139605
l	0.432160151852	0.461774761537	0.0406911159259	0.0274069872593	0.0379670145
i	0.299405473951	0.618729800512	0.0378829809753	0.0186534987531	0.0253282515
n	0.128417496984	0.765353966837	0.0543516486584	0.0243270785844	0.0275498001667
a	0.053807827328	0.675472035612	0.181504236219	0.0438549451948	0.0453609550556
p	0.026388244676	0.447819978537	0.38122786874	0.0617588717316	0.0828050283519
à	0.0363808044587	0.281777396179	0.511736222913	0.0701005959105	0.100004966117
i	0.0391518694362	0.153031745393	0.567504607638	0.162316117304	0.0779956197057
L	0.0133749614954	0.0587593960643	0.630977119213	0.213057865768	0.0838306009019
u	0.00484411639847	0.0254608749548	0.499660016404	0.392437221923	0.077597711634
p	0.00217941563282	0.0128766825849	0.283605205468	0.566289183974	0.135049451878
p	0.00383473854427	0.0168021454616	0.200404031823	0.388894457991	0.390064593959
ì	0.00515416334809	0.0213015544872	0.126557170608	0.45129143933	0.395695638986
u	0.0030706691327	0.0113373829957	0.0746318672027	0.536382299777	0.374577733995
n	0.0020797089609	0.0044942389319	0.0400429817342	0.501931886592	0.451451167998
a	0.0024751035203	0.00290593704397	0.0288100212447	0.429301295531	0.536507645999
</S>	0.00280640796015	0.00321325447199	0.0224048231224	0.280314797766	0.691260723
