 	non	ti	dimentichiamo	mai	</S>
e	0.63242313	0.298741141	0.016485322	0.0295673115	0.0227831465
s	0.366726773333	0.543242607	0.0219815066667	0.0342490761667	0.0338000865
e	0.220689677778	0.621273185667	0.0719315335556	0.0424656003889	0.0436400248333
a	0.157177355259	0.433518571889	0.156431264519	0.149545251796	0.103327560944
l	0.0916075610863	0.247902677296	0.238985411506	0.216100293932	0.205404053648
l	0.0654101983621	0.183059649099	0.325748383835	0.188140467977	0.237641314549
i	0.055345197454	0.181738203033	0.268061131278	0.238555925992	0.25629954485
m	0.0504630786513	0.147664553344	0.340646390426	0.196884691997	0.264341291617
o	0.0347880917171	0.0810768967813	0.459567870142	0.177049670666	0.247517480539
n	0.0274083274724	0.0538527289271	0.377565830047	0.253309680222	0.287863433513
ù	0.0124750429241	0.0271127399757	0.235614423016	0.488279386741	0.236518409171
m	0.00727339250803	0.0145246702586	0.263062120672	0.591033562247	0.124106257724
e	0.00872176050268	0.0074040435862	0.278363773557	0.577361944082	0.128148475908
m	0.00806272493423	0.00500544516207	0.111204360186	0.639473694694	0.236253768636
à	0.00381678177808	0.00248300962069	0.0493856653953	0.707174211565	0.237140336212
i	0.00159414132936	0.0013470458069	0.0206505090518	0.680790090522	0.295618205404
</S>	0.00089291221968	0.00085414555345	0.0107567709059	0.550246175261	0.437249972702
