 	era	molto	stanco	</S>
ì	0.83452335	0.063997533	0.067345352	0.034133757
o	0.786464393333	0.095234843	0.0657171573333	0.05258358
n	0.540855424444	0.183328097667	0.154434437778	0.121381988333
e	0.320208414815	0.335175352556	0.193728735926	0.150887466111
p	0.188609389605	0.359158284185	0.257947285309	0.19428501537
o	0.0881137072017	0.419907128062	0.285067928436	0.20691123179
d	0.0459125120672	0.529341976021	0.281819809479	0.142925748597
d	0.0198411155224	0.47132242534	0.321122106493	0.187714384199
h	0.0147727233408	0.519267385113	0.275531022164	0.1904288514
ì	0.0210117307803	0.466246481704	0.396236667388	0.116505097133
s	0.0188229164534	0.257649653901	0.637493955796	0.0860334810443
t	0.00943885401113	0.1380125533	0.744764885265	0.107783695681
r	0.00688688117038	0.0816859131	0.754908795088	0.156518391894
à	0.00324798633346	0.0408296587	0.647696858363	0.308225490631
k	0.00157488028782	0.0197375130333	0.567620479454	0.411067116877
k	0.00099071008594	0.0137937764778	0.634829893151	0.350385625626
o	0.00134978675198	0.0194726604926	0.55698693105	0.422190625209
</S>	0.00178424407599	0.0245272982463	0.449869265525	0.523819187604
