 	non	aveva	dove	aveva	per	stare	</S>
e	0.8008137	0.093299035	0.033412953	0.022118806	0.0152102937	0.0178730165	0.0172721723
n	0.547604	0.193477798333	0.092298091	0.0208057513333	0.0479964339	0.0407228068333	0.0570951194333
ì	0.22214382	0.438913872778	0.154675547	0.0192141907778	0.0540017479667	0.0411279551444	0.0699228951444
c	0.0918914166667	0.434330820926	0.180171732333	0.0189370495926	0.0490344593222	0.0249064462481	0.200728100381
h	0.0465042418889	0.318847303642	0.275861910778	0.0281577071975	0.0548862681074	0.023394375416	0.252348152794
e	0.0247132432963	0.266704051214	0.465353603593	0.0814127603992	0.0383426010358	0.0178786391387	0.105595024598
p	0.0127373275488	0.119645560738	0.641480117864	0.0916833231331	0.0460720836786	0.0214322697129	0.066949287866
u	0.00565677163293	0.0468653975793	0.531143239288	0.253796030711	0.0805628545595	0.0256132829043	0.0563624532887
ì	0.00325645387431	0.0218170449598	0.291024703096	0.510084100237	0.117614134853	0.0183681826348	0.0378353764296
c	0.00389107495477	0.0141496987533	0.164751273032	0.450735500079	0.132361754951	0.0137996905449	0.220310965477
h	0.00408926868292	0.0118932019178	0.113520156344	0.37966143336	0.195162588317	0.013753918515	0.281919421826
e	0.00155389239231	0.00731970630593	0.0858215211147	0.338471587787	0.380873569439	0.0627708511717	0.123188862609
n	0.000704214999103	0.00343217837531	0.0320090097049	0.167712161596	0.598630979813	0.102753443724	0.094757976203
a	0.000424302754701	0.00377386273177	0.012441627335	0.0767075321987	0.581680223271	0.221204191241	0.103768226734
s	0.0004573779849	0.00638619524392	0.00597236497833	0.0502847157329	0.445194594424	0.31585946708	0.175845250245
t	0.000324169511633	0.00531536264797	0.00512627909278	0.0287694875776	0.442484778141	0.238435875693	0.279544030082
a	0.000148302771544	0.00260145132932	0.00507456416426	0.0161682240925	0.322919046047	0.413941861898	0.239146578027
t	0.000117996538181	0.00131235832311	0.00249773892142	0.0087067825975	0.124486327582	0.478276747299	0.384602087342
ì	0.00016597629606	0.00070018961437	0.000959752063807	0.0042709858325	0.0479204077607	0.253938143766	0.692044595781
</S>	0.00018203259803	0.000457521067185	0.000581677066903	0.00274681086625	0.0302519633804	0.184135573883	0.78164449789
