 	l	ho	sentito	che	veniva	</S>
o	0.614253925	0.2434194705	0.061253705	0.0246120105	0.0329386875	0.0235220725
n	0.328681074333	0.290981786833	0.075627045	0.0900243588333	0.1224998385	0.0921858185
ì	0.129673831444	0.385222425611	0.0868635083333	0.117771009611	0.163430760833	0.117038477833
k	0.0614596818147	0.513530308537	0.0881151014444	0.101295336537	0.144962254944	0.0906373442777
u	0.0436857352716	0.356069621179	0.189529492481	0.206286728846	0.128212723315	0.0762156864259
s	0.0234167036905	0.158815047393	0.248300252494	0.449917556282	0.0760707214383	0.0434796648086
a	0.0128623201635	0.0653503204643	0.202599782498	0.572742518761	0.108294335813	0.0381506759362
k	0.0089331263945	0.0293344127881	0.151119679499	0.469486839587	0.276272218604	0.0648537136454
a	0.0114802718048	0.0153787305627	0.091139991833	0.299775483196	0.487608526201	0.0946169995485
è	0.0122652875116	0.0105375284209	0.0692369312777	0.138049960065	0.6862700754	0.0836402565162
r	0.00413986086887	0.00377528807797	0.0235334645482	0.0497344623983	0.862883358467	0.0559336128387
k	0.00494183574462	0.00465238573032	0.0101228148384	0.0426764921761	0.857502269489	0.0801042216129
a	0.00536982273154	0.00515727149344	0.0060881046128	0.0417894860587	0.543670090496	0.397925240538
t	0.00208687690051	0.00203964957115	0.00249850919093	0.0163516756862	0.267532464165	0.709490846846
o	0.00247282430684	0.00109256908038	0.00164439101698	0.0074787273954	0.180393823055	0.806917682282
</S>	0.00371194790342	0.00102307964019	0.00201125065849	0.0056550424477	0.117158089028	0.870440591141
