 	tutto	il	cibo	vuole	girato	</S>
ò	0.74306353	0.183850987	0.021116373	0.018617476	0.0151978885	0.018153634
l	0.525322113333	0.361212845667	0.0512326876667	0.0238367506667	0.0136437461667	0.0247518316667
o	0.275913254444	0.482947288556	0.174180135889	0.0248188955556	0.0172740710556	0.0248663572222
o	0.116739234815	0.364036856185	0.43021267863	0.0328147765185	0.0270286266852	0.0291678054074
m	0.044774729605	0.207193358728	0.571586792877	0.0625528911728	0.0551752012284	0.0587170091358
a	0.0279653472017	0.202488709576	0.502687550959	0.0977781570576	0.0836763137428	0.0854039010453
r	0.0199135698339	0.170859043192	0.506806436986	0.135135189019	0.0764862145809	0.0907995250151
ì	0.038986801378	0.092715813064	0.460954318995	0.26066100634	0.057808201527	0.0888738663384
o	0.0433693614593	0.0543759949213	0.260231976332	0.508847935447	0.062255800509	0.0709189634461
t	0.0149757720364	0.0211281879738	0.120688875444	0.707783388482	0.0804965921697	0.054927179482
è	0.0103630055621	0.0145380660913	0.069680145148	0.779811456161	0.0789065593899	0.0467007448273
l	0.0100235315207	0.0120825802304	0.0464822683827	0.81732664872	0.06722377313	0.0468612149424
i	0.00491918304023	0.0046839663768	0.0211880670276	0.62628887624	0.293769011043	0.0491509166475
v	0.00218751721341	0.00190596906893	0.00792450337587	0.298234065413	0.605199937014	0.0845480238825
o	0.0024234007378	0.00192294123298	0.00424475602529	0.142623478471	0.598325259005	0.250460187961
t	0.0025654764126	0.00187744749866	0.00263682220843	0.0732546878237	0.630078813002	0.289586754654
i	0.00252151107087	0.00151582075389	0.00126461366948	0.0338215752746	0.587118124334	0.373758353551
m	0.00250508645696	0.00143049161463	0.00108703082316	0.0193171132915	0.322916361445	0.65274393785
m	0.00212317265232	0.000812139201543	0.00352186004105	0.0254361182972	0.395581487148	0.572525239283
è	0.00235226465077	0.00109116190051	0.00699749134702	0.0443746807657	0.527114165716	0.418070213094
n	0.00874458915026	0.00184262116684	0.00707864144901	0.0453736269219	0.556434148572	0.380526344365
o	0.0101905986001	0.00168559550228	0.005387867383	0.0335633833073	0.448142949524	0.501029594788
</S>	0.00525376712505	0.00104239262114	0.0046930180415	0.0260314551537	0.271327209762	0.691652147394
