 	voglio	che	Maria	viene	domani	</S>
t	0.86580977	0.055053542	0.0194267785	0.0228741585	0.01960388325	0.017231919
è	0.800240003333	0.109065947333	0.0232368281667	0.0207725878333	0.0240774114167	0.0226072583333
l	0.628934941111	0.264626569111	0.0300673477222	0.0171734926111	0.0309948688056	0.0282028087778
o	0.38427296037	0.507927083037	0.0360468159074	0.016232143537	0.0290696269352	0.0264514172593
e	0.179094263957	0.544069027679	0.160460650969	0.0407221538457	0.0397311129784	0.0359228127531
M	0.0675557644857	0.355399959226	0.22717638499	0.125546991282	0.113354217659	0.110966677584
a	0.0435933608286	0.329443793075	0.169740599663	0.157549700427	0.149618872553	0.150053665861
r	0.0305502270762	0.272529190025	0.169492743221	0.124921332142	0.236260967518	0.166245535287
ì	0.0162580294921	0.115914674342	0.36665943774	0.107109182714	0.249748655839	0.144310027429
a	0.010361042584	0.0582630987807	0.469605675913	0.279544474238	0.116085502946	0.0661401914763
n	0.00379337057467	0.0215376595936	0.256415780304	0.562681574746	0.100456381982	0.0551151691588
a	0.00188615315156	0.00831143509787	0.107712157768	0.716736658249	0.110793153994	0.0545603817196
r	0.00131743041719	0.00380417935262	0.052868452256	0.79397727275	0.096154992998	0.0518776705732
t	0.00274722770573	0.00346492320421	0.041382967752	0.61987278425	0.124554099333	0.207978026858
i	0.00335669190191	0.00398341726807	0.040007253584	0.36642131475	0.161602339778	0.424628995619
à	0.0022134655673	0.00216758110269	0.0188424254613	0.227154814917	0.324270076593	0.425351625206
v	0.00158269149577	0.00086720341423	0.00956948515377	0.102212226972	0.533235392198	0.352533001735
v	0.000995693471923	0.000551633404743	0.00754243878459	0.116356250991	0.569332930733	0.305221073912
r	0.00125299472397	0.000534251241581	0.00636586119486	0.12110085733	0.406241720244	0.464504331304
i	0.00350054434132	0.00150182888719	0.00385919366495	0.0487725217767	0.225614760081	0.716751177101
</S>	0.00558786017066	0.0025346040436	0.00395720983248	0.0302438293884	0.188716695041	0.76895983855
