 	non	mi	aspetti	non	vengo	</S>
m	0.456537925	0.0796077615	0.0931625599	0.0823838467	0.1466564435	0.1416514308
ì	0.243235851667	0.185183724833	0.1280272633	0.0924779375667	0.180834991167	0.170240216933
m	0.156891739889	0.259348024944	0.160477594433	0.0471069100222	0.248288640389	0.127887095644
e	0.100970415963	0.389647244981	0.144471288478	0.0321004055074	0.24114227613	0.0916683748813
m	0.0742966869877	0.396937158327	0.0953997944927	0.0277574385025	0.25399929471	0.15160959796
ì	0.0444166773292	0.166723814442	0.191823419498	0.0655080361675	0.32583626157	0.205691732653
n	0.0333290554431	0.0857710821473	0.304550239833	0.135855758722	0.279481043857	0.161012774218
i	0.0146262151477	0.0378394397158	0.275514726611	0.344302796241	0.214390954619	0.113325873739
e	0.0066133489959	0.0175000565953	0.182786362204	0.595886708747	0.119196678206	0.0780168402463
n	0.00238434367863	0.00661076612177	0.111655224068	0.474453659582	0.335019846069	0.0698761567488
è	0.00093796371321	0.00295701015126	0.0617530946893	0.192354539194	0.701115215356	0.0408822089163
r	0.000502413681403	0.00208509172775	0.0839753948964	0.071476970398	0.812916338452	0.0290438363054
k	0.000391866210468	0.00200258558925	0.106593183299	0.0360243081327	0.804220279484	0.0507678104351
o	0.000450695830156	0.00107380548642	0.063665806433	0.0270928357109	0.551219399828	0.356497461812
m	0.000588791883385	0.00068290737214	0.0648027324777	0.0168311128036	0.293020173276	0.624074257271
e	0.000802771767795	0.00156297785738	0.0678370338259	0.0173636941679	0.217850924425	0.694582572424
</S>	0.0010694763839	0.00256704282869	0.043258476413	0.0247529450839	0.145350362213	0.783001686212
