 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.81728615	0.077308841	0.0213391915	0.01598533015	0.020027459	0.027430934	0.0206221045
n	0.748763516667	0.162294302333	0.0153145505	0.0132447868167	0.0189302293333	0.022626327	0.0188263318333
a	0.499601658889	0.381281684111	0.0334914545	0.0187061336056	0.0218315904444	0.0233917963333	0.0216956896111
a	0.23182325373	0.526239914704	0.139943824833	0.0272742372019	0.0247929911481	0.0252097741111	0.0247159492037
f	0.08011382001	0.458753111568	0.302301938278	0.0457923024006	0.0378886723827	0.037930049037	0.0372200507346
o	0.0332897763367	0.359473783856	0.381161022759	0.0723340108002	0.0517856727942	0.051404978679	0.0505507329115
r	0.0168358746456	0.258744114619	0.448092667586	0.0924360269334	0.0615611509314	0.0652623035597	0.0570678869705
à	0.0182341604152	0.204406804873	0.436237165862	0.130677078978	0.0734324003105	0.0817973528532	0.0552150489902
s	0.0190251814384	0.215766674958	0.428861965287	0.154385012993	0.0653741951035	0.0735503792844	0.0430366093301
o	0.00718380169947	0.140119563653	0.430986875096	0.286389834331	0.0549336857012	0.0488695094281	0.03151672711
t	0.00257757515316	0.0534285888843	0.338926025032	0.492938821444	0.0519000985671	0.0343757371427	0.02585310137
o	0.00104615033439	0.0202999530614	0.244105321677	0.579480650481	0.087946777189	0.0354961517142	0.0316249451233
t	0.00045894729613	0.00857991428713	0.133382119892	0.641635856827	0.13122906573	0.0471303259047	0.0375837573744
s	0.00040322016671	0.00512542759571	0.0954343146307	0.583208448942	0.15552367191	0.0833056206349	0.0769993047915
o	0.000678790988903	0.00534403186524	0.0841965402102	0.384412046314	0.22516703397	0.137255196878	0.162946378264
m	0.0011416450963	0.00356268574841	0.0443660412367	0.196088965771	0.24876131799	0.333731488959	0.172347889421
ì	0.00300678179877	0.00642105570947	0.0364536695789	0.097192752257	0.335778212663	0.412343922986	0.108803646474
p	0.00378034303292	0.00742874686982	0.033515730493	0.068158383419	0.359878574221	0.449169667662	0.0780685954913
à	0.00278164314431	0.00376573802327	0.016753312131	0.0438635931397	0.348428551407	0.517250132554	0.0671570484971
s	0.0021080230481	0.00260298115442	0.0112394089437	0.0331094453799	0.348152897136	0.534108020851	0.068679234499
s	0.00351111264937	0.00144901912147	0.0051305915479	0.0255642687933	0.273923789045	0.601514723617	0.0889065131663
i	0.00438675991646	0.00149558589716	0.00338534551597	0.0198276675978	0.225831923015	0.492531051206	0.252541664389
n	0.00247912234882	0.00128803189905	0.00217093372199	0.0101156823859	0.124230469672	0.543167443735	0.316548304796
i	0.00135880017294	0.000803402599683	0.00103235317733	0.00421908038197	0.0490575436573	0.501655234578	0.441873584932
m	0.00129993713765	0.000797627199894	0.000679689345777	0.00224226319399	0.0219946839858	0.394176798193	0.578809028311
è	0.00188569124588	0.000744080866631	0.000541741505259	0.00182252776466	0.0170139543286	0.563719499398	0.41427255277
r	0.00285811094863	0.000640659445544	0.00049570495842	0.00164536261489	0.0171811237762	0.600716189799	0.37646286759
a	0.00233670746621	0.000448802685181	0.00030566718614	0.000830672364963	0.0124225742587	0.4349148466	0.54874071253
</S>	0.0012919607581	0.00032943991259	0.00023229344307	0.000595687432481	0.00723689112935	0.3192129133	0.671100781265
