 	il	muro	vuole	uno	specchio	</S>
o	0.63083035	0.311152955	0.0165648365	0.012658716	0.0153464455	0.01344670035
t	0.379629516667	0.329195985	0.0470952785	0.0640896596667	0.0876414085	0.09234817245
ì	0.271111072222	0.224727655	0.1099486395	0.102849321222	0.142117046167	0.149246277483
c	0.202434444074	0.170658317333	0.1863684365	0.092198330074	0.165510792056	0.182829685828
h	0.213168274691	0.147302931444	0.218018762167	0.0818548650247	0.159628897352	0.180026295276
o	0.190085894897	0.255632567148	0.325572957389	0.0575942226749	0.082059652784	0.0890547387587
t	0.071850163799	0.215783940383	0.40836520913	0.092801515225	0.103533177928	0.107666003253
è	0.032130313433	0.0827901151277	0.543620543043	0.107978745075	0.115048264309	0.118432048751
l	0.0169553831777	0.0346723743759	0.729345031014	0.0787402316917	0.069052611103	0.0712344405837
i	0.00696643525923	0.0145942606253	0.523929027005	0.343339397231	0.0580365983677	0.0531343441946
n	0.00283540521974	0.0068430119651	0.203784835335	0.65492831241	0.0735930161226	0.0580154620649
a	0.00146768137325	0.00410410874503	0.074949210945	0.762308184137	0.0947756553742	0.0623951600216
n	0.000957402944417	0.00317694638501	0.0297583011483	0.733097561379	0.125083618458	0.107926146007
g	0.000672920134806	0.001186233015	0.0209595190494	0.66617072046	0.135604286153	0.175406312002
h	0.000648079678269	0.000649355195	0.0253785073498	0.602630630153	0.159724512051	0.210968914001
i	0.00106254472609	0.000480412518333	0.0195813419499	0.367793136051	0.214315610684	0.396766958
a	0.0010794220087	0.000277261558778	0.0087792601833	0.155723898017	0.206834803561	0.627305372667
l	0.000649897889567	0.000102918284926	0.00379764488443	0.067751967139	0.28855755452	0.639140024222
ì	0.000434607776522	7.79672643087e-05	0.00162721822814	0.0337880211797	0.35968499484	0.604387208074
</S>	0.000277101128261	9.83990471543e-05	0.00103362232907	0.0317301820898	0.33406574742	0.632795004037
