 	ho	finito	di	scrivere	</S>
s	0.85933089	0.09270298175	0.0164921925	0.0157100605	0.0157639035
p	0.697411516667	0.154341513917	0.0556589218333	0.0310976195	0.0614904428333
ì	0.494207962222	0.312484004639	0.0755310319444	0.0360141875	0.0817628042778
c	0.439963047407	0.43160582488	0.0520615266481	0.0218236087	0.0545459940926
c	0.584715995802	0.293401778293	0.047922022216	0.0156665804333	0.0582936193642
e	0.512341195267	0.318777006098	0.074454578072	0.0303726681444	0.0640545344547
t	0.281240805089	0.505131668699	0.110163484691	0.0390474217148	0.0644166124849
s	0.223665918363	0.4888795329	0.154180044897	0.0400345819049	0.093239942495
a	0.175542359454	0.3256709643	0.319104568299	0.0713107553016	0.108371370832
à	0.0980239631513	0.154158668767	0.6004821761	0.0715631441005	0.0757720486107
t	0.0453472817171	0.146685476922	0.722589742033	0.0358045403668	0.0495729702036
s	0.031066936239	0.178942868974	0.624669257344	0.0378736714556	0.127447272401
e	0.0254336466463	0.102883751591	0.432948255781	0.216877835152	0.221856507467
g	0.00932120962543	0.0410287014637	0.248517448594	0.392745768384	0.308386875822
r	0.00393064251848	0.0250880998212	0.158347966198	0.523860779461	0.288772533607
à	0.00624461463949	0.0170189499404	0.109056718733	0.642390926487	0.225288842869
t	0.00821068221316	0.00859368831347	0.085853752911	0.516762755496	0.380579157623
s	0.00516637100439	0.0122196807712	0.105796864304	0.385252531832	0.491564555874
i	0.00835921126813	0.0562450429237	0.162501438101	0.291523432277	0.481370878625
</S>	0.0132934391341	0.0936005764618	0.20040279405	0.206438048639	0.486265139313
