 	il	morto	lo	piangono	lo	piangono	tutti	i	familiari	</S>
o	0.590661385	0.314867158	0.01200323475	0.011835561	0.0117691335	0.01159601565	0.0119528062	0.01169811115	0.011483633	0.01213291765
a	0.332048975	0.457041852667	0.03593574725	0.0258017336667	0.0252779271667	0.0242563158833	0.0259716827333	0.0247057813833	0.0226590896667	0.02630086355
p	0.188540995	0.486813217556	0.04966487575	0.0404912022222	0.0381026137222	0.0323786662944	0.0506710609111	0.0349847404611	0.0263546672222	0.05199795785
e	0.139356228333	0.514972705852	0.0473432785833	0.0434592234074	0.0407524745741	0.0341698700981	0.0567158703037	0.037165303487	0.0278914230741	0.05817363495
s	0.115867756111	0.527491301951	0.0515893728611	0.0443320994691	0.0412117881914	0.0342130990327	0.0591686834346	0.0373047051623	0.0280611176914	0.0607600973167
a	0.087062310037	0.425896067317	0.122404930954	0.0547149464897	0.0499597160638	0.0418388200109	0.0679527744782	0.0450566223874	0.0354231468971	0.0696906877722
m	0.061869156679	0.232316243772	0.165679128651	0.0706373354966	0.0610555353546	0.0505535740036	0.125022118159	0.0541797991291	0.0435142599657	0.135172864591
m	0.0414364365597	0.145680469257	0.112031856217	0.0847434184989	0.0722516817849	0.0517769220012	0.185531666053	0.0600537213764	0.0369062399886	0.209587648197
è	0.129462031187	0.117422004419	0.119761923739	0.0793273594996	0.068249872595	0.0451356670004	0.166071226684	0.0544320071255	0.0290326659962	0.191105322732
n	0.200393497062	0.11775296614	0.209671711246	0.0604821791665	0.0480911775317	0.0296648813335	0.129151103561	0.0357262130418	0.0192655429987	0.149800745911
o	0.129821432354	0.0980578577133	0.404725903749	0.0809391357222	0.0468875121772	0.0226587211112	0.0814884908537	0.0247026296806	0.0160561059996	0.094662175637
o	0.0465945929513	0.0418114929044	0.537660557916	0.161669688574	0.0723869437257	0.0214690293704	0.0397827906179	0.0194584165602	0.0151679773332	0.043998489879
