 	Valeria	legge	il	giornale	</S>
e	0.740857225	0.057568712	0.0757965925	0.0664914625	0.0592860175
V	0.836294108333	0.04462119	0.0437781508333	0.0366978608333	0.0386086891667
a	0.869675569444	0.0426411773333	0.0318293849444	0.0258546879444	0.0299991760556
l	0.726554523148	0.172238821778	0.0323445426481	0.0209588369815	0.0479033353519
è	0.609978054383	0.290630050593	0.0281320755494	0.0114527999938	0.059807053784
r	0.655059964794	0.277662160198	0.0174207721831	0.00726515519793	0.0425919472613
i	0.551875511598	0.386997886733	0.0211492477277	0.0102460149326	0.0297313667538
a	0.289958190199	0.558871962244	0.0727362759092	0.0358667103109	0.0425669072513
m	0.103770099066	0.718121370748	0.0869391906364	0.0405051286703	0.0506642290838
e	0.0470068556887	0.625664793583	0.174571352212	0.0746152381234	0.0781417363613
l	0.0264087835629	0.515834817861	0.262173890737	0.0880175953745	0.107564888787
e	0.011688665721	0.430494715954	0.380335076912	0.0849414644582	0.0925400895957
t	0.007391968107	0.236116568651	0.592096065637	0.0862919111527	0.0781035098652
à	0.0120484247023	0.23049268955	0.597211065212	0.0627753233842	0.0974724766217
o	0.0119691417241	0.169577955683	0.532862511737	0.164808554461	0.120781795541
g	0.0070126140647	0.0656335313943	0.451871630579	0.28318894482	0.192293258514
i	0.0053520643549	0.0317625171314	0.272379190193	0.479915208273	0.210590992838
o	0.00265397008497	0.0150591207105	0.116454736564	0.578673302758	0.287158850946
r	0.00286546619499	0.0064144843835	0.053594678688	0.608999314253	0.328126046982
n	0.00511967193166	0.00438007310783	0.0320923225627	0.547528044751	0.410879865661
à	0.00664628664389	0.00419718776928	0.0629302071876	0.438912254917	0.487314061887
l	0.00448348064796	0.00216507051643	0.0719658960625	0.507474031639	0.413911517296
e	0.00213142528265	0.00148041143214	0.0317590313542	0.394234380546	0.570394729099
</S>	0.00180461459132	0.00175390656607	0.0245044491771	0.267135095273	0.70480191455
