 	dovevo	comprare	il	pane	ogni	giorno	</S>
ì	0.579152885	0.0746564245	0.064184498	0.0645526115	0.069662894	0.076829136	0.070961601
c	0.765590281667	0.0405904478333	0.0265706413333	0.0309485835	0.0418920173333	0.051082876	0.0433252233333
h	0.816180793889	0.0330824592778	0.0161736034444	0.0224790121667	0.0340313041111	0.0426825376667	0.0353703034444
a	0.769834411296	0.119751513093	0.0157192934815	0.0184993113889	0.0240495503704	0.0275360668889	0.0246098411481
n	0.621241180432	0.223381944364	0.0294974398272	0.0292673797963	0.0316480341235	0.0331127876296	0.0318512353827
a	0.410122570144	0.403494738121	0.0419576239424	0.0352624815988	0.0361178300412	0.0368791392099	0.0361656061276
v	0.188397666048	0.618107209374	0.0477428783141	0.0358536788663	0.0363194343471	0.0372439554033	0.0363351727092
o	0.0940816913493	0.615495169791	0.113280573771	0.0469041782888	0.0432793461157	0.0440354981344	0.0429235622364
r	0.0612930832831	0.63315610993	0.152202561257	0.0435855150963	0.0366123157052	0.0372835677115	0.0358668744121
à	0.0688518339277	0.56213286331	0.198117387086	0.0513634530321	0.0400003675684	0.0455368782372	0.033997221804
s	0.0713331758426	0.49883704777	0.246432735695	0.0595189850107	0.0412331458561	0.0496663420791	0.032978528268
o	0.0255523123809	0.406445147257	0.383823751898	0.0983241956702	0.0306184442854	0.0322017913597	0.0230343054227
o	0.0089025240203	0.158458243086	0.528289117299	0.226294878557	0.0317620187618	0.0241861771199	0.0221070001409
t	0.00320432133343	0.056051764362	0.4977468391	0.355809459519	0.0367317502539	0.0253144457066	0.025141416047
s	0.00269552877781	0.036694016454	0.406922073033	0.377476306506	0.0640786267513	0.0550596812355	0.0570737626823
o	0.00285306135927	0.0309837431513	0.291098471011	0.370473908835	0.122464558917	0.0811903717452	0.100935842227
m	0.00181966721976	0.0128253867004	0.169960214337	0.302190426278	0.153573102972	0.241140725248	0.118490440742
ì	0.00196719780659	0.0154956992168	0.097142046779	0.184039487426	0.272436034324	0.328364031749	0.100555492247
k	0.00210280576886	0.0170512362389	0.090140163593	0.223310377809	0.375163294775	0.223933333916	0.0682987794157
u	0.00134272129629	0.00859906477963	0.086576146531	0.245724582603	0.429327898258	0.168289947972	0.0601396381386
à	0.00104394010543	0.00510132635988	0.065342703177	0.156270814201	0.459435332753	0.228510562657	0.0842953143795
i	0.00127088073514	0.00226830445329	0.025821454959	0.0877307614003	0.375689667584	0.312606714219	0.194612194793
m	0.00297227654505	0.0013878451511	0.0111260682863	0.0428652571334	0.251423169195	0.412233598073	0.277991754931
è	0.00321544443502	0.000949628330367	0.0066282411621	0.0206549960445	0.131762733065	0.614901899358	0.22188704631
r	0.00130388220834	0.000549292150122	0.00443001596403	0.0111555761148	0.094573534355	0.728880886453	0.159106830103
i	0.000674137999447	0.000271579990041	0.00165185195468	0.0046098513716	0.0662412711183	0.602133035484	0.324418286701
</S>	0.000540940679723	0.000220896915021	0.00091406756234	0.0026071090358	0.0366251700592	0.461067497742	0.49802434335
