 	se	avessi	visto	le	nuvole	avrei	capito	che	pioverà	</S>
a	0.76079785	0.0795352835	0.032448383	0.0190021095	0.018029491	0.018320405	0.017635335	0.0178884215	0.0180796495	0.018263114
n	0.473078467	0.1469634945	0.100262753333	0.0408559508333	0.0387137323333	0.041724001	0.0365482416667	0.0402358371667	0.0404426405	0.0411748606667
ì	0.171269935667	0.3709101315	0.150405587778	0.0439181789444	0.0453899477778	0.0498461363333	0.0354246817556	0.0430816783889	0.0446566748333	0.0450969948889
c	0.0656045672223	0.536528713833	0.150986799259	0.0276512966481	0.0514041612593	0.0622554047778	0.0160709491185	0.0267615097963	0.0313954086111	0.031341181963
h	0.0426285747408	0.524431547944	0.177930099753	0.028414037216	0.0560558090864	0.0686532222593	0.0129517677062	0.0263070742654	0.031223993537	0.0314038766543
a	0.0485839105803	0.384437235981	0.350379796584	0.0584224124053	0.0345106526955	0.0387619214198	0.0131915425687	0.0223531900885	0.0246468768457	0.0247124298848
d	0.0341615564334	0.16319840966	0.574827065528	0.0832966758018	0.0274972285652	0.0293009184733	0.0168790378562	0.0228717353628	0.0239809829486	0.0239863199616
ò	0.0119381129178	0.12716115422	0.588827585176	0.130496926934	0.0275840005217	0.0284913951578	0.0148744399521	0.0221531554543	0.0249642379829	0.0235088996539
n	0.0047639965726	0.125405518073	0.594837275059	0.179005798978	0.0215012631739	0.0215923203859	0.00684906021737	0.0135500584848	0.017281974661	0.015212667218
t	0.00240616645753	0.0795697493577	0.641789458353	0.145059579659	0.0357211447246	0.0426051061286	0.00553313610579	0.0125693418283	0.019361429887	0.0153848517393
a	0.00136372585251	0.0507492822859	0.445923094784	0.32821060322	0.0465855645749	0.0526591447095	0.0115839821686	0.0175485982761	0.0248400712957	0.0205359425798
t	0.00056360360617	0.0192005795286	0.196791396928	0.61155366774	0.0359930438583	0.0381994559032	0.0179949923895	0.0247622794254	0.0282021784319	0.0267388778599
a	0.00214009585739	0.0082007215762	0.103739481643	0.697136055913	0.0434021022861	0.0368154936344	0.0223484517965	0.0276462034751	0.029634084144	0.02893742762
s	0.00266271259336	0.00429007747873	0.0580131325477	0.726887585304	0.0530717640954	0.0416858478781	0.0235272879322	0.0284798781584	0.0307957527147	0.03058601854
ì	0.00141377310535	0.00365292264624	0.0451072768492	0.575726938435	0.183676748032	0.0776865242927	0.0170242439774	0.0261036700528	0.0401195582382	0.0294883535133
n	0.00100690359178	0.00359575764875	0.0419977772831	0.470631989478	0.283180509344	0.107111268098	0.0105977313258	0.0196404450176	0.0389901377461	0.0232474811711
n	0.00041235890726	0.00211034401625	0.0298085824277	0.403681239826	0.307390249781	0.150719666033	0.0101522597753	0.0210937883392	0.0516070702487	0.023024443057
e	0.000248953159087	0.00154638203875	0.0184838444092	0.235700446609	0.314514469927	0.181546885344	0.0687891959251	0.0439672601131	0.0805419400829	0.0546606393523
f	0.000137234302029	0.00218055744625	0.0101065950697	0.157110462203	0.234840683309	0.152623323448	0.119990148642	0.0903888467044	0.121383136694	0.111238999784
a	0.00013408081301	0.00205580900375	0.0067571343899	0.090953687401	0.255859141103	0.212084329483	0.140049922881	0.0869967065681	0.108995014565	0.096114169928
ì	0.000130264534337	0.000805907639583	0.0028277601633	0.042591559367	0.349541097034	0.351138766494	0.12212742096	0.0407300405227	0.0503700391883	0.0397371486427
c	8.92084834457e-05	0.00163141109653	0.00355655558777	0.019280081689	0.284385210678	0.462968688831	0.114923403653	0.0286137765076	0.0457130730628	0.0388385848809
