 	ho	scritto	una	lettera	al	mio	fratello	</S>
è	0.789817965	0.1159761775	0.02165357	0.009896923	0.0183985665	0.0066174178	0.02135834125	0.0162810795
g	0.601074675	0.275915519167	0.0382452973333	0.0144535443333	0.0290989678333	0.0065973078	0.00979528001667	0.0248194075
r	0.408243488333	0.455073693056	0.0466312024444	0.0177917974444	0.0304475039444	0.00804606026667	0.00688204277222	0.0268841968333
a	0.260206988111	0.535615017685	0.127782240815	0.0185430998148	0.0212377479815	0.00927902142222	0.00788807792407	0.0194478136111
t	0.115574213037	0.582710815895	0.214716186938	0.0242034216049	0.0205745469938	0.0141914448074	0.00901953097469	0.0190098798704
s	0.078559152679	0.499389988632	0.262698002313	0.0351768788683	0.0523551479979	0.0175284526025	0.00906534199156	0.0452270706235
a	0.076428101893	0.320687136211	0.355955277438	0.0607352896228	0.0729937193326	0.0279982448675	0.0215172226639	0.0636850055412
è	0.047772285631	0.178584818737	0.527329835813	0.0852237732076	0.0624427604442	0.0273017996225	0.023242368088	0.0481023555137
n	0.023177946777	0.077924078579	0.683846058604	0.103051251069	0.0586678098147	0.0118024056408	0.009090525996	0.0324399021712
a	0.0105514554923	0.0403943468597	0.514773082868	0.298527200356	0.0732795322716	0.0210243783136	0.0145018960987	0.0269480873904
n	0.00456883308743	0.0191527195532	0.224437632623	0.577331433452	0.101132077424	0.0313607021045	0.0169654663996	0.0250511404635
g	0.00269832245248	0.0219942267844	0.121374032541	0.636066711151	0.120665449141	0.0359432497015	0.0157179251665	0.0455400801545
r	0.00252088008416	0.0251634909281	0.10106077418	0.49951264705	0.26524686638	0.0364131289005	0.0164693980555	0.0536127967182
à	0.00312817566139	0.013674191476	0.08703844806	0.290793665683	0.528725378793	0.0352287116335	0.0104736996852	0.0309377029061
m	0.0028875000338	0.006857834242	0.0522681028867	0.130975826228	0.734666166264	0.0443604865445	0.00736293556173	0.0206211209687
m	0.0129112742913	0.0151891999973	0.0448991178289	0.196478413076	0.623656812088	0.0382061985148	0.0183392291872	0.0503197629896
a	0.0164790119171	0.0184229391991	0.0438757452763	0.254789297692	0.352493764029	0.195243701172	0.0588436987291	0.0598518719965
a	0.0060244087257	0.0072795088997	0.0171211921588	0.149818959231	0.219680534676	0.362599557057	0.165860939576	0.0716149249988
d	0.00248392690857	0.00311270637323	0.0064264526996	0.0746076024103	0.125048870225	0.497842475686	0.171545395192	0.118932575
r	0.00151834063619	0.00143709986441	0.0029470347132	0.0626193034701	0.0781574754083	0.543957668562	0.131750847064	0.177612211667
e	0.0011259724654	0.00105430768814	0.00175827327107	0.0541832669234	0.0496680710694	0.313460289521	0.340971139021	0.237778663889
f	0.00199945737513	0.000840752612713	0.00117906495702	0.0198723679411	0.0241374249565	0.129720017174	0.471118549674	0.351132387963
ù	0.00255221619171	0.000604920747571	0.00089454189234	0.0074314176137	0.0218695353188	0.0625226047247	0.376125289891	0.527999529321
m	0.0014177668739	0.000423700385857	0.00058561127078	0.00320489130457	0.0175526754396	0.0419249442416	0.409375839964	0.525514609774
m	0.00168450606797	0.00128641007195	0.00264532832359	0.0162417101015	0.0967807704799	0.164879155747	0.359393909988	0.357088193258
u	0.00193513258932	0.00172462509065	0.00331396707453	0.0208163515672	0.12049002506	0.192142678582	0.207990486663	0.451586741086
</S>	0.00141467994466	0.00118240854533	0.00193030133726	0.0111705240836	0.06067061488	0.101384379291	0.189810608331	0.632436550543
