 	non	ho	cosa	è	da	mangiare	</S>
e	0.667848415	0.1938945565	0.0617279505	0.01756102415	0.0155451805	0.0243737905	0.0190490715
n	0.386382076333	0.358556792167	0.1305820835	0.02342349305	0.0307793335	0.0387556641667	0.0315205458333
è	0.143794694444	0.457729897389	0.245041397833	0.0340494696833	0.0383911201667	0.0461697280556	0.0348236786111
c	0.0547875823147	0.402560975796	0.295953769278	0.0417780478944	0.0774379880556	0.0797231960185	0.0477584238704
h	0.0225348636049	0.322888401932	0.374562139759	0.0493494106315	0.0899212776852	0.0884983873395	0.0522455022901
o	0.0128703588683	0.206381707977	0.444355386586	0.19455825021	0.0684958142284	0.0437006331132	0.0296378227634
t	0.00855742328943	0.0782625829923	0.383483962195	0.329317016737	0.119471108076	0.0465850880377	0.0343227985878
i	0.00571652742981	0.0335346469974	0.269748860732	0.362833495579	0.202381106025	0.0738631826792	0.0519221738626
è	0.00451698976227	0.0166579989325	0.128947481411	0.32182186186	0.340259125342	0.140970389226	0.0468261356209
n	0.00154558441442	0.00638402514417	0.0477134845703	0.172986315953	0.483421758447	0.258088839742	0.0298599918736
a	0.000910965079473	0.00315109704806	0.0205936904568	0.0790433549843	0.398979529482	0.424048896581	0.0732724806245
f	0.000684087799824	0.00199582348269	0.0108511277789	0.0395840403614	0.190115715161	0.62985910886	0.126910110208
à	0.000257862696608	0.0012453388609	0.00432999321963	0.0165435478205	0.0902767760537	0.763149642953	0.124196846736
o	0.000100823445203	0.00103009328697	0.00215942098321	0.00852706884017	0.0496060750179	0.596122317651	0.342454178912
</S>	5.75609571015e-05	0.000659657143485	0.00125703685661	0.00458605377008	0.029697548509	0.396909183826	0.566832919456
