 	che	vende	buon	pane	</S>
k	0.832143485	0.086856065	0.020346301	0.0364024925	0.02425167
a	0.644542515	0.241954405	0.0364413143333	0.0400877665	0.0369740116667
i	0.369628568333	0.473506311667	0.0709200914444	0.0431763995	0.0427686058889
p	0.180095381778	0.554071770556	0.145828097148	0.0569625598333	0.063042132963
u	0.107049012926	0.495189133519	0.238522149049	0.0739582366111	0.0852813909877
l	0.0769635863087	0.369709601173	0.386993339683	0.0769265688704	0.0894068369959
ì	0.0475756307696	0.274518417058	0.513540683228	0.0754948762901	0.0888703356653
t	0.0365016243565	0.218166285686	0.606671374409	0.06366954743	0.0749911165551
s	0.0219254808855	0.188468101895	0.577234888136	0.0666801061433	0.145691383518
o	0.0177908876952	0.133340890965	0.457347282712	0.132344437048	0.259176507839
m	0.00795467983173	0.0541474223217	0.359308847571	0.247267479016	0.331321615946
ì	0.00658080281058	0.0440202257739	0.228976272524	0.441274019672	0.279148698649
k	0.00579381998353	0.0359073799913	0.134793407508	0.656671083224	0.16683432955
a	0.00221753624118	0.0133224469304	0.067022614836	0.710593114408	0.206844306517
l	0.00098120780706	0.00535254144347	0.0287536402453	0.606032741469	0.358879862172
ò	0.000369164393687	0.00191699260116	0.0106727717818	0.505664053823	0.481377020724
</S>	0.000199238593844	0.00106692908058	0.0059095389909	0.480864896911	0.511959410362
