 	li	vestono	i	genitori	</S>
t	0.8169945	0.032466172	0.049579015	0.04272164	0.05823864
u	0.64448098	0.140063310667	0.0759668303333	0.0660038753333	0.0734849686667
s	0.338057043333	0.179487551556	0.151700513444	0.120028681778	0.210726194889
i	0.163884410111	0.315891478519	0.170963682815	0.115600126593	0.233660326296
n	0.0780644513703	0.384801466173	0.219355199272	0.091034239531	0.226744650099
d	0.0618328794568	0.174555087058	0.254618136424	0.138445841177	0.370548010033
ì	0.0591496338189	0.170581120686	0.315686072141	0.144909263726	0.309673873344
n	0.046227907273	0.186410300229	0.51772825738	0.090966372242	0.158667151115
n	0.0586415377577	0.143478946743	0.53790544246	0.101496991747	0.158477053705
o	0.0458773767859	0.117182529914	0.541136037487	0.144163067249	0.151640981235
n	0.0161366059286	0.0584266437713	0.677181012496	0.147306859083	0.100948898745
e	0.0111618167762	0.0343771950571	0.532217387499	0.342436966361	0.079806627915
i	0.00928370365873	0.0256320756857	0.2268465185	0.683365088787	0.0548725926383
g	0.00324590933624	0.00922241972857	0.0825413748333	0.786297996262	0.118692274213
e	0.00227538122875	0.00702925624286	0.0404732789444	0.780648452087	0.169573621404
n	0.00209782530958	0.00630923741429	0.0235399346481	0.672078197362	0.295974813801
i	0.00143185836986	0.00355747620476	0.0142414795494	0.511578092454	0.4691910946
t	0.00106241313995	0.00220388391492	0.0107102147365	0.384277404151	0.601746081533
ò	0.00098927829665	0.000984871884973	0.0101014501322	0.254800184717	0.733124210511
r	0.000982272342217	0.00110828052832	0.00998095111073	0.223348944906	0.764579536837
i	0.000554690190739	0.00110147862277	0.00492663287024	0.162169926302	0.831247245612
</S>	0.00049368684537	0.000622985081385	0.00430980058512	0.109752670151	0.884820822806
