 	che	consuma	poco	benzina	</S>
n	0.91902635	0.020148131	0.0180135695	0.020210111	0.0226018065
a	0.769205543333	0.137905511333	0.0325821058333	0.0275846776667	0.0327221555
k	0.511223874444	0.231995217111	0.101601390278	0.0370546972222	0.118124831833
o	0.284683151481	0.415802519037	0.125566045093	0.0339113487407	0.140036961278
n	0.127454800827	0.484543999679	0.224837013364	0.0264344929136	0.136729741093
s	0.0648875589423	0.44164892656	0.282624361121	0.0218500979712	0.188989093698
u	0.0605125179808	0.47916927552	0.271718130374	0.0343972759904	0.154202791233
m	0.0473227636269	0.296146185173	0.467515276791	0.0372983376635	0.151717410411
è	0.0294223111756	0.128233097058	0.655906812264	0.0230017195545	0.163436086804
t	0.0241345000585	0.062961915686	0.770907537421	0.0161403731848	0.125855732268
s	0.0121015290195	0.041147186562	0.78182847914	0.0232457990616	0.141677057423
i	0.00820142677317	0.0314522263207	0.577992879713	0.0975312936872	0.284822222474
a	0.00413688069106	0.0127455628402	0.339719669904	0.274121931229	0.369275980825
l	0.00195214203035	0.00494837914673	0.203080138635	0.380109317076	0.409910033608
ì	0.00194969107678	0.00473219298224	0.110713650212	0.480838609025	0.401765861203
o	0.00172464230559	0.00453582894741	0.0518251189373	0.471323349675	0.470591070401
b	0.00133012838186	0.0027803202358	0.0224984245124	0.300645043225	0.672746100134
e	0.00257383262729	0.00500265421193	0.0154770048375	0.443648614408	0.533297893378
n	0.0028460272091	0.00472195820398	0.0100039425958	0.468921338136	0.513506734459
z	0.00193938210303	0.00182550717133	0.00563556758193	0.225699098045	0.76490045482
ì	0.00280798216768	0.00262741172711	0.00544889559398	0.356278904682	0.632836828273
n	0.00349764625589	0.0064891937757	0.00459595519799	0.611793641561	0.373623589424
a	0.00374912175196	0.00610232625857	0.00631038639933	0.455136901187	0.528701269808
</S>	0.00420077537598	0.00347926862929	0.00834079819966	0.245197751593	0.738781404904
