 	quella	famiglia	non	ha	da	mangiare	</S>
c	0.8240619	0.0422540095	0.00991253155	0.0319384005	0.0292903033	0.03167533925	0.03086753935
ì	0.609120113333	0.205177169833	0.0124662490167	0.0454692371667	0.0406843271	0.04398129175	0.0431016231167
s	0.491139584444	0.360175209944	0.00959747567223	0.0374673870556	0.0318414677	0.0353450659167	0.0344337770389
i	0.397958098148	0.486319369981	0.0189013592241	0.0263520990185	0.0222126065667	0.0244229486389	0.0238335066796
f	0.211869954383	0.669066469994	0.026217605408	0.0248177023395	0.0220624628556	0.0231461595463	0.0228196788932
a	0.105528158128	0.683175403331	0.105459620803	0.0295185801132	0.0248629989519	0.0258721008488	0.0255831712977
m	0.0496105720427	0.568318367777	0.129318746601	0.0725790067044	0.055902698984	0.0633081379496	0.0609624970992
ì	0.0302706310142	0.523789955926	0.0966188485337	0.111708998901	0.0714882629947	0.0854162216499	0.0807071150331
g	0.0226462383381	0.585732951975	0.109995459511	0.114391559634	0.0478612926649	0.0623570648833	0.057015479011
l	0.0148591711127	0.603651000658	0.102225596504	0.120977009878	0.0434433692216	0.0604086902944	0.0544351910037
i	0.00771981550423	0.389075816553	0.296691795501	0.164835693293	0.0432896654072	0.0512318227648	0.0471554020012
a	0.00283735990141	0.132377964851	0.458000971834	0.296632931098	0.0495040274691	0.0309135445883	0.0297331863337
e	0.0013586112138	0.0459869561837	0.311091153945	0.416694220366	0.131466195823	0.0477901908628	0.0456126961112
n	0.0012066414846	0.0173099024612	0.135473174982	0.404904353455	0.277819541941	0.101316748621	0.0619696813704
è	0.0018195086282	0.0231034816537	0.0583510983273	0.337475164485	0.34609811398	0.17988657954	0.0532660517901
c	0.0018995494094	0.0282066930512	0.0292547954424	0.309023404828	0.382995031327	0.20279485318	0.0458256812634
h	0.0013640132698	0.0172846368504	0.0155208086475	0.304245231609	0.448104537109	0.167519944393	0.0459608517545
i	0.00137382492327	0.0100756769501	0.00746337284917	0.205740528536	0.393070585703	0.241716114798	0.140559909918
n	0.00134064377442	0.0043915733667	0.00379087567972	0.0747257191787	0.322027155234	0.383428438266	0.210295606639
a	0.00258931819147	0.00247798827223	0.00252959338991	0.0278871947262	0.241810661745	0.529304446089	0.193400802213
f	0.00312766193049	0.00217821429074	0.00212282181997	0.0109736184754	0.113783238248	0.674259448696	0.193554977404
à	0.00224945337683	0.00284241153025	0.000859490903323	0.00624968872513	0.0579863417493	0.728714316232	0.201098289135
i	0.00262824712561	0.00279781781008	0.000365646997108	0.00476389360838	0.0350711485831	0.593508272077	0.360864993045
</S>	0.0030367132628	0.00181249385504	0.000191589782554	0.00304837435419	0.0253837742916	0.458896636038	0.507630446523
