 	ho	rotto	una	bottiglia	</S>
è	0.75549002	0.128007665	0.036129479	0.04114986735	0.039223008
g	0.6890415	0.165946771667	0.0583360356667	0.0211822880167	0.0654934093333
l	0.59189748	0.187891057222	0.0955409285556	0.0184782476722	0.106192246444
a	0.381574936667	0.257396239074	0.229927916185	0.0301213402241	0.100979538815
s	0.153937848889	0.311159486358	0.412667222062	0.0403986167414	0.0818368329383
a	0.0738814592963	0.237037775453	0.566458874021	0.0469965222471	0.0756254029794
m	0.0326877067654	0.117779330151	0.72205189134	0.0500213524157	0.0774597443265
i	0.0210298715885	0.066429363717	0.696762330447	0.110202362472	0.105576069442
a	0.0167315178628	0.046036827239	0.537605033482	0.267831560824	0.131795043147
b	0.00695259695427	0.0196227317463	0.328086926827	0.527409693608	0.117928011049
u	0.00675349098476	0.0159526219154	0.180193194609	0.665099381203	0.132001273683
t	0.00656807372825	0.0141158988385	0.114618915203	0.746153057068	0.118544025228
t	0.00300599007608	0.00694553504617	0.066686587401	0.652228842356	0.271133012409
ì	0.00329500965869	0.00562721148206	0.0589248211337	0.602662634119	0.32949031747
g	0.00329007598623	0.00473778439402	0.0323765630446	0.731969254706	0.227626349157
l	0.00294879809541	0.00607281479801	0.0161777793482	0.774648328235	0.200152306386
i	0.0213097905651	0.0129776925993	0.0446753454494	0.761189919412	0.159847272129
a	0.0324021681884	0.0145102626331	0.0549975414831	0.593398233137	0.30469181071
</S>	0.0255972460942	0.0103758414666	0.0319311852416	0.508366906569	0.423728835355
