 	non	li	aspettiamo	più	</S>
e	0.607392465	0.321232272	0.0192140315	0.0337823285	0.0183789135
t	0.341063975	0.562380737333	0.0412709881667	0.0291911728333	0.0260931391667
u	0.229094025	0.555531459111	0.137175536056	0.0391496719444	0.0390493370556
s	0.184484151667	0.304954739704	0.378443432019	0.0668235539815	0.0652941203519
m	0.0914147255557	0.148852003235	0.399095274006	0.102680091327	0.257957866784
è	0.146972020185	0.102273774412	0.273368288002	0.102113660442	0.375272228928
n	0.159191350062	0.111151718137	0.410921016001	0.0693514121473	0.249384489643
u	0.088304723354	0.118898072712	0.497903102	0.157238882716	0.137655234881
m	0.051755806118	0.0683835063707	0.479445844	0.255786104239	0.14462874996
e	0.025323684706	0.0564427022569	0.369234778	0.38811095808	0.160887889987
p	0.0161488537887	0.0512144139223	0.173978556	0.58855123936	0.170106973329
l	0.00554646960623	0.0205414053108	0.0835359333333	0.612754786453	0.27762140111
è	0.00309706559208	0.0159239932703	0.0814036444444	0.622287415484	0.277287863703
o	0.00225354676403	0.0111011517768	0.0688576949815	0.460083356495	0.457704227901
</S>	0.00129354283201	0.0057174929184	0.0352018897408	0.251767405247	0.70601962895
