 	Anna	ora	sta	vicino	a	me	dormendo	</S>
a8	0.156204	0.16389	0.168992	0.162204	0.10565	0.087268	0.0609431	0.094848
a31	0.0618928	0.0879236	0.193147	0.153057	0.217327	0.1803	0.082484	0.0238685
a8	0.118678	0.141512	0.313913	0.204981	0.104587	0.0747063	0.0268944	0.0147284
a31	0.148826	0.123435	0.153579	0.128119	0.132067	0.141966	0.112542	0.0594644
a17	0.227355	0.181808	0.257825	0.170829	0.0565506	0.0523735	0.0335545	0.0197044
a18	0.166175	0.123374	0.166066	0.125715	0.117826	0.133751	0.102397	0.0646969
a31	0.149209	0.128904	0.153198	0.13245	0.122368	0.131192	0.108127	0.0745521
a17	0.242083	0.16577	0.241804	0.155637	0.0598149	0.0625859	0.0439142	0.0283903
a30	0.157646	0.125672	0.158601	0.12506	0.123351	0.130444	0.10334	0.0758856
a17	0.150588	0.125636	0.155198	0.131072	0.12119	0.132214	0.10998	0.0741228
a39	0.14141	0.100952	0.140155	0.10601	0.122026	0.142269	0.137548	0.109629
a17	0.132742	0.111737	0.133462	0.115095	0.126977	0.134228	0.13087	0.114889
a31	0.134441	0.0998482	0.133224	0.10542	0.124861	0.140791	0.140548	0.120868
a17	0.179301	0.133233	0.178055	0.13672	0.101881	0.116775	0.0916613	0.0623742
a20	0.136876	0.106372	0.136746	0.107778	0.128313	0.13783	0.133582	0.112502
a27	0.137069	0.112348	0.137489	0.115596	0.126986	0.134776	0.128141	0.107596
a20	0.131403	0.0985824	0.130832	0.102307	0.127768	0.140245	0.14218	0.126682
a31	0.136542	0.107453	0.13677	0.11181	0.126762	0.13719	0.132597	0.110875
a18	0.173744	0.129427	0.174078	0.133536	0.105601	0.117729	0.0953193	0.0705658
a31	0.139697	0.115652	0.141448	0.11435	0.130743	0.134385	0.124256	0.0994684
a13	0.21529	0.174659	0.218772	0.166972	0.0745336	0.064181	0.0412003	0.0443927
a20	0.146453	0.122349	0.150341	0.108661	0.134433	0.129629	0.116478	0.0916542
a31	0.140213	0.115065	0.144342	0.108546	0.131705	0.13176	0.124433	0.103936
a28	0.220987	0.182438	0.233009	0.168845	0.0692603	0.0533429	0.0320722	0.0400458
a31	0.162074	0.130114	0.17142	0.108398	0.13788	0.124353	0.0977618	0.0679992
a8	0.251872	0.222193	0.286564	0.169007	0.0290002	0.0147536	0.00899995	0.0176107
a17	0.18325	0.125537	0.231189	0.0707196	0.146266	0.0973532	0.0888821	0.0568029
a8	0.166502	0.140564	0.19251	0.0897703	0.140406	0.106108	0.0905441	0.0735956
a23	0.162432	0.124293	0.194706	0.0727257	0.14669	0.108976	0.110794	0.0793835
a8	0.167969	0.134336	0.198624	0.0781409	0.143007	0.103121	0.0972466	0.0775551
a20	0.170641	0.141008	0.196421	0.0846059	0.139698	0.101666	0.0898413	0.0761188
a31	0.157999	0.145411	0.179159	0.105899	0.135179	0.108827	0.0896805	0.0778459
a39	0.170884	0.211544	0.283069	0.186453	0.0554972	0.0352221	0.0220772	0.0352531
a18	0.172497	0.138745	0.209936	0.0802662	0.143748	0.10042	0.0884813	0.0659061
a37	0.173376	0.15244	0.213142	0.0958812	0.134838	0.0944126	0.0733544	0.0625561
a31	0.16639	0.147604	0.208029	0.101499	0.135132	0.101199	0.0784674	0.06168
a8	0.173897	0.22323	0.353412	0.167869	0.0341944	0.0172138	0.0112385	0.0189457
a23	0.186919	0.128425	0.276851	0.0769858	0.131179	0.0776347	0.0659863	0.0560189
a37	0.202759	0.144521	0.301054	0.0835464	0.109298	0.0599677	0.0505229	0.0483316
a8	0.199225	0.179736	0.277233	0.104823	0.104662	0.0588099	0.0393198	0.036192
</S>	0.182567	0.126816	0.277876	0.0757668	0.131933	0.0780667	0.0678081	0.0591656
