 	dovevo	comprare	il	pane	ogni	giorno	</S>
a20	0.153136	0.14611	0.142922	0.146308	0.146804	0.142558	0.122163
a31	0.0505445	0.221496	0.259071	0.234177	0.165426	0.0583745	0.0109113
a37	0.209159	0.262929	0.20608	0.15802	0.0911066	0.0518209	0.0208847
a31	0.231342	0.198787	0.160223	0.152148	0.115269	0.0896394	0.0525913
a7	0.305156	0.235818	0.154064	0.121499	0.0707258	0.066444	0.0462928
a31	0.252809	0.215359	0.165194	0.145734	0.0972079	0.0761589	0.0475369
a44	0.310654	0.232043	0.147219	0.115405	0.0681137	0.0698315	0.056733
a31	0.170865	0.159634	0.155259	0.161536	0.151214	0.121042	0.0804498
a7	0.339091	0.259791	0.143164	0.0808494	0.0533472	0.0685436	0.0552139
a3	0.242447	0.217691	0.178212	0.142532	0.0930571	0.0728433	0.0532173
a20	0.196022	0.183576	0.168758	0.161281	0.133012	0.0931544	0.0641959
a31	0.175255	0.16484	0.15624	0.157937	0.146517	0.118161	0.0810499
a0	0.312872	0.238678	0.147226	0.0974133	0.0629347	0.0739296	0.066946
a31	0.150089	0.141696	0.153472	0.172051	0.172312	0.124284	0.0860955
a8	0.399144	0.229204	0.0933629	0.0529325	0.0444711	0.0857251	0.0951611
</S>	0.109254	0.101572	0.116767	0.155215	0.218231	0.172019	0.12694
