 	quando	venne	arrivò	Giovanni	Anna	ancora	aveva	di	cucinare	</S>
a23	0.0681095	0.104349	0.107848	0.107627	0.107926	0.107763	0.107355	0.106206	0.0884539	0.0943632
a31	0.0471541	0.0702723	0.152588	0.132848	0.144361	0.140453	0.136961	0.117281	0.0422744	0.0158067
a10	0.071776	0.105892	0.186902	0.165492	0.168446	0.131771	0.0963165	0.060398	0.00578351	0.00722422
a41	0.112319	0.131664	0.145679	0.132694	0.129302	0.121624	0.112188	0.0846714	0.012573	0.0172848
a24	0.109805	0.125139	0.132481	0.121031	0.117808	0.115017	0.11428	0.101028	0.0248114	0.0385993
a46	0.107104	0.125536	0.133545	0.124322	0.121745	0.117804	0.113847	0.09599	0.0260391	0.0340657
a24	0.0995592	0.112426	0.116385	0.108756	0.106557	0.105922	0.108256	0.106065	0.0475582	0.0885158
a37	0.103886	0.115642	0.120251	0.113334	0.111349	0.109925	0.110171	0.102948	0.0452546	0.06724
a46	0.10135	0.122691	0.131458	0.114375	0.109843	0.107979	0.111253	0.103198	0.0294803	0.0683722
a31	0.0981423	0.111124	0.114898	0.107749	0.105692	0.105153	0.107475	0.105767	0.0505091	0.0934905
a20	0.11301	0.1297	0.134044	0.126596	0.123797	0.116962	0.10759	0.0836255	0.023775	0.0408994
a8	0.103291	0.117036	0.120848	0.114609	0.112722	0.110986	0.110268	0.101311	0.0444824	0.0644459
a31	0.0947758	0.110653	0.114507	0.107715	0.1058	0.105337	0.107682	0.106569	0.0484613	0.0985016
a10	0.113335	0.131642	0.135519	0.129832	0.127298	0.118117	0.104646	0.0777766	0.0240286	0.0378055
a31	0.0984447	0.12093	0.12758	0.115488	0.112083	0.11003	0.111051	0.101296	0.0345361	0.0685614
a10	0.112013	0.138799	0.145106	0.134669	0.130408	0.117453	0.100966	0.0715395	0.0157159	0.033331
a11	0.0999228	0.124769	0.130662	0.121228	0.118365	0.114695	0.111424	0.0948532	0.0309386	0.0531425
a37	0.090705	0.11681	0.12247	0.113524	0.111063	0.109799	0.111237	0.105292	0.0405268	0.0785721
a31	0.0910519	0.118787	0.124797	0.115447	0.11284	0.111213	0.112031	0.104088	0.0382222	0.0715221
a20	0.0965563	0.137253	0.144787	0.134682	0.130901	0.119906	0.105474	0.0765626	0.0176932	0.0361855
a41	0.0895693	0.121591	0.12639	0.121784	0.120483	0.117408	0.11318	0.0983178	0.0371253	0.0541517
a11	0.078017	0.11735	0.123795	0.116501	0.114685	0.113356	0.11387	0.107323	0.0386938	0.0764092
a27	0.0707923	0.115406	0.123153	0.11436	0.112293	0.11142	0.113523	0.109822	0.0404261	0.0888044
a0	0.0702522	0.113402	0.120663	0.112719	0.110921	0.110341	0.112752	0.110974	0.0413567	0.0966175
a20	0.0734301	0.112981	0.119626	0.111926	0.110106	0.109523	0.111836	0.109896	0.0440079	0.0966676
a31	0.069023	0.114964	0.122544	0.114556	0.112712	0.111879	0.113719	0.110106	0.0415851	0.0889126
a17	0.0540933	0.126389	0.138951	0.1299	0.127805	0.123444	0.118388	0.0989639	0.0276545	0.0544109
a20	0.0581938	0.115707	0.125135	0.118296	0.117202	0.116368	0.117693	0.114839	0.0307071	0.0858595
a37	0.0468807	0.114334	0.12593	0.11972	0.119171	0.118357	0.119147	0.115483	0.0342605	0.0867164
a31	0.040575	0.119261	0.136746	0.122583	0.120157	0.118804	0.121687	0.11594	0.0234508	0.0807971
a0	0.0218524	0.123877	0.154721	0.144594	0.144407	0.136186	0.123996	0.095235	0.0137692	0.0413629
a17	0.0243531	0.112809	0.138875	0.130469	0.131812	0.130095	0.129644	0.125011	0.0151828	0.0617488
a28	0.0184609	0.106684	0.1398	0.129242	0.131376	0.130248	0.131076	0.12805	0.0139594	0.0711041
a31	0.0143472	0.102818	0.147108	0.128308	0.129721	0.128693	0.132152	0.128061	0.0114471	0.0773458
a20	0.00744306	0.0953988	0.165894	0.148815	0.154738	0.147262	0.135599	0.105743	0.00520605	0.0339015
a28	0.0119969	0.102894	0.149751	0.138336	0.143099	0.140142	0.136602	0.125156	0.00894054	0.0430831
a15	0.00694722	0.0855547	0.159945	0.13507	0.142751	0.140813	0.14196	0.134347	0.00524249	0.0473696
</S>	0.00731309	0.078816	0.159948	0.135784	0.146817	0.143825	0.142872	0.138148	0.00564406	0.0408322
