 	quando	è	arrivato	Giovanni	Anna	stava	ancora	cucinando	</S>
a31	0.0247699	0.0919696	0.127486	0.128923	0.1317	0.130379	0.126411	0.12287	0.115491
a8	0.0330632	0.080705	0.232624	0.242602	0.233696	0.11585	0.0495143	0.00853642	0.00340945
a31	0.087818	0.122527	0.137149	0.11191	0.121743	0.120714	0.127841	0.10799	0.062309
a10	0.0895601	0.149207	0.184424	0.147251	0.158913	0.127308	0.0855497	0.0423236	0.0154633
a39	0.0784733	0.133186	0.17249	0.114599	0.132735	0.125029	0.129073	0.0819715	0.0324416
a31	0.0773918	0.117859	0.135823	0.105039	0.116576	0.116005	0.128229	0.118936	0.0841413
a20	0.081621	0.145033	0.18147	0.137795	0.151894	0.127859	0.0962055	0.0554803	0.0226429
a31	0.0816784	0.12976	0.150335	0.118173	0.130196	0.126214	0.127124	0.0910819	0.0454373
a8	0.0731112	0.145201	0.186448	0.138243	0.153656	0.128424	0.0953538	0.0561019	0.0234614
a31	0.0601194	0.121011	0.136204	0.115474	0.124108	0.119908	0.125671	0.113264	0.0842398
a17	0.0794022	0.151251	0.181094	0.163397	0.167976	0.126105	0.0683647	0.0433065	0.0191041
a37	0.0618347	0.125108	0.139921	0.120904	0.128948	0.123949	0.125374	0.104317	0.0696456
a23	0.0754664	0.124061	0.13672	0.120146	0.127143	0.124477	0.12416	0.101205	0.0666234
a31	0.0481245	0.115473	0.132691	0.109612	0.119272	0.115694	0.125568	0.123129	0.110436
a42	0.0577533	0.138815	0.168655	0.150807	0.157698	0.13822	0.0976342	0.0592582	0.0311608
a31	0.0428208	0.12169	0.142269	0.119226	0.129126	0.121452	0.127633	0.112865	0.0829192
a20	0.0355747	0.136526	0.18405	0.173536	0.177498	0.138146	0.0734058	0.0510524	0.0302112
a31	0.0397346	0.132712	0.152243	0.139877	0.146177	0.13381	0.121079	0.0826853	0.0516822
a17	0.0174483	0.124764	0.199702	0.187979	0.193553	0.136367	0.0643357	0.0484838	0.0273675
a31	0.023269	0.125089	0.163402	0.154915	0.16163	0.127698	0.116197	0.0797675	0.0480324
a20	0.00877889	0.101383	0.222945	0.223015	0.22449	0.120524	0.0402041	0.0378914	0.0207692
a31	0.0159295	0.127796	0.177966	0.171505	0.178773	0.13346	0.103397	0.0581777	0.0329957
a46	0.00345281	0.0712243	0.233958	0.237694	0.247571	0.1176	0.0354936	0.0349347	0.0180716
a8	0.0154816	0.0971907	0.208668	0.200317	0.219958	0.102367	0.0828875	0.0471681	0.0259623
a31	0.0117782	0.099625	0.192519	0.187235	0.201663	0.10987	0.0945097	0.0639477	0.038853
a18	0.00181444	0.0452022	0.241697	0.258736	0.282333	0.106094	0.0239145	0.026482	0.0137261
a31	0.00735941	0.0925159	0.214085	0.2062	0.227709	0.108847	0.0794752	0.041364	0.0224437
a20	0.0011198	0.0326712	0.243494	0.266163	0.30934	0.0938191	0.0195131	0.0229199	0.0109603
a31	0.00535726	0.0848733	0.227264	0.21793	0.245119	0.104889	0.0646766	0.0320308	0.0178609
</S>	0.000881879	0.0258369	0.241365	0.268572	0.332604	0.0850364	0.0165648	0.0200818	0.00905751
