 	ieri	abbiamo	deciso	che	oggi	andiamo	alla	spiaggia	</S>
a33	0.0567884	0.139919	0.135762	0.186191	0.147577	0.0735791	0.09072	0.060796	0.108667
a31	0.141062	0.13613	0.135259	0.154478	0.146976	0.13299	0.122521	0.0246471	0.00593656
a46	0.109427	0.113748	0.130856	0.180214	0.174551	0.189217	0.0964323	0.00415752	0.00139589
a31	0.0769638	0.0906322	0.10004	0.133434	0.1429	0.164732	0.165304	0.0911447	0.0348499
a24	0.100726	0.109164	0.126131	0.17676	0.172212	0.198315	0.109276	0.00569093	0.00172416
a31	0.0773378	0.0907101	0.101436	0.14051	0.149028	0.196874	0.170571	0.0556316	0.017901
a37	0.0794249	0.0928065	0.103653	0.145161	0.147915	0.209681	0.165038	0.0421846	0.0141357
a31	0.0758291	0.0876086	0.0959978	0.135596	0.143211	0.193658	0.176861	0.0671953	0.0240432
a18	0.0744679	0.0885337	0.0973178	0.135204	0.135483	0.203017	0.172135	0.0678803	0.025961
a31	0.0784996	0.093862	0.101418	0.14804	0.149677	0.17381	0.164783	0.0637175	0.0261929
a41	0.0701154	0.0883886	0.0975216	0.137759	0.136697	0.193152	0.168464	0.0750282	0.0328733
a31	0.0781026	0.100771	0.108454	0.163799	0.156176	0.162596	0.150811	0.0538916	0.0253992
a21	0.0633222	0.0908868	0.101751	0.151199	0.145585	0.177815	0.158322	0.0722865	0.0388317
a31	0.0813782	0.106947	0.101679	0.184767	0.149497	0.115013	0.136398	0.0613063	0.0630142
a14	0.0508725	0.091303	0.103196	0.179086	0.15952	0.14937	0.149984	0.0636191	0.0530501
a31	0.0499632	0.105807	0.112109	0.263912	0.185259	0.098118	0.113146	0.031728	0.0399575
a24	0.0377178	0.0946143	0.109057	0.246034	0.181877	0.105783	0.120942	0.0418177	0.0621571
a31	0.053001	0.113295	0.117156	0.288101	0.188308	0.0897319	0.100605	0.0216834	0.0281193
a10	0.0324726	0.103249	0.112161	0.330779	0.182521	0.063312	0.0802414	0.0229846	0.0722793
a7	0.0536876	0.1195	0.098179	0.422023	0.149067	0.0373507	0.0453086	0.012851	0.0620328
a20	0.0770372	0.113449	0.0860583	0.392775	0.1357	0.0405298	0.0500222	0.0189383	0.0854905
a31	0.088595	0.111499	0.0837519	0.359542	0.133356	0.0436388	0.0564499	0.024197	0.0989699
a8	0.0411425	0.1398	0.111578	0.500099	0.114301	0.0176797	0.0208011	0.00622339	0.0483743
a31	0.0839156	0.0806879	0.077513	0.251178	0.145723	0.0729592	0.0947152	0.0562381	0.13707
a33	0.0490914	0.152052	0.115008	0.508358	0.0993474	0.0150876	0.0159735	0.00521274	0.0398693
a7	0.0857285	0.0859668	0.0842022	0.267403	0.152527	0.0745635	0.0825166	0.0505144	0.116579
a31	0.0881051	0.136287	0.0996345	0.381068	0.118971	0.0324258	0.0349646	0.0182259	0.090318
a23	0.0451492	0.149962	0.115344	0.530467	0.090366	0.013461	0.013746	0.0047755	0.0367288
</S>	0.0897102	0.0884474	0.0845964	0.25712	0.142651	0.0708581	0.0779975	0.051822	0.136798
