 	noi	ti	amiamo	a	te	di	pocchi	giorni	e	non	ti	possiamo	dimenticare	mai	di	questo	che	trocammo	bene	a	te	</S>
a31	0.0332653	0.0370391	0.0452207	0.0475197	0.0465266	0.0480428	0.0486266	0.0486986	0.0480335	0.0482724	0.0480144	0.0491674	0.0491076	0.04896	0.0489478	0.0483752	0.0478802	0.0474317	0.0461053	0.0431148	0.0364571	0.0351931
a11	0.00970965	0.0104414	0.0144879	0.0234805	0.0155153	0.0360994	0.0907588	0.116844	0.0847396	0.0874185	0.0872659	0.0936471	0.0947564	0.0670309	0.0494092	0.0306754	0.0207515	0.0204246	0.0157666	0.0212396	0.00829715	0.00124079
a23	0.0369552	0.0368761	0.0461762	0.0495048	0.0475092	0.0499819	0.0510114	0.0512777	0.0506429	0.0505731	0.0480561	0.0502958	0.0509698	0.050219	0.0499061	0.0488225	0.0440211	0.0442354	0.0403877	0.0437498	0.0364039	0.0224243
a46	0.0382063	0.0416761	0.0456506	0.0475929	0.0450449	0.0467525	0.0481154	0.0485778	0.0475757	0.0476838	0.046843	0.0481598	0.0483475	0.0476722	0.0476868	0.0472204	0.044695	0.0453356	0.0429709	0.0447247	0.0410935	0.0383746
a8	0.0404572	0.0423399	0.04559	0.0469456	0.0453731	0.0464871	0.0473206	0.047597	0.0469735	0.0470267	0.0462656	0.0472695	0.0474472	0.0470091	0.0470193	0.0467514	0.0449397	0.04531	0.0434563	0.0448833	0.0423053	0.0412326
a31	0.038915	0.0414072	0.0455129	0.0473394	0.0451371	0.0465945	0.0477869	0.0481958	0.0472736	0.0473527	0.0462579	0.047718	0.0479778	0.0473383	0.0473781	0.0470578	0.0445488	0.0451179	0.0426072	0.0446479	0.0415854	0.0422499
a20	0.0418428	0.0396176	0.0480118	0.0503188	0.0496798	0.0508444	0.0512303	0.0513193	0.0509773	0.0508756	0.048386	0.0504703	0.0511167	0.0504794	0.0499159	0.0481716	0.0428431	0.0427805	0.0387103	0.0411822	0.0308168	0.0204092
a31	0.0388484	0.0395106	0.0459159	0.0481398	0.0465204	0.0481369	0.0489828	0.0492287	0.0486081	0.0486046	0.0469866	0.0486271	0.0490374	0.0484852	0.0483732	0.0478147	0.0447226	0.0449818	0.0421295	0.0444655	0.0396349	0.0322449
a39	0.0427245	0.0396379	0.0493342	0.0519828	0.0514142	0.0525678	0.0529605	0.0530576	0.0526474	0.0525091	0.049339	0.0519618	0.0527823	0.0518648	0.0508277	0.0477454	0.0404009	0.040452	0.0358666	0.0386989	0.0256313	0.0155933
a10	0.0363038	0.042744	0.045652	0.0477413	0.0442558	0.0464701	0.0483066	0.0489298	0.0476165	0.0478285	0.0478247	0.0487598	0.0487	0.0479289	0.0479144	0.0471177	0.0448513	0.0458263	0.0443145	0.0451638	0.0410673	0.0346829
a31	0.0403441	0.0383197	0.0458552	0.0480873	0.0472254	0.0483089	0.0488189	0.0489695	0.0484475	0.0483623	0.0457494	0.048078	0.0487703	0.048206	0.0481567	0.0479216	0.0442863	0.0443215	0.0404609	0.043673	0.0390014	0.0386362
a8	0.0416869	0.0386864	0.0487173	0.0515402	0.0508429	0.0520791	0.0525478	0.0526707	0.0521609	0.0520271	0.048652	0.0515198	0.0524021	0.0515004	0.0506925	0.0482109	0.0412452	0.0412962	0.0365447	0.0395369	0.0272729	0.0181671
a31	0.0315676	0.0432109	0.0451636	0.0483292	0.041875	0.0453347	0.0489005	0.0502209	0.0475104	0.0479918	0.0488404	0.0501609	0.0498002	0.0483363	0.0484713	0.0472817	0.0442173	0.0462338	0.0443875	0.0450711	0.040048	0.0370469
a20	0.0423422	0.0430358	0.0499636	0.0519267	0.0508713	0.0521873	0.0527746	0.0529157	0.0524547	0.0524685	0.0511852	0.052526	0.0527703	0.0519809	0.0506936	0.0467136	0.0406336	0.0407126	0.037737	0.037101	0.0227005	0.0143054
a31	0.0367817	0.0421352	0.0464981	0.0488044	0.0455969	0.0477485	0.049441	0.0500024	0.0487054	0.0488867	0.0483719	0.0497325	0.0497902	0.0489675	0.0487932	0.0475342	0.0443074	0.0451622	0.043083	0.0440358	0.037222	0.0284
a20	0.0407895	0.0416766	0.0503619	0.0528784	0.051514	0.0531101	0.0538917	0.0540902	0.0534176	0.0534491	0.0517143	0.0535898	0.0539306	0.0529289	0.0514389	0.0468494	0.0397448	0.0398513	0.0362516	0.035726	0.0202227	0.0125726
a0	0.0357122	0.0427639	0.0469834	0.0495322	0.0456839	0.0482396	0.0502653	0.0509362	0.0494062	0.049652	0.0495385	0.0507868	0.0507095	0.0497558	0.0494303	0.0475366	0.0438705	0.0449106	0.0431362	0.0433459	0.0345722	0.0232322
a20	0.0339714	0.0411331	0.0453546	0.0481055	0.0438196	0.0463889	0.0486876	0.049486	0.047618	0.0478929	0.0474565	0.0492257	0.0492347	0.0482079	0.0482943	0.0475397	0.0446462	0.0458285	0.0434488	0.0447435	0.0400532	0.0388633
a28	0.038547	0.0404988	0.0455393	0.047306	0.0457902	0.047036	0.0478169	0.0480471	0.0472952	0.0473643	0.0463391	0.0477856	0.0479975	0.0475626	0.0475664	0.0472476	0.0452986	0.0455797	0.0435706	0.0448126	0.0411857	0.0398134
a17	0.0355474	0.0349812	0.0453405	0.0487907	0.0471111	0.0489229	0.049862	0.0501269	0.0490384	0.0490062	0.0456165	0.0491	0.0499697	0.0491462	0.0491631	0.0489221	0.0443498	0.0445252	0.039834	0.0435615	0.0378763	0.0392081
a31	0.0362465	0.0382792	0.0454165	0.0481244	0.0457847	0.0475987	0.0488549	0.0492545	0.0480723	0.0481454	0.0461909	0.0486278	0.0490865	0.0483217	0.0483627	0.0480016	0.044623	0.0451152	0.0417047	0.0443316	0.0398386	0.0400186
a33	0.0376528	0.0378468	0.0470289	0.0494775	0.0486318	0.0499072	0.0504052	0.0504972	0.0498803	0.0499249	0.0481271	0.0501725	0.0505745	0.0500839	0.0497542	0.0484982	0.0447396	0.0446772	0.0414527	0.0421274	0.0321047	0.026435
a8	0.0264679	0.04343	0.0442955	0.0489529	0.0389838	0.043958	0.0497005	0.0519749	0.0473681	0.0482219	0.0506642	0.0522648	0.0513392	0.0489814	0.0492614	0.0473856	0.0436639	0.0470184	0.0454759	0.0453738	0.0391744	0.0360436
a20	0.0334234	0.0431003	0.0450252	0.0474926	0.0426052	0.0452979	0.0479157	0.0488471	0.046788	0.0471538	0.0477122	0.0488671	0.0486013	0.0475588	0.047691	0.0469014	0.044797	0.04631	0.045065	0.045525	0.0421171	0.0412052
