 	pure	che	ti	ho	visto	una	volta	solamente	non	ti	dimentico	mai	</S>
a38	0.060504	0.0783068	0.0853406	0.0984362	0.103582	0.103277	0.101075	0.0418951	0.0419116	0.0317105	0.068622	0.092584	0.0927553
a31	0.0181762	0.0235777	0.0286654	0.0329022	0.110664	0.165264	0.0439505	0.0159205	0.174266	0.189142	0.138887	0.04681	0.0117747
a21	0.0296865	0.0441273	0.0547415	0.0659452	0.188673	0.219628	0.0454034	0.00539125	0.147221	0.114182	0.0528233	0.025564	0.00661366
a24	0.0817915	0.0983074	0.09784	0.102682	0.117624	0.103053	0.0783144	0.0182218	0.0592851	0.0534918	0.0497786	0.0886208	0.0509896
a31	0.069817	0.0941372	0.0984204	0.106501	0.134392	0.119404	0.0758378	0.0135023	0.0667114	0.0546871	0.0447962	0.0822109	0.0395824
a17	0.115111	0.137184	0.120349	0.129577	0.153202	0.111208	0.0469513	0.00712126	0.0440845	0.0298951	0.015326	0.0607832	0.0292067
a31	0.0935218	0.106395	0.1023	0.106224	0.114835	0.0969257	0.0748526	0.0130457	0.0438037	0.0434357	0.0380361	0.0923849	0.0742405
a20	0.109093	0.12731	0.122134	0.129144	0.143508	0.122156	0.0532828	0.00680538	0.0535546	0.0348071	0.0174132	0.0525832	0.0282096
a13	0.0925198	0.109695	0.108617	0.114013	0.12447	0.108829	0.0759491	0.0104684	0.0479056	0.0431056	0.0348683	0.079745	0.0498142
a17	0.091147	0.10163	0.0981116	0.101983	0.108751	0.0945289	0.0774156	0.0157154	0.045266	0.0409671	0.0425291	0.0952267	0.0867286
a8	0.0907332	0.100561	0.0968011	0.100513	0.106907	0.092695	0.0775888	0.0169697	0.044471	0.0405491	0.0436138	0.0963252	0.0922713
a31	0.0862401	0.0978652	0.0970259	0.100024	0.105142	0.0931285	0.0813483	0.0160992	0.0421711	0.0451496	0.0442611	0.0951472	0.096397
a39	0.10061	0.112041	0.106884	0.112916	0.121238	0.104748	0.0736785	0.0124889	0.0479406	0.0309283	0.0304444	0.0833239	0.062759
a31	0.0861168	0.0982593	0.0974901	0.100909	0.106351	0.0944797	0.082026	0.0158601	0.0423588	0.0438427	0.0445065	0.09503	0.09277
a37	0.107039	0.120201	0.114917	0.121693	0.130693	0.113051	0.0680779	0.00967171	0.0487045	0.0299966	0.0239693	0.066796	0.0451897
a8	0.09261	0.108051	0.104984	0.110503	0.11931	0.101583	0.0779064	0.0118676	0.0402702	0.0357917	0.0347062	0.0898129	0.0726052
a31	0.076774	0.0977713	0.103259	0.107783	0.114012	0.100626	0.0873327	0.0106401	0.0312961	0.0419101	0.0352712	0.0944492	0.0988753
a8	0.099064	0.114935	0.113562	0.121619	0.129576	0.116699	0.0759378	0.0100746	0.0474852	0.0288426	0.0268709	0.0674963	0.047837
a23	0.0669741	0.0947637	0.108619	0.114666	0.121559	0.108468	0.0940462	0.00835699	0.0253708	0.0402264	0.0295571	0.0904911	0.096902
a8	0.075607	0.0927055	0.0987431	0.102129	0.105667	0.0988806	0.0912493	0.0141151	0.0383965	0.0498194	0.0445484	0.0918527	0.0962862
a20	0.0787661	0.0952601	0.0990409	0.102739	0.107264	0.0977578	0.0881058	0.013614	0.0371588	0.0452254	0.0426507	0.0941166	0.0983008
a31	0.086376	0.0987578	0.0970958	0.101889	0.107856	0.095527	0.0827778	0.0164192	0.0408849	0.0360479	0.0433234	0.0968159	0.0962293
a28	0.0905376	0.109034	0.10383	0.115058	0.126719	0.104814	0.0784399	0.011489	0.0330447	0.0184761	0.0274132	0.0956625	0.085482
a31	0.0853751	0.103019	0.100585	0.107741	0.116858	0.0988912	0.0816348	0.0125808	0.0332214	0.0292097	0.0361846	0.0991326	0.0955661
a46	0.0919759	0.114985	0.113254	0.127088	0.138752	0.119622	0.0804232	0.00804608	0.0325578	0.0169849	0.0217969	0.0757546	0.0587598
a38	0.0564509	0.0878642	0.112265	0.120135	0.126795	0.117413	0.104358	0.00784354	0.0225447	0.04023	0.027488	0.0839913	0.0926218
a13	0.0637476	0.0909579	0.104326	0.111912	0.117746	0.109902	0.100583	0.00892197	0.0256117	0.0378789	0.0348237	0.0927937	0.100796
a31	0.0724674	0.0980018	0.100552	0.111934	0.122468	0.105418	0.089939	0.00883356	0.023677	0.022797	0.0324475	0.103187	0.108278
a17	0.070593	0.101303	0.103583	0.126222	0.142743	0.121378	0.0914778	0.006735	0.0204515	0.00998702	0.0214605	0.0966246	0.0874415
a31	0.0625592	0.0949951	0.10756	0.118916	0.129388	0.112804	0.096267	0.00628168	0.0188147	0.0260432	0.0261739	0.0963074	0.10389
a35	0.0577943	0.0966053	0.108753	0.144458	0.165553	0.150868	0.102377	0.0034803	0.0158366	0.00745967	0.0141286	0.0722858	0.0604007
a8	0.040267	0.0773322	0.115613	0.135083	0.149081	0.135999	0.11699	0.00454177	0.012401	0.0217603	0.0185823	0.078981	0.0933684
a31	0.0370809	0.07356	0.113477	0.135119	0.150005	0.138442	0.12112	0.00447513	0.0116342	0.0209263	0.0186201	0.0788524	0.0966884
</S>	0.032304	0.0712571	0.0919577	0.153068	0.194082	0.179325	0.122034	0.0015665	0.00746928	0.00398856	0.00790678	0.0701974	0.0648429
