 	il	abito	della	sposa	corassi	si	chiama	la	sposa	ee	ee	vuole	bianco	</S>
a31	0.0397384	0.00582901	0.00402294	0.044665	0.0752435	0.100653	0.108661	0.108614	0.109342	0.0932532	0.0878117	0.0655836	0.0644801	0.092103
a23	0.0356156	0.0211162	0.0240894	0.0230472	0.0261737	0.0415741	0.0658169	0.176169	0.257081	0.136815	0.144201	0.0417805	0.00488663	0.00163346
a31	0.0802508	0.0303109	0.02925	0.0485621	0.0719287	0.0989422	0.105033	0.100452	0.0947142	0.079745	0.0792557	0.0888878	0.0658433	0.0268242
a7	0.0702777	0.0202332	0.0263422	0.0227308	0.04017	0.0974439	0.127721	0.143181	0.13839	0.109644	0.104433	0.0717192	0.022331	0.00538258
a10	0.0742912	0.022526	0.022716	0.071428	0.101545	0.120401	0.123975	0.0986623	0.084792	0.0639466	0.0611443	0.0803025	0.0540401	0.02023
a38	0.0692318	0.0201764	0.0192637	0.0728332	0.103741	0.120325	0.123399	0.0937662	0.0793455	0.0593198	0.0568546	0.0823354	0.0674162	0.0319913
a10	0.0697726	0.0204328	0.0160498	0.081717	0.0965773	0.101598	0.102218	0.0857779	0.0759141	0.0581911	0.057486	0.0792964	0.0792683	0.0757011
a11	0.0636692	0.0208894	0.0196488	0.0774221	0.102908	0.112222	0.113846	0.0838786	0.0704197	0.0530708	0.0519453	0.0835344	0.0819472	0.064598
a31	0.0671098	0.0208014	0.0193169	0.0821528	0.100159	0.105698	0.106597	0.0847741	0.0731103	0.0557546	0.0552077	0.083625	0.0807	0.0649934
a13	0.0643921	0.0185534	0.0172889	0.0875055	0.117794	0.125278	0.126588	0.0876226	0.0725976	0.0543671	0.050825	0.0709127	0.0652478	0.0410274
a31	0.0706248	0.0201273	0.0166258	0.0815779	0.0968767	0.102375	0.103142	0.0870592	0.0772631	0.0596559	0.0589341	0.0800482	0.0778078	0.0678822
a0	0.0691211	0.0163498	0.0150706	0.0904993	0.116876	0.123963	0.125219	0.0938482	0.0792076	0.0587142	0.0547362	0.0658589	0.0566479	0.0338884
a31	0.0759711	0.0177937	0.0115739	0.0795732	0.0950668	0.102827	0.103476	0.0935288	0.086634	0.0663734	0.0639252	0.0666098	0.0661474	0.0705001
a39	0.0768267	0.0149022	0.0135486	0.0907434	0.110208	0.116894	0.118079	0.100539	0.0896924	0.0690084	0.0645305	0.0580148	0.0474917	0.0295204
a31	0.0778355	0.0148103	0.00930738	0.0751827	0.0949428	0.107708	0.108547	0.101092	0.0958334	0.0697435	0.065039	0.055061	0.0551254	0.0697723
a17	0.0784717	0.01329	0.0112185	0.0886216	0.108246	0.116285	0.117674	0.103777	0.0945398	0.0737262	0.0686846	0.0531728	0.0436386	0.028654
a20	0.0746498	0.0107925	0.00669949	0.0757872	0.0995833	0.114469	0.115497	0.104051	0.0964885	0.065794	0.0608361	0.0529311	0.0529599	0.0694618
