 	se	si	era	vestito	il	mio	fratello	l	avessi	portato	con	me	</S>
a20	0.0732371	0.0776451	0.0786863	0.0790974	0.079087	0.0790398	0.0789863	0.0786187	0.0752799	0.0780456	0.0765975	0.0744216	0.0712576
a31	0.0125702	0.0281716	0.0339915	0.105324	0.105379	0.108366	0.112296	0.108075	0.11189	0.120217	0.104696	0.0422971	0.00672807
a37	0.059845	0.0965021	0.0997135	0.114792	0.105214	0.0921144	0.0836908	0.0592654	0.0622566	0.105831	0.0811922	0.0309382	0.00864461
a31	0.0892418	0.0994994	0.0984506	0.103857	0.0873198	0.070286	0.0624504	0.0463356	0.0608862	0.101186	0.0881887	0.0671981	0.0251003
a7	0.0988138	0.11031	0.108992	0.115259	0.0956784	0.0755659	0.0655444	0.0416782	0.0446036	0.105472	0.0789771	0.0447189	0.014386
a31	0.0900095	0.102161	0.101175	0.107169	0.0897391	0.0718702	0.0635337	0.0457289	0.0574197	0.102974	0.0866699	0.0603961	0.0211542
a21	0.100472	0.109499	0.108144	0.113575	0.0949463	0.0754495	0.0656343	0.0422821	0.044903	0.103738	0.0784329	0.0465143	0.0164104
a31	0.0845659	0.0907604	0.0902191	0.0927298	0.0838322	0.0726788	0.0667827	0.053658	0.0684953	0.0914883	0.0846148	0.075647	0.0445278
a24	0.0978565	0.106713	0.106607	0.109804	0.101657	0.0894301	0.0804125	0.0530331	0.0451404	0.0938783	0.0674984	0.0348606	0.0131088
a20	0.0893502	0.100566	0.100556	0.104377	0.0951855	0.0828523	0.0753141	0.0555895	0.0608196	0.0962181	0.0781083	0.0448051	0.0162588
a31	0.0862378	0.0925957	0.0922162	0.0946258	0.0863095	0.0755419	0.06959	0.0555273	0.067425	0.092231	0.0836259	0.0679878	0.0360863
a39	0.0975931	0.105568	0.105518	0.108456	0.0996068	0.0869555	0.0782856	0.0534176	0.0473746	0.0938186	0.0693648	0.037991	0.0160497
a3	0.0789492	0.087439	0.0875491	0.089035	0.085115	0.0792767	0.0756267	0.0657706	0.0727568	0.0872539	0.0803914	0.0684052	0.0424314
a11	0.081641	0.086363	0.0862515	0.0878208	0.0825056	0.0750606	0.0707107	0.0600098	0.0716131	0.0867232	0.0821246	0.0753128	0.0538632
a37	0.0819749	0.0892423	0.088692	0.0918772	0.0802385	0.067079	0.0607879	0.0484978	0.06681	0.0910367	0.0844945	0.0835222	0.065747
a17	0.0834098	0.091684	0.0911824	0.0948563	0.0817278	0.0673973	0.0606951	0.047625	0.0649478	0.0934809	0.0854209	0.081371	0.0562016
a28	0.0801909	0.0892046	0.0886339	0.092081	0.0797115	0.0660706	0.059702	0.0476416	0.0666752	0.0913167	0.0840724	0.0843612	0.0703385
a31	0.0798993	0.0885663	0.088242	0.0915822	0.0797918	0.0665637	0.0602953	0.0482698	0.0672508	0.0907439	0.0841005	0.0842279	0.0704664
a28	0.0853025	0.0965893	0.0973033	0.100828	0.0896882	0.0761607	0.0689621	0.0525074	0.061533	0.0953035	0.0816359	0.0604646	0.033721
a31	0.0745847	0.0900494	0.0905684	0.0938857	0.0845353	0.0729885	0.0670149	0.0544015	0.0700384	0.0920208	0.082265	0.0746589	0.0529885
a16	0.0769312	0.100704	0.104587	0.108815	0.101302	0.090266	0.0826968	0.0611468	0.0517398	0.0928342	0.0678487	0.0392851	0.0218432
a31	0.0568734	0.0909986	0.0935608	0.0976792	0.0947046	0.0898905	0.0866107	0.076661	0.0720984	0.0924898	0.0708838	0.0500988	0.0274504
a0	0.0602491	0.109349	0.121288	0.129723	0.125993	0.116737	0.105632	0.0679852	0.0230044	0.0759007	0.0361049	0.0175302	0.0105041
a18	0.0354468	0.0911863	0.0987533	0.11133	0.109422	0.105476	0.102527	0.0909436	0.0580912	0.0970404	0.0516159	0.0315142	0.0166531
a31	0.0439142	0.0880139	0.0929218	0.0990274	0.0978513	0.0956976	0.0940827	0.0877237	0.0695457	0.0921907	0.064428	0.0467215	0.0278815
a8	0.0366003	0.104412	0.129528	0.146992	0.143616	0.132821	0.118333	0.0700681	0.0136955	0.0647354	0.0226248	0.0102505	0.00632376
a31	0.0263196	0.0823906	0.0962792	0.125716	0.123589	0.117915	0.113865	0.0964252	0.0435618	0.0958439	0.0377076	0.0247702	0.015617
</S>	0.0270814	0.105527	0.141274	0.171334	0.166185	0.147515	0.123096	0.0567286	0.00542959	0.0389396	0.00943975	0.00443236	0.00301818
