 	la	madre	e	il	padre	non	è	non	è	che	li	dimentichiamo	mai	perchè	ci	hanno	dato	la	vita	e	amore	</S>
a20	0.0413997	0.0468986	0.0483301	0.0492504	0.049424	0.0495292	0.049555	0.049484	0.0494213	0.0492823	0.0494087	0.0496323	0.0495913	0.0459351	0.0492865	0.0490636	0.0359698	0.0374171	0.0445975	0.0452794	0.0353355	0.0259085
a31	0.00898016	0.0154352	0.0176716	0.0398532	0.0287001	0.0504846	0.0770868	0.0657549	0.0829574	0.0687622	0.0637131	0.0950621	0.0680469	0.021746	0.062445	0.0569095	0.0243687	0.0402978	0.037033	0.0289252	0.0385569	0.00720962
a11	0.0139093	0.035458	0.0393519	0.0540585	0.0492859	0.0566542	0.0606444	0.0592545	0.0612121	0.0596798	0.0590451	0.0621854	0.0574277	0.0411106	0.0582911	0.0543983	0.039318	0.0472081	0.037901	0.0220405	0.0267568	0.00480888
a5	0.038408	0.0468574	0.0475379	0.0490956	0.0485992	0.0491449	0.0496024	0.0493818	0.0496398	0.049494	0.04947	0.0496771	0.0459639	0.0467727	0.0493786	0.0475984	0.0437264	0.0455529	0.0451557	0.0386397	0.0415695	0.018734
a37	0.0379822	0.0467127	0.0474703	0.0490471	0.0485359	0.0490616	0.0495661	0.0493076	0.0496005	0.0494402	0.0494289	0.0496355	0.0450242	0.0464514	0.0493833	0.0472625	0.0425825	0.0453726	0.0454456	0.0391389	0.0419626	0.0215875
a31	0.0409753	0.0473087	0.0479288	0.0489182	0.0485736	0.0488233	0.0492531	0.0489991	0.0492628	0.0491264	0.0491432	0.0492757	0.044086	0.0465721	0.0490943	0.0467573	0.041837	0.0438449	0.0451377	0.0393875	0.0419906	0.0237042
a37	0.0427687	0.0495895	0.0502641	0.0512882	0.0508661	0.0511558	0.0516427	0.051377	0.051666	0.0515308	0.0515545	0.0516658	0.0459381	0.0464662	0.0512647	0.0477811	0.0389439	0.0434774	0.0425329	0.0321843	0.0343411	0.0117012
a18	0.0413557	0.0478137	0.0483717	0.0494334	0.0490945	0.0494172	0.0497823	0.04959	0.0497947	0.0496737	0.0496697	0.0498219	0.0461946	0.0468212	0.0494661	0.0475646	0.0418851	0.0427039	0.044313	0.0386653	0.0399384	0.0186292
a24	0.0424658	0.0468297	0.047198	0.0478642	0.0476473	0.0478154	0.0480843	0.0479289	0.0480865	0.047995	0.0479952	0.0481004	0.044961	0.0464589	0.0478703	0.0464556	0.0431866	0.0426705	0.0448837	0.0419066	0.0434516	0.0301443
a34	0.04023	0.0466687	0.047296	0.048357	0.0480564	0.0483619	0.0487064	0.0485125	0.0487086	0.0485804	0.0485889	0.0487494	0.0452215	0.0465518	0.0485342	0.0469263	0.0431814	0.0440125	0.0451857	0.0408821	0.0428013	0.025887
a46	0.0421497	0.047362	0.0480158	0.0487696	0.0485543	0.0486964	0.0490315	0.0488152	0.0490165	0.0488913	0.0489307	0.0490476	0.0445609	0.0466253	0.0488995	0.0468051	0.0419632	0.0436317	0.0448868	0.0395875	0.0414797	0.0242796
a38	0.0429375	0.0468239	0.0469802	0.0476143	0.0474183	0.0475909	0.0478123	0.0477076	0.0478122	0.0477346	0.0476923	0.0478268	0.0460744	0.0469429	0.0472343	0.0461872	0.0450014	0.0382726	0.0431103	0.042575	0.0448896	0.0337614
a8	0.0436978	0.046233	0.0463566	0.0467518	0.0466382	0.0467387	0.0468755	0.0468051	0.0468717	0.0468179	0.0467975	0.0468851	0.0457049	0.0463684	0.046552	0.0458926	0.0452187	0.0409781	0.0441015	0.0437503	0.0452951	0.0386696
a31	0.0429707	0.0465529	0.0467113	0.0472802	0.047093	0.0472379	0.04746	0.0473478	0.0474611	0.0473866	0.047353	0.0474694	0.0453847	0.0467016	0.0469789	0.0458857	0.0450896	0.03921	0.0434424	0.0427617	0.0454363	0.0367851
a15	0.043065	0.0467356	0.0473522	0.0478741	0.0478193	0.0479023	0.0480547	0.0479462	0.04802	0.0479361	0.047982	0.0480782	0.0459887	0.0462943	0.0479489	0.0469128	0.0420078	0.043005	0.0450779	0.0424083	0.0416369	0.0299539
a31	0.0424152	0.0467104	0.0468999	0.0475948	0.0473744	0.0475529	0.0478142	0.0476827	0.0478132	0.0477215	0.0476797	0.0478273	0.045506	0.046963	0.0472187	0.0459594	0.0452048	0.0380491	0.0429707	0.0422755	0.0454799	0.0352867
a0	0.0448064	0.048532	0.0490956	0.049631	0.0495397	0.0496562	0.0498179	0.0497215	0.0497929	0.0497149	0.049751	0.0498424	0.0479706	0.0463853	0.0495071	0.0480972	0.0392764	0.0410172	0.0435458	0.0389081	0.0364649	0.0189258
a23	0.0424016	0.0470678	0.0472399	0.0480175	0.0477716	0.0479861	0.0482606	0.0481339	0.0482622	0.0481689	0.0481127	0.0482775	0.0461728	0.0472616	0.0475206	0.0462275	0.0451871	0.0367998	0.0424216	0.0417979	0.0449196	0.0319912
a31	0.0421182	0.047231	0.0473159	0.0482184	0.0479305	0.0482007	0.0484948	0.0483811	0.0485013	0.0484074	0.0483166	0.048516	0.0469246	0.047682	0.0474553	0.0461827	0.0460812	0.0343687	0.0412226	0.0414719	0.0454113	0.0315675
a0	0.044703	0.0487471	0.0493564	0.0499573	0.049872	0.0500089	0.0501641	0.0500727	0.050133	0.0500488	0.0500852	0.0501949	0.048611	0.0463575	0.0497921	0.0484598	0.0382113	0.0397739	0.043323	0.0390266	0.0354188	0.0176826
a31	0.0420866	0.047157	0.0473402	0.0481928	0.0479213	0.0481562	0.0484596	0.0483198	0.0484618	0.0483594	0.0482966	0.0484778	0.0461516	0.0474	0.0476403	0.0462168	0.0452225	0.036089	0.0421032	0.041473	0.0449869	0.0314878
a20	0.0457293	0.050526	0.0512065	0.0519309	0.0517883	0.0519766	0.0521833	0.0520787	0.0521546	0.0520566	0.052092	0.0522182	0.0503535	0.0459654	0.0514916	0.0493685	0.0346714	0.0365309	0.0406421	0.0343302	0.0295832	0.0111224
a31	0.0427499	0.0477592	0.0479488	0.0488012	0.0485462	0.0487999	0.0490663	0.0489545	0.0490674	0.0489726	0.0489102	0.0490915	0.0475078	0.0476029	0.048217	0.0469269	0.0447754	0.0361887	0.041893	0.0405915	0.0428244	0.0248046
a33	0.0455129	0.0517228	0.0526141	0.0535879	0.0534041	0.0536614	0.0539262	0.0537978	0.0538848	0.053754	0.0537967	0.0539746	0.0518571	0.0454457	0.0528877	0.0500783	0.0313147	0.0326625	0.038171	0.0311373	0.0251497	0.00765859
a31	0.0355304	0.0495534	0.049369	0.0528054	0.0516477	0.0528489	0.053893	0.0536299	0.0539569	0.053674	0.0531779	0.0539924	0.0524579	0.0512549	0.0490535	0.045634	0.0467009	0.0203909	0.0308327	0.032615	0.041318	0.0156631
a8	0.0478374	0.0555955	0.0566916	0.0580306	0.0577163	0.058188	0.0585059	0.0584187	0.0584713	0.0583321	0.0583714	0.0585815	0.0574598	0.0394929	0.0561493	0.0516939	0.0187548	0.0214964	0.0303246	0.0236018	0.0132472	0.00303887
a31	0.0347045	0.0497604	0.049571	0.0533797	0.0521006	0.0534342	0.0545955	0.0543007	0.0546632	0.0543424	0.053791	0.0547079	0.0530638	0.0515034	0.0492267	0.0455071	0.045968	0.0193766	0.0298354	0.0316458	0.0401616	0.0143604
