 	lui	sapeva	che	oggi	stava	per	fare	freddo	o	freddo	e	non	poteva	fare	il	bagno	</S>
a39	0.0232907	0.044682	0.0520299	0.0568839	0.0583635	0.0659711	0.0671203	0.0616558	0.0700042	0.0668552	0.0678411	0.0674369	0.0646497	0.0601123	0.0583008	0.0575414	0.0572612
a31	0.0101304	0.0115019	0.0125487	0.0142633	0.014818	0.0235422	0.0343131	0.068668	0.139288	0.130383	0.129802	0.136318	0.133753	0.108719	0.0255272	0.00404331	0.00238146
a20	0.0134694	0.0159526	0.0193366	0.0256433	0.0284249	0.0511531	0.0708627	0.104271	0.136312	0.119262	0.11983	0.113081	0.0878351	0.0667253	0.0236689	0.00225998	0.00191169
a31	0.0303512	0.0384231	0.0472189	0.0576601	0.0602705	0.0764549	0.082438	0.0860624	0.0925552	0.0738125	0.0749475	0.0672732	0.0586383	0.0676742	0.0605376	0.016291	0.00939145
a21	0.022853	0.0293945	0.0381659	0.0509856	0.0555295	0.0807119	0.0928345	0.103837	0.115815	0.0898878	0.0911158	0.0800579	0.0540552	0.0491478	0.0359023	0.00561688	0.0040895
a31	0.0459978	0.0615783	0.0691364	0.0715666	0.0698547	0.0757555	0.0762718	0.0728918	0.0788233	0.0545201	0.0558959	0.0480623	0.0411486	0.0538828	0.0639564	0.0366963	0.0239615
a13	0.0412109	0.0547201	0.0671339	0.0771774	0.0794847	0.0903361	0.0928936	0.091286	0.099331	0.0652968	0.0666728	0.0552103	0.0308483	0.0308769	0.0389794	0.011221	0.00732087
a8	0.0447855	0.0624233	0.0709418	0.0736772	0.0719249	0.0783141	0.078817	0.0748311	0.0816322	0.0553097	0.0567811	0.0484795	0.0392516	0.050138	0.0611822	0.0311221	0.0203889
a24	0.0413429	0.0587168	0.06433	0.0636894	0.0598324	0.0665728	0.067305	0.0645527	0.0693434	0.0573603	0.0584888	0.0539546	0.0498878	0.0568205	0.0593018	0.0557658	0.0527351
a8	0.0510419	0.0607129	0.0652231	0.0672414	0.0668911	0.0700336	0.0703929	0.0686996	0.071807	0.057762	0.0586985	0.0528489	0.0477462	0.0560426	0.0618002	0.0405441	0.0325137
a31	0.0367701	0.0586882	0.0669684	0.0658888	0.0603605	0.0696734	0.0705149	0.0658352	0.073596	0.0521285	0.0537542	0.047108	0.0429197	0.0548283	0.0604265	0.0593277	0.0612113
a29	0.0564112	0.0665038	0.070834	0.0726501	0.0726829	0.074851	0.0749428	0.0731802	0.0760408	0.0631397	0.063978	0.0579443	0.0461603	0.0444504	0.045669	0.0221686	0.0183929
a31	0.047187	0.0627626	0.06865	0.0696838	0.0679361	0.0721906	0.0723296	0.0689773	0.0740428	0.0543026	0.0555754	0.0486443	0.0433875	0.0538395	0.061954	0.0426389	0.035898
a37	0.0551952	0.0692543	0.0754813	0.0775201	0.0771731	0.0799141	0.0797636	0.0765933	0.0812749	0.0599714	0.0611704	0.0530117	0.0390879	0.0382981	0.0406459	0.0192035	0.0164412
a8	0.0456354	0.0632748	0.0695827	0.0701205	0.0672469	0.0734066	0.0739911	0.0709599	0.0760866	0.0600142	0.0612653	0.0550963	0.0482881	0.0540736	0.0545198	0.0313407	0.0250976
a31	0.0306458	0.0552787	0.0654274	0.0626607	0.054443	0.0683046	0.0701644	0.064711	0.0748039	0.0572553	0.0591749	0.0540094	0.0485142	0.0553633	0.0551441	0.0595921	0.0645071
a1	0.0521139	0.0661294	0.0712726	0.0730723	0.0726438	0.0760357	0.0763002	0.0740988	0.0777056	0.0661606	0.0670453	0.0615341	0.0483686	0.0407574	0.0389097	0.0199388	0.0179132
a31	0.0317225	0.0562338	0.0658489	0.0635888	0.0560907	0.0689323	0.0705987	0.0654581	0.0747942	0.0582882	0.0601061	0.0550535	0.0497398	0.0562855	0.0559089	0.0553331	0.0560169
a17	0.0501819	0.0670033	0.0733636	0.0753179	0.0744856	0.0788334	0.0791372	0.0762895	0.0809147	0.0661274	0.0672161	0.0606044	0.0451904	0.0362204	0.0344589	0.0181204	0.0165348
a31	0.0308771	0.0570184	0.0680354	0.065328	0.0567317	0.071544	0.0735378	0.0675867	0.0785701	0.0594955	0.0615595	0.0559465	0.0492784	0.0555051	0.0544098	0.0484018	0.0461743
a17	0.0469685	0.066125	0.0732116	0.0752508	0.0740713	0.0794803	0.0799525	0.0767479	0.0820443	0.0678274	0.0689802	0.0626052	0.0460769	0.0343633	0.0322375	0.0175831	0.0164741
a31	0.0284831	0.0560346	0.0686269	0.0653302	0.0555172	0.0727465	0.0752364	0.0682537	0.081405	0.060991	0.063355	0.0577546	0.0499928	0.0549188	0.0523395	0.0455113	0.0435033
a20	0.0436298	0.0650838	0.0730205	0.0752489	0.0738191	0.0802506	0.0808637	0.0771094	0.0833042	0.0688602	0.0701282	0.0637703	0.0464431	0.033203	0.0312559	0.0173511	0.0166582
a31	0.0326228	0.0596137	0.0702236	0.0690273	0.0619946	0.0754814	0.0772661	0.0717352	0.0817228	0.0657056	0.0676072	0.0624586	0.0532992	0.0525154	0.0461594	0.028001	0.024566
a20	0.03877	0.0642656	0.0741393	0.0767479	0.0747562	0.0831163	0.0838929	0.0787803	0.0870741	0.0688787	0.0704693	0.0630355	0.0436899	0.0303115	0.0295447	0.0164665	0.0160613
a28	0.0303583	0.0586425	0.0702889	0.069102	0.0615315	0.0765514	0.0786401	0.0724843	0.0837288	0.0678339	0.0698972	0.0650403	0.0545435	0.0506917	0.0424951	0.0254957	0.0226746
a13	0.0322117	0.0578642	0.0674004	0.0676339	0.0629284	0.0733725	0.074548	0.0689709	0.0780701	0.0617107	0.0635158	0.0579286	0.0511353	0.0550001	0.0556894	0.0382572	0.033763
a39	0.0301611	0.0552373	0.0645195	0.065115	0.0610451	0.0707759	0.0718025	0.0659952	0.0751436	0.0586688	0.0604734	0.0549062	0.0496183	0.056195	0.059847	0.0511948	0.0493013
