 	quando	Giovanni	venne	a	casa	la	sera	andava	molto	stanco	perché	aveva	lavorato	tutta	la	settimana	</S>
a8	0.0336197	0.048563	0.0618101	0.0631875	0.0637059	0.0645553	0.0608412	0.064613	0.0654082	0.0655775	0.0650267	0.0646482	0.0502523	0.060658	0.0549172	0.0559691	0.0566471
a39	0.0113158	0.015696	0.0282719	0.0465824	0.0701761	0.0772561	0.0855854	0.0551087	0.0828789	0.0898264	0.0934233	0.0946069	0.074755	0.0881092	0.0644835	0.0176903	0.00423405
a31	0.0288054	0.0402129	0.0550608	0.0636947	0.068915	0.0698952	0.0704489	0.0656651	0.0704962	0.0712725	0.0710517	0.0704331	0.0619242	0.0691085	0.0634306	0.0424764	0.0171086
a20	0.0145501	0.0232684	0.0420362	0.0608776	0.0777026	0.0816892	0.0844443	0.0685425	0.0855903	0.0889506	0.0889505	0.0881837	0.0809336	0.0682377	0.0374279	0.00674007	0.00187467
a24	0.0420296	0.0542277	0.0634052	0.0672762	0.0687841	0.0687062	0.0666278	0.0678682	0.069534	0.0696296	0.0676542	0.0649708	0.0581289	0.0637843	0.0566846	0.0374203	0.0132682
a8	0.0432817	0.0556529	0.0643411	0.0676985	0.068889	0.0687794	0.0664827	0.068301	0.0696773	0.0697313	0.0677145	0.0650301	0.0585028	0.0622549	0.0534188	0.0366136	0.0136304
a24	0.0539517	0.0618388	0.0650753	0.0658571	0.0655577	0.0651152	0.0629172	0.0636299	0.0642337	0.0640479	0.0614377	0.0584462	0.0387895	0.0566722	0.0500055	0.0517275	0.0506969
a31	0.0513403	0.0586896	0.0624549	0.0636337	0.063801	0.0635938	0.0619062	0.0635937	0.0640294	0.0639791	0.0625467	0.0606339	0.0549718	0.0599256	0.0561325	0.0519121	0.0368557
a20	0.0509387	0.0633789	0.0686732	0.0701496	0.069853	0.0691691	0.064863	0.0703218	0.0705742	0.0703017	0.0666193	0.0621095	0.0547232	0.0560958	0.0433158	0.0327464	0.0161668
a31	0.0535448	0.0611163	0.0650159	0.0661277	0.0662313	0.0660216	0.0644678	0.0651695	0.0657603	0.0656895	0.0640163	0.0620276	0.0482527	0.0594642	0.0521288	0.0456267	0.029339
a8	0.052967	0.0646867	0.0699764	0.0712557	0.0711403	0.0707229	0.0673685	0.0713269	0.0716043	0.071403	0.0684505	0.0650258	0.0551646	0.053331	0.0365425	0.025997	0.0130368
a31	0.0574459	0.0666467	0.0710435	0.0717165	0.0713017	0.0708939	0.0696251	0.0642779	0.0658386	0.0655611	0.0618901	0.0586146	0.0263417	0.0511399	0.0387838	0.0409997	0.0478794
a20	0.0533713	0.06422	0.0700053	0.071267	0.071422	0.0713116	0.0691068	0.0711258	0.0715858	0.0714954	0.0694898	0.0674206	0.0544103	0.0518674	0.0338514	0.0244577	0.0135917
a31	0.0550739	0.0644205	0.0691428	0.0701435	0.0699921	0.0697077	0.0678881	0.0673907	0.0682534	0.0681184	0.0656581	0.0631213	0.0390002	0.0566958	0.043915	0.0369043	0.0245743
a9	0.0511433	0.0643549	0.0713933	0.0727836	0.0728069	0.0726134	0.0695228	0.072521	0.0730177	0.0728783	0.0702034	0.0673729	0.0513628	0.0505456	0.0316089	0.0231716	0.0126996
a31	0.0575038	0.0684557	0.0741028	0.0748976	0.0744008	0.0739676	0.0727035	0.0655681	0.0675005	0.067188	0.0629635	0.0593987	0.0247551	0.0495663	0.0353753	0.0353149	0.0363379
a24	0.0507278	0.0635647	0.0709945	0.0724501	0.0726208	0.0725762	0.0700361	0.072182	0.0727889	0.0727176	0.0705649	0.0684318	0.0518984	0.0504356	0.0314367	0.0232356	0.0133382
a8	0.0463465	0.0618644	0.0717953	0.0743509	0.074708	0.0744938	0.0712781	0.0729723	0.0742433	0.0741689	0.0709919	0.0677581	0.0443564	0.0536939	0.0340348	0.0225519	0.0103915
a46	0.0549641	0.0671614	0.0737625	0.0746379	0.0740174	0.0735622	0.0720413	0.0650088	0.0670235	0.0667252	0.0623851	0.0587565	0.0239883	0.0491075	0.0354049	0.0373478	0.0441055
