 	guardando	le	nuvole	capisco	che	piove	</S>
a31	0.127734	0.150331	0.155414	0.154196	0.153793	0.142372	0.11616
a13	0.118383	0.235911	0.33638	0.158915	0.100355	0.0404272	0.00962978
a24	0.178453	0.177729	0.190283	0.111321	0.155543	0.123101	0.06357
a41	0.192549	0.196583	0.21073	0.116727	0.152181	0.0847954	0.0464349
a31	0.179246	0.179139	0.197193	0.100894	0.150182	0.124731	0.0686153
a41	0.210373	0.219388	0.241562	0.095088	0.120716	0.0713971	0.0414752
a46	0.187186	0.188483	0.202507	0.113606	0.15483	0.0980926	0.0552937
a31	0.157939	0.158346	0.166341	0.112757	0.148704	0.148636	0.107278
a20	0.206727	0.221052	0.233497	0.115344	0.118896	0.0642501	0.0402346
a15	0.183308	0.18631	0.196689	0.124038	0.158148	0.0956837	0.0558222
a31	0.153157	0.154082	0.161983	0.110626	0.145919	0.153019	0.121213
a20	0.200743	0.219089	0.230305	0.121803	0.121221	0.0642868	0.0425535
a31	0.179362	0.184274	0.19324	0.129706	0.159769	0.0963085	0.0573398
a23	0.200334	0.227589	0.241315	0.115535	0.109661	0.0636149	0.04195
a31	0.157716	0.165604	0.171115	0.139728	0.15906	0.126216	0.0805616
a27	0.202101	0.247767	0.255795	0.122503	0.0802585	0.0559367	0.0356392
a35	0.165767	0.177218	0.18224	0.156828	0.163747	0.0955447	0.0586551
a31	0.156956	0.16456	0.167734	0.152669	0.159666	0.121411	0.077003
a39	0.178975	0.241688	0.25555	0.130678	0.0918673	0.059734	0.0415067
a41	0.157692	0.175225	0.181384	0.161694	0.165533	0.0977128	0.0607591
a24	0.156726	0.173014	0.178342	0.159301	0.164506	0.10402	0.0640902
a41	0.151657	0.179405	0.195377	0.125866	0.163321	0.114747	0.0696272
a3	0.136514	0.172301	0.191648	0.123123	0.163647	0.13166	0.0811064
a31	0.117328	0.166326	0.192514	0.118454	0.163754	0.147135	0.0944886
a0	0.100702	0.210364	0.2561	0.142278	0.146982	0.0795806	0.0639939
a20	0.113859	0.165354	0.186506	0.157514	0.173088	0.122976	0.0807023
a31	0.0969014	0.159201	0.186493	0.156893	0.174789	0.135831	0.0898914
a20	0.0557807	0.211327	0.323573	0.145194	0.114488	0.0786987	0.0709387
a31	0.0994162	0.178623	0.212649	0.181265	0.179477	0.086333	0.0622364
a37	0.0475112	0.236379	0.421215	0.10497	0.0634317	0.0642928	0.0622005
a46	0.0984569	0.195757	0.23789	0.1899	0.158021	0.0645027	0.0554721
a31	0.070096	0.159425	0.214407	0.190322	0.190845	0.102367	0.0725384
</S>	0.0461124	0.244728	0.47796	0.0815172	0.0451205	0.0512873	0.0532744
