 	quando	Giovanni	è	arrivato	è	arrivato	alla	casa	o	a	casa	ancora	e	cucina	</S>
a39	0.0519487	0.0720725	0.0726532	0.0776316	0.0780874	0.0783052	0.0782945	0.07807	0.0778935	0.0751612	0.0743226	0.0592465	0.0422857	0.0512675	0.0327598
a31	0.010485	0.0198156	0.032299	0.0999117	0.0962634	0.112223	0.104247	0.102623	0.112257	0.107658	0.0963575	0.0615199	0.0156113	0.0175541	0.0111759
a8	0.0330031	0.0673402	0.0844063	0.101654	0.101124	0.102949	0.101888	0.100468	0.098161	0.0671516	0.0664922	0.0326021	0.0156199	0.0178223	0.00931816
a31	0.0499606	0.0674854	0.0753753	0.0783738	0.0779383	0.0786196	0.078118	0.0773347	0.0780301	0.0577924	0.0708751	0.0631185	0.0515823	0.0592596	0.0361364
a20	0.0506471	0.0793323	0.0910132	0.0980309	0.097632	0.098605	0.0978833	0.0962613	0.0930076	0.0563269	0.0585595	0.0269373	0.019658	0.0231059	0.0129996
a31	0.0490297	0.0731346	0.0850497	0.0906524	0.0899925	0.0910961	0.0903097	0.0891135	0.0892433	0.0587977	0.0709318	0.0433229	0.0276574	0.0334679	0.018201
a13	0.0497102	0.0771535	0.0910808	0.0972574	0.0965345	0.0978829	0.0968911	0.095109	0.0937373	0.0510817	0.061454	0.0287692	0.0219709	0.0266573	0.0147101
a18	0.0513839	0.0727821	0.0832501	0.0875511	0.0869567	0.0879196	0.087222	0.0861511	0.0865751	0.0584647	0.071851	0.0482749	0.0316931	0.0388158	0.0211087
a31	0.0508506	0.0699169	0.0791489	0.0826333	0.0821077	0.0829644	0.0823462	0.0814316	0.0821982	0.0572946	0.0719727	0.057096	0.0416487	0.0504372	0.0279531
a20	0.0502472	0.0772827	0.0902634	0.0959151	0.0952897	0.0965472	0.0956216	0.0939121	0.092642	0.0520166	0.0618431	0.0298623	0.023508	0.028354	0.0166953
a39	0.0508398	0.0742934	0.0835584	0.0879538	0.0875618	0.0883534	0.0877809	0.0867713	0.0867449	0.0621721	0.0714324	0.0460599	0.0297946	0.0359389	0.0207443
a13	0.0473625	0.0671495	0.0743872	0.0773941	0.0770996	0.0776875	0.077251	0.0764674	0.0771001	0.0591499	0.0705644	0.0638445	0.0536752	0.0611826	0.0396846
a31	0.0488637	0.0668568	0.075276	0.0782969	0.0778363	0.0786295	0.0780585	0.0772158	0.0781369	0.055396	0.0702318	0.0621321	0.0531609	0.0611825	0.0387262
a18	0.0489645	0.0758443	0.0877841	0.0930201	0.092515	0.0936976	0.0928541	0.0913636	0.0909243	0.0541611	0.065485	0.0347089	0.0265646	0.0322247	0.0198881
a31	0.048299	0.0711542	0.0792744	0.0828893	0.0825976	0.0832701	0.0827768	0.0818616	0.0823254	0.0615668	0.072392	0.056501	0.0394592	0.0478176	0.0278149
a37	0.0477767	0.0785544	0.0884661	0.0943497	0.0942385	0.0951541	0.0945084	0.0929817	0.0910811	0.0571283	0.061593	0.0305758	0.0247577	0.0293081	0.0195264
a18	0.0451915	0.0743016	0.083796	0.0887061	0.0884868	0.0892464	0.0886783	0.0874198	0.0872263	0.062769	0.0701697	0.0444752	0.0301782	0.0363208	0.0230342
a31	0.0399195	0.0681299	0.0770339	0.0815609	0.0813954	0.0820958	0.0815773	0.0804573	0.0811466	0.0609819	0.0719638	0.0606431	0.0455666	0.054659	0.0328689
a20	0.0415413	0.0777593	0.0868529	0.0939707	0.094212	0.0950673	0.0945149	0.0929908	0.0911869	0.0603131	0.0628557	0.0318396	0.0255854	0.0303211	0.020989
a31	0.0394266	0.072477	0.0807797	0.0862514	0.0863507	0.0868803	0.0864712	0.0852162	0.0851104	0.0687012	0.0721098	0.0508732	0.0333324	0.0403897	0.0256302
a29	0.0344657	0.0778416	0.0858056	0.0957228	0.0965442	0.0973424	0.0969089	0.0951722	0.0922942	0.0631645	0.0603642	0.0294208	0.0247014	0.0292925	0.020959
a31	0.0352263	0.0718069	0.0808788	0.0871953	0.0874117	0.0880269	0.0875693	0.0861429	0.0861833	0.0680839	0.0720226	0.0499795	0.0331889	0.0403691	0.0259147
a11	0.0273951	0.0763038	0.0839659	0.0968813	0.0982796	0.099136	0.0987592	0.0967699	0.0934506	0.0654257	0.0595278	0.0287213	0.0245887	0.0293773	0.0214177
a31	0.0269462	0.0679643	0.0785403	0.0879444	0.0885597	0.0890535	0.0886195	0.0865079	0.0862872	0.0750057	0.0715196	0.0519591	0.0332884	0.0409155	0.0268887
a20	0.0173116	0.0722399	0.0798995	0.100957	0.103647	0.104787	0.104459	0.10162	0.0962649	0.0655105	0.0548419	0.0247245	0.0232598	0.0290895	0.0213885
a13	0.0233332	0.06717	0.0785174	0.0903075	0.0912595	0.0917509	0.0913087	0.0887214	0.0880654	0.0788491	0.0697301	0.0473297	0.0304618	0.0372832	0.0259119
a20	0.0157971	0.0573042	0.0695952	0.0815064	0.0826896	0.0833532	0.0828048	0.0800411	0.0813438	0.0721182	0.0712821	0.0679282	0.0516708	0.0622573	0.0403078
a31	0.015598	0.0578268	0.0688096	0.0795272	0.0807734	0.081548	0.0810197	0.0786951	0.0805295	0.0684981	0.0720137	0.0686647	0.056442	0.0656961	0.0443581
a20	0.00941281	0.0608717	0.0699748	0.0949371	0.0993145	0.101098	0.100728	0.0977365	0.0981246	0.0745878	0.069053	0.0362419	0.0280826	0.0350536	0.0247822
a46	0.013651	0.0581611	0.0710762	0.0858145	0.0875234	0.0882429	0.0876871	0.0844377	0.0856784	0.078676	0.0726284	0.061935	0.040834	0.0514937	0.0321606
a31	0.00825713	0.040688	0.0576221	0.0805621	0.0830844	0.0841523	0.0830956	0.0769192	0.0787372	0.0728605	0.0626629	0.0732785	0.0626584	0.0764008	0.0590208
a46	0.00354515	0.0454713	0.0549501	0.0980756	0.107585	0.111101	0.110775	0.105287	0.106189	0.0782774	0.06427	0.0288257	0.0254807	0.035009	0.0251575
a31	0.00764284	0.0311392	0.0486442	0.0888866	0.0940977	0.0960641	0.0938182	0.0802315	0.0810908	0.0808375	0.0534861	0.071597	0.0492751	0.0750198	0.0481693
a15	0.00134308	0.0309982	0.0398114	0.106853	0.12408	0.130986	0.130724	0.120543	0.114521	0.0623983	0.0467768	0.0154121	0.0185023	0.0343346	0.0227166
a31	0.00741302	0.0263027	0.0413608	0.0967035	0.106333	0.109948	0.105675	0.0817802	0.081862	0.0872642	0.0458963	0.0641488	0.0358309	0.0694534	0.0400281
a22	0.000648127	0.0204094	0.0271868	0.112588	0.138162	0.149782	0.149669	0.133702	0.115844	0.0433248	0.0348928	0.00865295	0.0124249	0.0339338	0.0187797
a31	0.00722382	0.0311749	0.0486338	0.103822	0.111987	0.11497	0.111657	0.0915426	0.0906555	0.09071	0.0490767	0.0463104	0.0258252	0.0459721	0.0304385
a46	0.000411128	0.0142092	0.0196093	0.108455	0.142109	0.158842	0.159217	0.139281	0.119248	0.0384071	0.0317657	0.00697236	0.0103526	0.0340879	0.0170333
a31	0.00869202	0.0249281	0.0364401	0.107454	0.124761	0.131926	0.12341	0.0832628	0.0812136	0.0872443	0.0380573	0.0437091	0.0214016	0.0554953	0.0320051
a18	0.000233592	0.0093359	0.0138922	0.107518	0.148093	0.170127	0.170369	0.143718	0.118729	0.0305637	0.0263199	0.00517482	0.00793825	0.0333182	0.0146697
a31	0.00474056	0.025736	0.0407278	0.112364	0.1259	0.1311	0.125633	0.0948934	0.0923747	0.0865396	0.038715	0.0317123	0.0194516	0.0415161	0.0285958
a18	0.000184166	0.00725049	0.0113231	0.0997056	0.146706	0.173612	0.174533	0.144436	0.123626	0.0311534	0.0254379	0.00501397	0.00769985	0.0346966	0.0146231
a24	0.00411126	0.0240903	0.0382678	0.113095	0.12829	0.134207	0.128084	0.0945123	0.0921916	0.0859735	0.0374111	0.0304538	0.0186398	0.0421201	0.0285525
a31	0.00212867	0.0244484	0.0406379	0.112448	0.126107	0.13112	0.127195	0.102142	0.100221	0.082744	0.0394983	0.0266106	0.0196107	0.0380417	0.0270475
a41	0.000140525	0.0052567	0.00907769	0.0905635	0.144254	0.176516	0.177609	0.141057	0.130517	0.0344219	0.0242544	0.00521188	0.0078526	0.0378163	0.0154516
a31	0.00296027	0.0224065	0.0371063	0.111552	0.127316	0.133286	0.12746	0.0948594	0.0944221	0.0876865	0.0385081	0.0315001	0.0195157	0.0425524	0.028868
a10	0.000117939	0.00433408	0.00756345	0.0876578	0.144828	0.181789	0.183507	0.143863	0.13157	0.0302836	0.0223359	0.00445754	0.00678083	0.0368956	0.0140163
a20	0.00145128	0.0200609	0.0338812	0.111816	0.129095	0.135591	0.131047	0.102166	0.10156	0.0834693	0.0384162	0.0254645	0.0185893	0.0399747	0.0274175
a31	0.00171069	0.0188364	0.0333617	0.0967653	0.11139	0.116692	0.112582	0.088049	0.0949143	0.0955461	0.051167	0.0551327	0.0304737	0.0587681	0.0346115
a46	0.000153523	0.00497311	0.00858464	0.0797704	0.135448	0.172191	0.17492	0.139212	0.142267	0.04187	0.0279559	0.00607987	0.00891065	0.0405141	0.0171495
a41	0.0054204	0.0205248	0.030049	0.105157	0.130824	0.142271	0.128998	0.0765102	0.0764465	0.0846259	0.035516	0.0433377	0.0205566	0.0660864	0.0336755
a3	0.00123168	0.0168228	0.0295658	0.0960478	0.112661	0.118913	0.115129	0.0910203	0.0987257	0.0959006	0.0531619	0.0508399	0.0288787	0.0573725	0.0337291
a31	0.000978598	0.01548	0.026983	0.0863615	0.103351	0.109791	0.107076	0.0875864	0.0980086	0.0970122	0.0591094	0.0638736	0.0385793	0.0671565	0.0386528
a15	0.000256424	0.00660449	0.0109409	0.070769	0.120997	0.154575	0.158042	0.129434	0.150008	0.065602	0.040655	0.0108051	0.0139497	0.0446465	0.0227159
a20	0.00350569	0.0179164	0.0279276	0.100288	0.122784	0.132292	0.121837	0.0762545	0.0781621	0.086591	0.037476	0.0522768	0.0264026	0.0772189	0.0390662
</S>	0.00130915	0.0181697	0.0311592	0.0903301	0.104516	0.109755	0.106861	0.0874266	0.0947893	0.0947982	0.0568809	0.0622499	0.0371192	0.0663037	0.0383317
