 	dopo	Giovanni	ritornò	la	sera	a	casa	andava	molto	stanco	perché	aveva	lavorato	tutta	la	settimana	</S>
a31	0.052855	0.0557442	0.0628924	0.063237	0.0616375	0.0622051	0.0622912	0.0619473	0.0628055	0.0630054	0.0627357	0.0623462	0.048488	0.0581956	0.0527042	0.0531237	0.0537859
a29	0.0165673	0.0177123	0.0209825	0.0254857	0.0359984	0.0390957	0.0688288	0.0312721	0.073228	0.109377	0.152382	0.193404	0.133472	0.0665673	0.0133706	0.00142772	0.000828784
a35	0.0403384	0.0488085	0.0607056	0.0654088	0.0683939	0.0696964	0.0717147	0.067582	0.0716902	0.0722999	0.0709244	0.0686471	0.062115	0.0665121	0.0568055	0.0294976	0.00886002
a31	0.0576139	0.0604353	0.063672	0.0642902	0.0643301	0.0652458	0.0652761	0.0636348	0.0646281	0.0646594	0.0628511	0.0602424	0.0485605	0.0595418	0.0547552	0.0490611	0.0312022
a39	0.0538528	0.0604247	0.068693	0.0705537	0.0710302	0.0727594	0.0734497	0.0717886	0.0733907	0.0734033	0.070031	0.0660298	0.0587385	0.0546241	0.0368425	0.0184257	0.00596229
a29	0.0597957	0.0623973	0.0652555	0.0658016	0.0658649	0.066802	0.0666599	0.0641806	0.0654474	0.0655195	0.0636018	0.0607815	0.0432637	0.0585034	0.0513606	0.0456219	0.0291424
a11	0.0575634	0.0602855	0.0638512	0.0642394	0.063883	0.0649697	0.0649945	0.0642345	0.0648567	0.0648083	0.0626869	0.0598043	0.0532283	0.0590417	0.0543225	0.0482032	0.0290269
a24	0.058277	0.0608197	0.06453	0.0646675	0.0639389	0.0653406	0.0651972	0.0643346	0.064953	0.064859	0.0620818	0.0584222	0.0493909	0.058261	0.0534934	0.0494073	0.0320257
a31	0.0561993	0.0597797	0.0646253	0.065273	0.0649191	0.0661825	0.0662875	0.0653753	0.0662259	0.0662043	0.0638337	0.060661	0.0534214	0.0595965	0.0536944	0.044653	0.0230679
a28	0.0623617	0.0649218	0.0688778	0.0686639	0.0674821	0.0691813	0.0690163	0.0688263	0.0690273	0.0687996	0.0652387	0.0609208	0.0538232	0.0542658	0.0416132	0.0314564	0.0155234
a31	0.0600473	0.0622821	0.0651396	0.0654968	0.0652956	0.0661364	0.0660385	0.0646566	0.065471	0.0654956	0.0638203	0.0614823	0.0490491	0.0586737	0.0510755	0.0433433	0.0264963
a0	0.0642578	0.0667258	0.0702907	0.0702692	0.0694913	0.0707315	0.0706196	0.0700949	0.0704011	0.0702579	0.0674584	0.064282	0.0536928	0.0509354	0.0339061	0.0241077	0.0124779
a20	0.063735	0.0654961	0.06685	0.0673201	0.0677143	0.0684208	0.0678888	0.063209	0.0651686	0.0653875	0.0637675	0.0611308	0.0342327	0.0553348	0.0447263	0.0421356	0.037482
a31	0.0603882	0.0616047	0.0631917	0.0633852	0.0632772	0.0637508	0.0635746	0.0622218	0.062921	0.0629834	0.0620416	0.0606319	0.0476425	0.0581419	0.052502	0.0498576	0.0418842
a13	0.0638712	0.0664703	0.0703822	0.0704168	0.0696004	0.0708375	0.0706928	0.0699259	0.0703969	0.0702964	0.0676011	0.064459	0.0514762	0.0510915	0.034107	0.0248521	0.0135228
a31	0.0619772	0.063611	0.0655592	0.0658299	0.0657645	0.0665256	0.0661281	0.0632588	0.0645778	0.0647012	0.0631161	0.0607206	0.0394062	0.0566541	0.0480014	0.0454567	0.0387115
a28	0.0642802	0.066936	0.0708562	0.0710252	0.0703979	0.0714133	0.0712971	0.0703199	0.0708963	0.0708507	0.0685776	0.0660671	0.051034	0.0492754	0.0310869	0.022738	0.0129482
a31	0.0629266	0.0652378	0.0682179	0.0685855	0.0684078	0.0694017	0.0689835	0.0659415	0.0674164	0.0675426	0.0655137	0.0626428	0.0397601	0.0559504	0.0434244	0.0359611	0.0240862
a46	0.0643207	0.067388	0.0721085	0.0723238	0.071561	0.0727253	0.0725445	0.0711852	0.0719784	0.0719589	0.0694083	0.0665963	0.0476889	0.0471551	0.0280123	0.0208743	0.0121703
a8	0.0674133	0.0702725	0.0710568	0.0722838	0.0740485	0.074948	0.0735418	0.0618447	0.0662689	0.0668917	0.0646852	0.0606913	0.0238473	0.0487611	0.0342885	0.0330028	0.0361538
a24	0.063336	0.0648109	0.0656829	0.0662273	0.0668577	0.0673714	0.0666741	0.0610679	0.0633751	0.0636958	0.0624863	0.0602927	0.0310163	0.0538326	0.043647	0.0451371	0.0544887
a31	0.0593055	0.0610668	0.0638665	0.0639859	0.0634656	0.0643618	0.0641238	0.0630797	0.063749	0.0637637	0.0620513	0.0596982	0.047742	0.0577528	0.0518458	0.0494589	0.0406827
a20	0.0635183	0.0663892	0.071169	0.0712181	0.0701772	0.0715072	0.0712664	0.070184	0.0708854	0.0708392	0.0680929	0.0648436	0.0477028	0.0501033	0.032382	0.0246999	0.0150214
a31	0.0636508	0.0656663	0.0678886	0.0683934	0.068604	0.069258	0.0687951	0.0649293	0.0666951	0.0669183	0.0655437	0.0634172	0.0375091	0.0558372	0.0430858	0.0365503	0.0272576
a24	0.0639894	0.0672269	0.0726478	0.0728814	0.0719361	0.0731405	0.0728722	0.0712472	0.0722431	0.0722807	0.0697893	0.0670003	0.0449914	0.046547	0.0269972	0.0208376	0.013372
a28	0.0616048	0.0658503	0.0710883	0.072163	0.0724172	0.0735807	0.0733617	0.0695426	0.0715883	0.071794	0.0693915	0.0663853	0.0402999	0.0528589	0.0336834	0.0224687	0.0119212
a31	0.0634634	0.0662306	0.0700395	0.0705446	0.0703642	0.071602	0.0707899	0.0657387	0.0681041	0.0683874	0.0659935	0.0624966	0.032181	0.053504	0.0390225	0.0343206	0.0272175
a20	0.0635675	0.0672434	0.0735892	0.073963	0.0729519	0.0741929	0.0738608	0.0717415	0.0730556	0.0731672	0.070711	0.0679789	0.0421601	0.0448727	0.0247003	0.0193891	0.0128552
a31	0.0651837	0.0681272	0.0715494	0.0723705	0.0727644	0.0737265	0.0728073	0.066148	0.0691171	0.0695423	0.0676156	0.0646444	0.0303067	0.0518019	0.0346148	0.028076	0.0216041
a20	0.062538	0.0668857	0.0748977	0.0753952	0.0740802	0.0755553	0.0750824	0.0723976	0.0741376	0.0743346	0.0716175	0.0685592	0.0384932	0.0431763	0.0224585	0.0180215	0.0123695
a31	0.065233	0.0688436	0.0733714	0.0744103	0.0748408	0.0760166	0.0748064	0.0666239	0.0702897	0.0708457	0.0686187	0.0652268	0.0275338	0.0494195	0.0305658	0.0243271	0.0190269
a20	0.0612582	0.0663357	0.0762809	0.0769427	0.0752844	0.0769978	0.0763617	0.0730025	0.0752515	0.0755597	0.0726215	0.0693073	0.0349341	0.0413559	0.0201872	0.0165369	0.0117818
a8	0.0646301	0.069102	0.0752844	0.0766128	0.0770217	0.0785102	0.0768711	0.0667409	0.0713167	0.0720576	0.0694642	0.0655536	0.0245864	0.0467613	0.0268109	0.0213146	0.0173615
a20	0.0660319	0.0707023	0.0732989	0.0754445	0.078271	0.0798303	0.0769541	0.0585062	0.0652851	0.0663987	0.0634248	0.0581608	0.0188612	0.0432229	0.0288633	0.0303353	0.0464086
a31	0.0570636	0.0598047	0.066015	0.0664867	0.0655059	0.0665357	0.0656537	0.0628917	0.0648526	0.0652545	0.0640447	0.0624148	0.0355207	0.0565039	0.0461631	0.0466088	0.04868
a8	0.0564449	0.0623553	0.0761641	0.0768072	0.0738196	0.0760348	0.0753278	0.0726476	0.0751498	0.0755598	0.0724076	0.0686132	0.0337433	0.0454476	0.0242888	0.0204178	0.0147706
a24	0.0662007	0.072186	0.0751431	0.0780605	0.0821726	0.0842097	0.0802316	0.05654	0.0647363	0.066135	0.0625559	0.0563405	0.0173792	0.0400198	0.0261663	0.0275175	0.0444053
a27	0.0589498	0.0618534	0.0675916	0.068063	0.0672501	0.0684546	0.0675981	0.0643452	0.0663754	0.066718	0.064928	0.0624521	0.0349067	0.0557231	0.0437766	0.042159	0.0388553
a37	0.0601949	0.0645955	0.0715907	0.0728579	0.0729376	0.0749563	0.0726739	0.0615246	0.0666276	0.0674944	0.0643429	0.059584	0.0205997	0.0486128	0.0337585	0.0361267	0.0515218
a31	0.0580236	0.0611646	0.0673656	0.067793	0.0667709	0.0680429	0.0673214	0.0641034	0.0660862	0.0663914	0.0644424	0.0616798	0.034442	0.055359	0.0440748	0.0442349	0.0427039
a28	0.0550889	0.0605622	0.0738697	0.0744093	0.0713834	0.0734263	0.0727876	0.0708101	0.0730305	0.0734268	0.0707339	0.0674053	0.0356378	0.0498448	0.0304522	0.0267394	0.020392
a10	0.0600156	0.0645642	0.0725975	0.0737752	0.0733842	0.0753106	0.0733154	0.0638114	0.0684772	0.0692916	0.0664174	0.0621521	0.022533	0.0498052	0.0333527	0.0332471	0.0379496
a31	0.0530629	0.0590231	0.0735293	0.0746025	0.0719686	0.074973	0.0727166	0.0652537	0.0700398	0.0709497	0.0670283	0.0619132	0.0215502	0.0502684	0.0332527	0.0356401	0.0442279
a30	0.0515732	0.0590984	0.0794453	0.0807004	0.0762562	0.0793553	0.0777664	0.072418	0.0770067	0.0779573	0.074345	0.0699482	0.0243927	0.0432218	0.0205943	0.0186285	0.017292
a38	0.0575375	0.0641367	0.0771957	0.0793166	0.0787619	0.0816668	0.0781015	0.0631731	0.0704173	0.0718588	0.0682288	0.0629851	0.0177239	0.0447707	0.0258663	0.0255536	0.0327058
a24	0.0588699	0.068904	0.0795514	0.0848105	0.0908854	0.095777	0.0869393	0.0518535	0.0633027	0.0656496	0.0601944	0.0521254	0.014076	0.0349038	0.0221174	0.0238976	0.0461421
a23	0.0557948	0.0604952	0.0710208	0.0718269	0.0701036	0.0724356	0.0706362	0.0645939	0.0683512	0.0690289	0.0657803	0.0614657	0.0248616	0.0524801	0.0374391	0.0390167	0.0446694
a8	0.0626426	0.073162	0.0786736	0.0844586	0.0936801	0.098334	0.0890673	0.0497863	0.0609925	0.0631586	0.0576574	0.0492241	0.0151136	0.0332082	0.0222244	0.0238892	0.0447277
a24	0.0643124	0.0701407	0.0743219	0.0771268	0.0806507	0.082675	0.0786815	0.0563262	0.0643813	0.0658184	0.062524	0.0568198	0.0171329	0.0409818	0.0269837	0.0290955	0.0520276
a31	0.0553321	0.059872	0.0701616	0.0708393	0.0690062	0.0713656	0.0696713	0.0642048	0.0676832	0.068287	0.0649154	0.0604836	0.0254384	0.0528563	0.0388486	0.041403	0.0496318
a24	0.0432514	0.0508855	0.0760995	0.0772614	0.0705379	0.0740818	0.0728094	0.0708614	0.0750137	0.0760266	0.0726065	0.0686642	0.0268986	0.0510411	0.0306727	0.0317349	0.0315533
a28	0.0577496	0.0630108	0.0730543	0.074289	0.0733527	0.0756228	0.0737184	0.0652424	0.0698112	0.0706061	0.067317	0.0627024	0.0233124	0.0512682	0.0344267	0.0329095	0.0316067
a31	0.0542066	0.0614649	0.0772365	0.0792361	0.0776032	0.0814559	0.0776054	0.0628675	0.0703358	0.071774	0.0667971	0.0600802	0.0162892	0.0447445	0.0269102	0.0290897	0.0423031
a20	0.0452818	0.0542936	0.0831147	0.0851546	0.078292	0.0825553	0.0801218	0.0728302	0.0795835	0.0811664	0.0770012	0.0721063	0.0192356	0.0396759	0.0164297	0.0156908	0.0174666
a37	0.0589416	0.0683348	0.0807493	0.0852566	0.0891058	0.0933426	0.0861356	0.055702	0.0666966	0.0689393	0.0640004	0.0565596	0.0145272	0.0363098	0.0208213	0.0210991	0.0334783
a35	0.0521548	0.0613742	0.0810237	0.0845134	0.0837499	0.0886367	0.0826568	0.0599073	0.0702031	0.0723698	0.0668776	0.0593447	0.0138561	0.0395845	0.0218787	0.0235446	0.0383241
a31	0.0536394	0.0642008	0.0816526	0.0868832	0.0901149	0.0960571	0.0868191	0.0537564	0.0658892	0.0685281	0.0624437	0.054062	0.0129605	0.0356126	0.0211063	0.0229099	0.0433642
a37	0.0297374	0.0397372	0.0908225	0.0952467	0.0785848	0.0868839	0.0824252	0.073104	0.0856001	0.0891561	0.0826192	0.0759056	0.0123698	0.0349622	0.0116398	0.0125296	0.018676
a28	0.0514595	0.0624297	0.0841443	0.0893409	0.0906542	0.0969721	0.0879556	0.0564293	0.0689774	0.0717767	0.0654745	0.0570071	0.012698	0.0351979	0.0186039	0.0193178	0.0315612
a41	0.0399263	0.0515714	0.0883496	0.094892	0.0903899	0.101004	0.0877666	0.0557129	0.0712856	0.0754544	0.0666255	0.0569387	0.0100017	0.034643	0.0169151	0.0190904	0.0394324
a31	0.0431578	0.0546368	0.0862649	0.0919295	0.0891351	0.0975001	0.0871494	0.0570095	0.0709602	0.0743924	0.0669047	0.0578639	0.0111673	0.0358413	0.0182814	0.0201942	0.0376117
a7	0.0215918	0.0311378	0.0995457	0.107736	0.0803274	0.0939296	0.0856182	0.0700783	0.0899927	0.0963847	0.0856693	0.0758348	0.00806659	0.0259674	0.0064105	0.0072629	0.0144469
a11	0.036236	0.0484476	0.0916449	0.100919	0.0958839	0.110407	0.0906506	0.0518535	0.0700102	0.0755809	0.0656378	0.0560445	0.00929405	0.0317803	0.0144552	0.0161071	0.0350478
a31	0.0326518	0.0450752	0.0926553	0.103425	0.097177	0.114714	0.0912789	0.0497634	0.0689645	0.0752056	0.0639133	0.0537486	0.00888682	0.0315441	0.0147627	0.016825	0.0394085
a17	0.0172793	0.0263496	0.106884	0.120506	0.0834755	0.103533	0.0888269	0.0634545	0.0902668	0.100066	0.0845749	0.0719751	0.00613321	0.0182931	0.0037102	0.00427614	0.010395
a31	0.038677	0.0535535	0.0831688	0.0965023	0.113948	0.133697	0.0983024	0.0433248	0.0573606	0.0616935	0.0538928	0.0463585	0.0129816	0.0317298	0.0193694	0.0204081	0.0350321
a20	0.0144905	0.0228202	0.111931	0.131616	0.0838453	0.110111	0.0893023	0.0585417	0.090497	0.104127	0.083863	0.0697602	0.00516638	0.0123383	0.00215539	0.00250301	0.00693211
a31	0.0345784	0.0491832	0.0886272	0.10342	0.115286	0.138721	0.0998595	0.0449199	0.0612495	0.0667706	0.0573936	0.0493827	0.0116051	0.0288463	0.0138419	0.0139851	0.0223296
a28	0.0129361	0.0209937	0.113919	0.139595	0.0855795	0.117549	0.0907485	0.054543	0.0887049	0.105017	0.0811516	0.0661198	0.00488543	0.00959376	0.00163142	0.00187722	0.00515515
