 	noo	abbiamo	deciso	che	oggi	avevamo	andare	alla	spiaggia	con	mio	fratello	però	lui	sapeva	che	faceva	freddo	e	non	è	venuto	ma	ma	lì	che	il	mare	non	mi	piace	quando	fa	freddo	</S>
e	0.9951839	0.0027274473	0.0014751999	0.000358549	0.00018522856	1.6518958e-05	6.569485e-06	3.5080045e-06	4.785979e-06	2.4171031e-06	2.5744093e-06	7.726196e-07	4.517402e-06	1.0809903e-06	4.1626295e-06	7.450121e-07	2.4636682e-07	3.0125748e-06	2.0609127e-06	8.316681e-07	5.4901375e-07	3.783368e-06	8.0642945e-07	1.3691034e-06	1.5374084e-06	6.6837885e-07	1.4665688e-06	1.2649778e-06	3.0856032e-07	4.4746167e-07	1.1713689e-06	3.836281e-07	1.754178e-07	5.4461145e-07	1.3712726e-06
m	0.8673378	0.02959594	0.0031757986	0.0126816295	0.013445228	0.019204222	0.0074342294	0.0016118748	0.00072654616	0.00061799696	0.0035020679	0.0012646731	0.0039979047	0.0021186613	0.002054857	0.0023987005	0.0014137743	0.0011968393	0.001815175	0.0022632333	0.0043569435	0.00071323523	0.0032083269	0.0047327722	0.0028328104	0.0014664527	0.0009890257	0.00048596895	0.0009509113	0.0009053723	0.00066231884	8.484717e-05	0.0001346314	6.9232345e-05	0.0005499985
ì	0.78019303	0.15070996	0.013162499	0.012427177	0.030742895	0.002137319	0.0011544863	0.00036575538	0.0008515194	0.00035730892	0.00030079435	0.000274511	0.00043871521	0.0001415629	0.0007510817	0.00019265778	0.00012275093	0.00026042765	0.00032664696	0.00037989314	0.00012669095	0.001189887	0.00036356552	0.0004382753	0.00011064386	0.00017242692	0.00024712022	0.000109981505	0.00013629365	9.977078e-05	0.000100812926	1.9924111e-05	4.170468e-05	3.6445334e-05	0.0015153274
d	0.64159054	0.275297	0.009476849	0.021761807	0.024870593	0.008993455	0.0043482827	0.0006995011	0.0001914449	0.0003353728	0.0008408154	0.000630678	0.0007840173	0.0005103187	0.00043242873	0.00086395355	0.0001526099	0.00036338798	0.00061206165	0.00088607176	0.00093394675	0.00019596957	0.001187799	0.0017968051	0.0004335337	0.00050595973	0.00030829164	5.7039586e-05	0.00032411946	0.00022672655	0.00010245656	8.140696e-06	1.898903e-05	1.16651245e-05	0.00024753768
e	0.4073174	0.3217836	0.013457023	0.020813966	0.061258115	0.00897884	0.0029421072	0.00086241623	0.00092184974	0.0009117057	0.0007228026	0.0015437673	0.0007846509	0.0005349132	0.0010479017	0.0011238287	0.0013064465	0.00046992864	0.00076235057	0.0035237928	0.001793778	0.0020690737	0.003673922	0.0030553786	0.0004833873	0.0009898789	0.00057704473	0.0002319259	0.0017592158	0.00062341697	0.000352327	0.00015022923	0.0004459781	0.009354069	0.123373024
c	0.0071213366	0.9763613	0.011170106	0.0031269237	0.0017303223	0.00031696947	5.800238e-05	5.6597974e-06	4.357503e-06	3.0367373e-06	7.4406566e-06	3.8829944e-06	7.859829e-06	3.4034958e-06	4.9200517e-06	4.4512085e-06	1.0844883e-06	3.0062454e-06	5.0299304e-06	6.4686983e-06	4.9374576e-06	4.426461e-06	1.0722927e-05	1.7402905e-05	2.6852838e-06	3.4782283e-06	2.4940434e-06	4.7614864e-07	1.996453e-06	1.7184127e-06	6.609534e-07	6.7912e-08	1.6330081e-07	1.484356e-07	3.010675e-06
i	0.06686865	0.46593598	0.018021578	0.027022265	0.12214714	0.01995219	0.008719386	0.0028626993	0.005044767	0.0036519922	0.0028676423	0.002876223	0.0032807146	0.0014955385	0.0050105522	0.0026508651	0.0026996718	0.0016152418	0.0034256962	0.0060596177	0.0035286313	0.009088378	0.008450539	0.006660379	0.0017176401	0.0029709819	0.0025665672	0.0012612147	0.003039349	0.0018166817	0.0014129824	0.0004696425	0.0015984443	0.016659882	0.1665503
d	0.03685731	0.87580955	0.07358135	0.009291695	0.0036738135	0.00024952347	0.00013797483	3.7833343e-05	4.460711e-05	2.8483852e-05	2.1703143e-05	4.7430044e-06	2.4102545e-05	8.678952e-06	2.973966e-05	6.669625e-06	2.5690213e-06	2.5588117e-05	2.2982058e-05	7.197561e-06	4.5557254e-06	2.2767508e-05	2.0843601e-05	2.982208e-05	5.07228e-06	9.248569e-06	1.1642642e-05	2.3557247e-06	2.3819366e-06	6.532537e-06	1.4900605e-06	1.6980825e-06	1.3827186e-06	8.7193575e-07	1.3091635e-05
è	0.05303878	0.4585792	0.32772756	0.07422843	0.043497663	0.01312149	0.0048621753	0.0008711728	0.0040680477	0.0013939762	0.0006006393	0.0011532456	0.00071856787	0.00015669136	0.000591146	0.0004426679	0.00048956735	0.00027527218	0.0006695752	0.001369933	0.00034320075	0.005061951	0.0012726502	0.0008851555	0.00017620937	0.0004952551	0.00056557806	0.00021560068	0.00081426307	0.00026055053	8.269877e-05	0.00012035905	0.00021902117	0.00015275029	0.001478912
t	0.0030285632	0.14764176	0.74418676	0.10001982	0.0044947946	0.00020937539	0.00015287292	4.16754e-05	4.2924385e-06	1.7671162e-05	6.3435104e-06	8.879469e-06	4.575853e-06	3.2231644e-06	3.889599e-06	7.706512e-06	7.0639667e-06	1.4577966e-05	7.3156307e-06	1.6675986e-05	6.833806e-06	2.3762202e-06	2.2683816e-05	2.2918202e-05	1.4814576e-06	5.018345e-06	2.1086887e-06	2.0808378e-07	4.5914626e-06	2.265006e-06	3.570895e-07	1.5196123e-06	7.1256426e-07	5.3485155e-06	4.3653374e-05
s	0.001824163	0.24815479	0.6174873	0.08604608	0.02041879	0.0065682493	0.0022247103	0.0001779382	0.0007707682	0.00031058583	0.00019035842	0.00051552145	0.00024749112	4.585757e-05	0.00020150507	0.00010741772	0.00013118926	5.3642903e-05	0.0001327943	0.0010156202	0.00013778548	0.0015486905	0.0007829199	0.0005974561	5.5662193e-05	0.00014716465	0.00013296005	6.0266226e-05	0.00054163515	0.00010664767	1.4804578e-05	4.6397723e-05	7.395699e-05	0.0014200101	0.0077088224
a	0.023472747	0.02515255	0.72795236	0.08221643	0.019159392	0.016804827	0.013400244	0.0043812706	0.006802146	0.0070333225	0.0034460637	0.0052018804	0.0031786629	0.0015245669	0.0021421392	0.002826978	0.0006383675	0.0010244662	0.0031179967	0.0057937517	0.0031583644	0.007563492	0.0056519187	0.0045936015	0.0027428167	0.0029409337	0.0034902743	0.0021932523	0.003847259	0.0015742352	0.0019235957	0.00048880774	0.0013446829	0.0007978326	0.0024187437
m	0.001290257	0.014572362	0.6851595	0.29188257	0.0062621892	0.00026353414	0.00029471208	3.495016e-05	3.47586e-05	2.7436672e-05	1.6203314e-05	5.304374e-06	1.4869393e-05	3.5278488e-06	1.0158949e-05	2.671917e-06	7.093453e-07	8.790337e-06	1.0315387e-05	7.9441725e-06	2.8921156e-06	1.1200899e-05	1.806473e-05	2.1389864e-05	3.4722204e-06	4.341261e-06	6.2077265e-06	2.180104e-06	2.3058396e-06	2.8889924e-06	1.4861306e-06	1.1467971e-06	2.4399458e-06	5.644558e-07	1.6797105e-05
o	0.004192907	0.13365376	0.3417525	0.1634788	0.15981942	0.040890053	0.01948905	0.0030272393	0.02230093	0.005305816	0.0031016849	0.005217931	0.006552645	0.001028363	0.0059394045	0.0011889894	0.0012335273	0.00093944964	0.0019662043	0.0053908275	0.00097424805	0.033829786	0.0046766805	0.0049047195	0.0009677091	0.0019434427	0.0030890077	0.0013189799	0.0042594173	0.0019592803	0.00017208033	0.0006596016	0.0008025135	0.0024227768	0.011550267
k	0.0012615888	0.015141059	0.08599863	0.7543658	0.1375589	0.003613699	0.0011469508	9.26964e-05	7.676151e-05	4.448746e-05	6.2862666e-05	2.5560917e-05	5.3152944e-05	1.7794297e-05	2.9914761e-05	1.6187683e-05	5.444247e-06	3.3120927e-05	3.9468287e-05	3.9786035e-05	1.7412023e-05	2.6984684e-05	7.963952e-05	9.5912554e-05	1.1359854e-05	2.0764395e-05	1.7195289e-05	4.566473e-06	1.3291545e-05	1.44805335e-05	6.8184254e-06	3.0804472e-06	1.2553401e-05	3.831193e-06	4.8299895e-05
a	0.0022620414	0.06524503	0.09646155	0.17369148	0.45199454	0.101050206	0.014135056	0.0013644424	0.011299377	0.0018761014	0.0020948714	0.0051318677	0.004674593	0.00079972786	0.0025705935	0.0013251533	0.001136965	0.00042929687	0.0011478761	0.0061511244	0.0018717408	0.025110075	0.0047678687	0.0050955964	0.0011215953	0.0014548425	0.0017207277	0.0009665478	0.004440569	0.0011378257	0.0002096513	0.00014896748	0.00029017846	0.00061150274	0.0062105195
s	0.001830014	0.0120783355	0.021557212	0.3388818	0.5918134	0.025631092	0.0044044517	0.0002814936	0.00029389036	0.00011814935	0.00032625828	0.00013163176	0.0002865076	9.207616e-05	0.00011315326	8.7502376e-05	2.2934459e-05	8.876574e-05	0.00016621512	0.0001809911	0.00011130023	0.00011392236	0.00031578806	0.00039891302	7.92322e-05	9.750831e-05	8.2846775e-05	2.8234708e-05	6.9630245e-05	6.321666e-05	4.435712e-05	6.2921076e-06	4.0659685e-05	7.1360955e-06	0.00015512173
ì	0.0013315603	0.032969736	0.03975652	0.112840764	0.5725796	0.13972884	0.021365609	0.0010334749	0.007852211	0.0014995519	0.0030677011	0.0041016922	0.0055087446	0.0007896799	0.002488362	0.00097026	0.0005301792	0.00024443938	0.0011195932	0.006348295	0.0017820889	0.0154089555	0.0054355306	0.0067086695	0.0017456479	0.0014151405	0.0018619561	0.0011914427	0.0038735543	0.0011529685	0.00022562491	5.788683e-05	0.00019672092	0.00020994485	0.002606984
m	0.0032529703	0.0049928776	0.009495115	0.051716466	0.888573	0.023606928	0.004552075	0.001158949	0.0006386947	0.00058921095	0.0005823692	0.0011864271	0.0007554249	0.00038084592	0.0004480399	0.0005317042	0.00029122905	0.00030905823	0.00044519413	0.0009188226	0.00045140865	0.0005547036	0.00085332536	0.0010108817	0.00023484927	0.00045047543	0.0003648061	7.711424e-05	0.0006071442	0.00029659714	9.05777e-05	2.1738337e-05	8.1307546e-05	2.1845302e-05	0.00045773826
m	0.000682577	0.028683135	0.033897575	0.07576939	0.67525756	0.100407906	0.015148863	0.00083858584	0.0024832182	0.0012589865	0.0021771952	0.0035670942	0.0025744066	0.00052712904	0.0015259576	0.00087004504	0.0006433273	0.00014880316	0.00089207676	0.007368293	0.0017654003	0.0053138523	0.0054564723	0.004672713	0.0013047932	0.0012946429	0.0011964928	0.00080618524	0.0047510574	0.00096692226	0.00022557171	0.000111620306	0.00044650934	0.0030508952	0.013914808
e	0.01017641	0.040469468	0.20257238	0.1462861	0.14025503	0.010317764	0.04069318	0.030315187	0.0106292125	0.048861954	0.0043338407	0.0044519133	0.002384679	0.001639258	0.00450531	0.0034264703	0.0014791487	0.009113399	0.009345423	0.008056162	0.0026300051	0.0070700585	0.014821416	0.008612047	0.0016807938	0.0054921266	0.004671729	0.0015077578	0.0036200667	0.0029229415	0.0015093108	0.0064867632	0.005403845	0.0390866	0.16517228
r	0.0011391293	0.006463462	0.014565261	0.11287253	0.6561191	0.10222031	0.081400506	0.009707128	0.0031159054	0.0015026344	0.00093343225	0.0004622839	0.00056496874	0.0003538803	0.00070117705	0.00021856143	0.00011709565	0.00041867138	0.0005418987	0.0006899101	0.00020244495	0.00031597502	0.0013581851	0.0017242678	0.00016551149	0.0003768819	0.0003550784	7.876702e-05	0.0001829988	0.00028009393	7.01671e-05	4.206661e-05	0.00013040722	5.4630946e-06	0.00060385204
i	0.00086762715	0.036466252	0.0344023	0.052723717	0.5905364	0.05243804	0.030310223	0.009458315	0.02568947	0.010689904	0.0067262873	0.006429219	0.009591342	0.0026774786	0.0119654015	0.0027717059	0.002634106	0.0018781299	0.0047251787	0.008654286	0.0024387382	0.026127126	0.009529643	0.009604641	0.0027049854	0.004635023	0.006525739	0.0028348786	0.005775456	0.004445472	0.00050391525	0.0016629552	0.0016745935	0.00220973	0.017691636
ì	0.0011430307	0.004947936	0.0074691265	0.041837234	0.20308343	0.376825	0.32405075	0.021948619	0.0057910904	0.0015652609	0.0015360096	0.00072613824	0.0007026827	0.00032437552	0.0004105548	0.00028209607	0.0001762292	0.00031947845	0.00057772803	0.00090087863	0.0002972348	0.00018213908	0.0012937027	0.0013781667	0.00020855282	0.00034132635	0.00030425494	0.00011026222	0.00025737833	0.00021436774	0.00012543057	9.235264e-05	0.00028061747	2.4501884e-05	0.00027208953
c	0.0051941993	0.0077439486	0.007083283	0.013324187	0.40849757	0.34092537	0.06542284	0.020256191	0.022897346	0.006024279	0.006498281	0.010308612	0.010497815	0.00387942	0.0051664445	0.0026277397	0.0009982549	0.0015745056	0.003041612	0.00483902	0.002604014	0.007968713	0.0044840425	0.0055674417	0.00371676	0.003275044	0.004519052	0.0027188237	0.0058797398	0.0036205547	0.0020675594	0.00037881968	0.0024701955	0.00044255742	0.0034857723
h	0.011847341	0.07117933	0.052242	0.046238184	0.23742887	0.20384549	0.06723668	0.019758152	0.029096039	0.010389641	0.009993655	0.007356094	0.0062656146	0.0032652915	0.0038655947	0.004791216	0.0015022748	0.0027513537	0.0084132105	0.012552669	0.008444749	0.011943575	0.025861824	0.020054175	0.0046646674	0.0075991405	0.0053357724	0.0021159765	0.0068544173	0.00490454	0.0014520118	0.00047089977	0.0017376532	0.009558429	0.07898337
a	0.01163014	0.007163519	0.027937926	0.0125135835	0.1989101	0.053821262	0.09983614	0.08555717	0.0526105	0.06014438	0.014630978	0.014934232	0.013580629	0.0072094086	0.013547048	0.005278391	0.0037692806	0.011854459	0.010514316	0.014253592	0.0049995966	0.017443402	0.015026314	0.013142087	0.007199264	0.008509102	0.01186162	0.011194535	0.011153699	0.009278139	0.009897384	0.03307248	0.03793263	0.046171293	0.043421444
m	0.0016551856	0.0044520665	0.0070873247	0.019915724	0.13725963	0.2571658	0.45420325	0.057517316	0.031186623	0.005304403	0.0021921583	0.0016489944	0.0013401826	0.0006471707	0.0012320699	0.0003573931	0.00024398556	0.0008923863	0.00087874895	0.0014871198	0.00034301684	0.0009586333	0.0021950577	0.0024280767	0.0002780385	0.0006079319	0.0006475158	0.0003238717	0.0005311584	0.0005658775	0.00033920057	0.00030555518	0.0011097093	9.25919e-05	0.0026062108
o	0.0016640169	0.022644717	0.02416647	0.011665637	0.083564535	0.1247842	0.15092885	0.03673412	0.1355644	0.02846765	0.03177359	0.009147051	0.031520598	0.007760062	0.025457153	0.003921281	0.0014688652	0.0045045884	0.015124543	0.011647845	0.0044027604	0.047820073	0.021271393	0.025577417	0.012504235	0.011075688	0.022079127	0.019541735	0.00759896	0.013299352	0.004092798	0.0035209272	0.0071483995	0.002905873	0.034651108
n	0.0003801394	0.0011456446	0.001208184	0.0026951202	0.012771895	0.10472968	0.6912555	0.11885459	0.036710113	0.005646734	0.0040920665	0.0035063173	0.001778485	0.0011857827	0.0010118524	0.0006292401	0.00043558763	0.00049262913	0.0007927384	0.0015593348	0.000570168	0.00042764435	0.0014962805	0.0018537145	0.00052711484	0.0006756821	0.0006404308	0.00034780704	0.00065329013	0.0004968176	0.0004778602	0.0001732233	0.00058540923	1.8612234e-05	0.00017427983
