 	è	pericoloso	di	nuotare	di	notte	</S>
è	0.9287294	0.0710424	0.00017527337	1.093319e-05	1.237733e-05	2.3363841e-06	2.7208802e-05
p	0.052072782	0.92119884	0.0028573424	0.010764185	0.0074632405	0.00088101014	0.004762535
e	0.021674814	0.9699653	0.001069756	0.0006961416	0.00019654153	0.00030803887	0.006089328
r	0.012136296	0.97690374	0.010437577	0.00038305545	2.1356967e-05	1.8650854e-06	0.000116114665
i	0.010377961	0.9398638	0.029384403	0.003729046	0.0007312149	0.0016078046	0.014305731
k	0.10406551	0.116658494	0.77139616	0.0066242507	0.00027413073	1.3665201e-05	0.00096772885
o	0.016391598	0.6417665	0.28495085	0.02680709	0.002786966	0.002064115	0.02523291
l	0.024844557	0.012368068	0.9430115	0.01819086	0.0006143052	1.6361846e-05	0.000954237
ò	0.008368605	0.35493603	0.56410056	0.047736518	0.004189677	0.00072291406	0.019945702
s	0.027053408	0.0048480458	0.8288695	0.13695854	0.0013038659	7.2232564e-05	0.0008944608
o	0.008093714	0.09179933	0.7291373	0.0807051	0.0049496926	0.002419409	0.082895435
n	0.007996901	0.0076567675	0.23212574	0.730174	0.020710342	3.753423e-05	0.0012986969
a	0.007840061	0.16787872	0.28538933	0.47924802	0.014367305	0.0022244337	0.043052062
n	0.0057670996	0.0007986638	0.032416664	0.8995879	0.05993402	7.208132e-05	0.0014235909
a	0.007084733	0.032366514	0.045502283	0.866557	0.021147927	0.0020419299	0.02529958
r	0.008987253	0.0009575826	0.01686556	0.7234237	0.24614003	0.00023371873	0.0033922356
è	0.0068278215	0.025124991	0.030537931	0.80114216	0.058637943	0.0050750007	0.072654195
t	0.012108224	0.0020602606	0.011098941	0.32448453	0.6389422	0.006741681	0.0045642434
s	0.008121156	0.006639755	0.018370185	0.5093599	0.20945376	0.027105277	0.22094999
i	0.084381275	0.0058763246	0.040803593	0.10513981	0.1969803	0.18683866	0.37998
à	0.0028623503	0.0012646179	0.020470172	0.11509461	0.68364084	0.049219646	0.12744783
t	0.0029197508	0.0015858052	0.006410909	0.020423375	0.66268265	0.18620743	0.11977012
s	0.007705059	0.003949748	0.009333374	0.056236558	0.3588462	0.3632438	0.2006853
e	0.029795932	0.0018113963	0.00919796	0.020600842	0.0772952	0.43062472	0.43067402
n	0.002013424	0.00036484207	0.0043949573	0.026587732	0.1425242	0.38232058	0.4417942
ì	0.0371329	0.03432246	0.021778269	0.031118985	0.06477683	0.3067711	0.5040994
t	0.0100542875	0.000738857	0.004378276	0.008921207	0.052258275	0.67838234	0.2452668
t	0.0062551685	0.0018626531	0.004196629	0.010367256	0.034523506	0.7024024	0.24039234
a	0.0049989093	0.00017658461	0.0010888305	0.0025233608	0.005953976	0.93473905	0.05051925
</S>	0.00088588736	0.00022743996	0.0027060637	0.01485247	0.055076413	0.08955793	0.83669376
