 	vestito	il	mio	fratello	lo	avevo	portato	fuori	con	me	</S>
n	0.9978388	0.0020438053	9.2652364e-05	1.118848e-05	1.1349597e-05	1.3893375e-06	3.431441e-07	9.496472e-08	7.48698e-08	2.2793834e-08	3.3303866e-07
d	0.8353783	0.069476984	0.02906159	0.008328983	0.022758313	0.01562219	0.003592636	0.0022895355	0.0006396899	0.00045651247	0.012395262
ì	0.7837303	0.1911677	0.020959763	0.001096587	0.0027804829	0.00011705197	5.5259017e-05	1.3832881e-05	1.6794407e-05	1.8929977e-06	6.025641e-05
s	0.36340347	0.55571175	0.06759071	0.0035386437	0.0069657937	0.0016574292	0.00014621294	1.5533466e-05	6.9306043e-06	1.0430953e-05	0.0009531195
o	0.5267384	0.395135	0.046003222	0.007955052	0.005521402	0.00086607307	0.00039099975	0.0009802533	0.00050110026	0.0012183671	0.01469025
n	0.115768746	0.7885378	0.09294654	0.0024033647	0.00032805614	9.467665e-06	2.3905382e-06	4.953634e-07	4.1323455e-07	2.703236e-07	2.3982975e-06
t	0.0758533	0.8220676	0.0645131	0.012912609	0.0050351643	0.0014052951	0.00064167246	0.0012242522	0.0006406296	0.00038198184	0.015324414
a	0.072219655	0.75065416	0.11930822	0.021778144	0.023135813	0.0091835195	0.0012290993	0.0017761695	0.00025643443	6.6150285e-05	0.00039270084
o	0.09531406	0.54701626	0.34758368	0.0070046224	0.0027576222	0.0002050586	6.205295e-05	2.0884025e-05	8.740689e-06	1.3587894e-06	2.5607686e-05
n	0.003985967	0.13703318	0.7887618	0.06094547	0.0061678425	0.0026350734	0.00010720102	4.6896213e-05	5.590041e-06	1.328821e-05	0.00029771915
a	0.019383254	0.13232067	0.5493784	0.24143034	0.030931905	0.007872405	0.00070095627	0.0004774805	8.49701e-05	0.00017538811	0.01724418
d	0.018613996	0.016708583	0.54424685	0.3882464	0.029627234	0.0019470303	0.0001242059	3.9013405e-05	9.340902e-06	1.9733263e-05	0.00041758886
e	0.0052024354	0.037884273	0.36363354	0.530206	0.04486352	0.011088831	0.0010120133	0.0006030673	7.617903e-05	7.452151e-05	0.005355603
r	0.008632828	0.010464781	0.15805592	0.6094153	0.20292322	0.0094827255	0.0004775156	8.853344e-05	1.3891526e-05	1.52175935e-05	0.00042999073
f	0.002959579	0.01589733	0.06931059	0.8231531	0.06075387	0.009076215	0.0016267899	0.0013364246	0.00025567165	0.00034066054	0.015289785
ò	0.35317892	0.12811665	0.083245285	0.21941385	0.19883052	0.005772714	0.0035007936	0.0007543297	0.00080050586	0.0002583206	0.006128088
m	0.0051572924	0.00227173	0.02140495	0.60772824	0.35241008	0.0100099165	0.00060560316	0.00021071549	1.845082e-05	2.0988227e-05	0.00016195285
m	0.019605966	0.016758807	0.036538213	0.58888143	0.18036768	0.02726684	0.0057848687	0.0040620207	0.0015643073	0.030121556	0.08904824
u	0.3910793	0.0213421	0.01383452	0.19893193	0.2808277	0.00783003	0.009723646	0.0091426335	0.0057357447	0.006637647	0.05491476
o	0.0032020395	0.0029805854	0.022306796	0.0645242	0.7699082	0.11726937	0.01780722	0.0013723474	9.381892e-05	2.162066e-05	0.0005137665
n	0.0004270047	0.0026113642	0.013243162	0.01417771	0.23074017	0.6793062	0.05211146	0.006056833	0.00044393825	0.00019547202	0.000686714
ì	0.0022821852	0.008328161	0.018763335	0.044605974	0.31587642	0.48529142	0.06606653	0.022796672	0.0025554495	0.0026067088	0.030827075
c	0.0054611103	0.0041191853	0.0052239597	0.010832557	0.09832478	0.5783389	0.21383691	0.08031757	0.0013732326	0.00034067564	0.0018311183
h	0.07314044	0.05480623	0.060904086	0.042157367	0.09227922	0.3618219	0.08774631	0.010189516	0.0032067532	0.012396299	0.20135194
a	0.06060149	0.0063295797	0.0030932766	0.018243408	0.19742574	0.29769662	0.17148422	0.1464095	0.051675584	0.02229667	0.02474396
p	0.0015484232	0.0013356124	0.0037956438	0.005576022	0.05052988	0.43302912	0.44113547	0.057215657	0.0021552928	0.00022950378	0.0034493662
à	0.005176463	0.012395245	0.013247588	0.0037873003	0.031624287	0.4444336	0.31838542	0.018985614	0.0058695623	0.0073157926	0.13877906
r	0.0019136653	0.0013321663	0.002014187	0.0014647277	0.0059471126	0.19011396	0.67432374	0.10953003	0.0066509293	0.0018187519	0.004890735
o	0.01757311	0.038235933	0.018597325	0.002175879	0.021618327	0.38223082	0.30232736	0.029308567	0.0128539195	0.08618647	0.0888923
n	0.0008361127	0.00048719122	0.0013992575	0.001856089	0.0063168956	0.035917234	0.52000976	0.332857	0.08621736	0.008201227	0.0059018517
t	0.008710051	0.009921222	0.0074033807	0.0012684251	0.008828794	0.12778379	0.61722267	0.12190913	0.02756777	0.026479198	0.042905483
a	0.008321215	0.002565101	0.0017272814	0.0032634514	0.0024572539	0.010699675	0.2756137	0.33417663	0.31645817	0.020978194	0.023739275
d	0.00042599608	0.00088287337	0.0023319586	0.0022088417	0.0051382734	0.030352771	0.3964787	0.38372883	0.14118561	0.012067236	0.025198922
e	0.012817779	0.011588084	0.013157959	0.0016882194	0.0035319743	0.033271182	0.35463816	0.15383747	0.055544455	0.124082915	0.23584174
f	0.0013641845	0.0013832721	0.0021625753	0.0012867044	0.0017012218	0.011399683	0.13818602	0.5724435	0.19577827	0.054618277	0.019676346
ò	0.0083014015	0.0076894853	0.006236606	0.0013051091	0.0026462355	0.019918567	0.16738178	0.30364877	0.13884299	0.26649225	0.07753687
r	0.0011808425	0.0008476599	0.0011248845	0.0010103825	0.0009537489	0.0020672437	0.036219187	0.37039453	0.3312494	0.23892242	0.016029702
e	0.012142934	0.017191181	0.008167531	0.00068727287	0.0027566499	0.017260637	0.1196202	0.22094396	0.22079335	0.274551	0.10588528
m	0.00085888855	0.00063425547	0.0013566457	0.0010459708	0.0014862911	0.0062401476	0.025607161	0.06447206	0.07202509	0.60556966	0.22070384
a	0.016753638	0.01440162	0.015534472	0.0021311664	0.004718544	0.012426735	0.064815424	0.0952587	0.09430444	0.3449411	0.3347141
m	0.0012877749	0.0015484499	0.0026035928	0.0014421266	0.0014033468	0.005790062	0.01852857	0.054036703	0.051497806	0.6363447	0.22551697
è	0.014602307	0.0117456205	0.01648091	0.0033205072	0.0043662232	0.009628974	0.027564636	0.03545859	0.043981668	0.6008518	0.23199876
n	0.002314034	0.0018286897	0.0021646218	0.0016314199	0.0016708963	0.0021822315	0.0055795643	0.025442276	0.051906798	0.8238587	0.08142072
a	0.018746138	0.026453342	0.012994875	0.00079166546	0.0024191923	0.0073901936	0.01427099	0.03052416	0.07098061	0.7081648	0.10726403
</S>	0.0004773971	0.00052398397	0.0009535198	0.0005763936	0.0005728071	0.0025644933	0.0074654394	0.011879796	0.012704955	0.35713866	0.6051426
