 	e	forse	è	entrato	dalla	finestra	il	ladro	</S>
c	0.9659662	0.02937104	0.00014360769	0.004508499	1.399591e-06	6.3682846e-06	1.0608646e-06	3.5619473e-07	1.5436079e-06
e	0.37982735	0.55486476	0.019086624	0.028133119	0.0022316151	0.0044762543	0.0030162754	0.00080094417	0.007563069
f	0.012725065	0.96745825	0.0016334524	0.016124204	0.0004110962	0.00030536993	0.00027119817	0.0001656453	0.0009056295
ò	0.019334396	0.9367211	0.0024057399	0.040431745	0.00027041146	0.00014239563	4.339236e-05	3.0206262e-05	0.0006207834
r	0.3560252	0.5795522	0.024031725	0.03996039	0.00015893219	0.00015446868	1.2437555e-05	8.680453e-06	9.598014e-05
s	0.0883457	0.80820924	0.0063506435	0.08571432	0.00034506863	0.00011161798	5.7564386e-05	0.00012396825	0.010741939
i	0.21771061	0.56940275	0.046524826	0.159206	0.0044215107	0.0020061324	0.00017858479	6.258945e-05	0.0004870343
è	0.16212414	0.55274236	0.11464611	0.1698341	0.00041773263	0.00013017874	2.5201378e-05	5.497255e-06	7.4650496e-05
n	0.010256465	0.5935242	0.20070232	0.18820824	0.0057794903	0.00017302255	3.6769237e-05	0.0001653875	0.0011541065
a	0.018718017	0.15287453	0.25656402	0.52763146	0.0080138305	0.0003664142	0.00017876575	0.0009508734	0.034702074
m	0.014249533	0.0059580794	0.87469095	0.07889851	0.025817623	8.815747e-05	1.5374442e-05	4.5347602e-05	0.00023650845
b	0.0021144396	0.036294863	0.09267661	0.84607065	0.0130388085	0.0004104886	0.00016620073	0.00029560717	0.0089322645
ì	0.0385605	0.005212621	0.15264705	0.7834248	0.011233466	0.0070002945	0.0012011052	9.1493675e-05	0.00062862324
k	0.0070375344	0.0062015112	0.6114433	0.095127665	0.27534923	0.0026040394	0.0002779653	0.00012937057	0.0018293002
e	0.004836663	0.01774806	0.033464715	0.8940173	0.0299922	0.007302722	0.001760552	0.0026650797	0.008212648
à	0.030146398	0.002833379	0.2614424	0.039134838	0.60116816	0.06248555	0.0019750693	0.00020977305	0.00060440775
t	0.0015271403	0.0004913061	0.00393806	0.0106871	0.96511704	0.01426994	0.001434421	0.0006106009	0.0019243063
t	0.0015325688	0.0006337532	0.010470846	0.033324484	0.9251114	0.015692389	0.0023504745	0.003677846	0.007206108
i	0.11386504	0.0107235415	0.035421968	0.36563987	0.13192706	0.1843627	0.027260061	0.0046857256	0.12611406
f	0.0026793492	0.0022163154	0.06057885	0.005416725	0.21458906	0.61987793	0.07290415	0.006277455	0.015460111
i	0.013003554	0.021593543	0.0554507	0.07402637	0.25143138	0.29620335	0.022332933	0.025029333	0.24092878
n	0.0106784105	0.0003665128	0.03368731	0.00096211064	0.0834734	0.6500893	0.20850676	0.008808975	0.003427189
è	0.01109539	0.012717186	0.037295118	0.024219288	0.18063512	0.353483	0.10413562	0.034812074	0.24160728
s	0.007181021	0.00052912807	0.007202949	0.0002836892	0.02663192	0.4165512	0.52900016	0.0075344923	0.0050853947
t	0.008690268	0.0026471384	0.029815234	0.01062158	0.03625088	0.41589117	0.17747177	0.094438456	0.22417358
r	0.07224671	0.0015885569	0.019679647	0.017731076	0.006115512	0.5417351	0.28542057	0.006533071	0.048949786
a	0.04235957	0.0047417535	0.04585266	0.018047683	0.0051726615	0.53920037	0.3047743	0.007877042	0.031973995
o	0.0015278606	0.00027351733	0.019935586	0.0005626043	0.028940564	0.09353397	0.63423985	0.16875643	0.052229617
l	0.0007781234	0.00047772532	0.0031623738	0.00031160263	0.0045190523	0.00577465	0.42258683	0.517248	0.04514166
à	0.01850409	0.0030153187	0.025417028	0.0018817134	0.015384815	0.017564531	0.36460733	0.2679776	0.2856475
d	0.0057111615	0.0011765327	0.0053973836	0.00058511354	0.005725291	0.009602406	0.2741709	0.51250017	0.18513103
r	0.008250166	0.0015477656	0.024708036	0.0012042361	0.0034460654	0.015918057	0.17755632	0.6156255	0.15174384
o	0.07718185	0.0058112284	0.10425007	0.005367219	0.010227494	0.14633146	0.42020795	0.05944014	0.1711826
</S>	0.0011514388	0.00017258714	0.003987299	0.00041467632	0.007989445	0.007141075	0.05252697	0.31526133	0.61135525
