 	voglio	che	Maria	è	di	venire	domani	</S>
t	0.99431944	0.0054005454	0.000254331	3.8375556e-06	1.4787683e-05	1.0115439e-06	1.4784827e-06	4.481054e-06
è	0.6712082	0.04686669	0.23737453	0.007700101	0.005257003	0.0015300422	0.0011557551	0.028907668
l	0.76880145	0.087297045	0.12593284	0.0068282657	0.005630744	0.00034508033	0.0004516269	0.0047129546
o	0.8308276	0.040882036	0.10677666	0.0018594735	0.0005452856	0.00014485964	0.00030724838	0.018656807
k	0.023014057	0.91724455	0.059535164	0.00018767957	1.4989507e-05	6.9828405e-07	3.0532257e-07	2.622585e-06
a	0.009424643	0.02337155	0.9611962	0.002706519	0.000559812	0.00022612777	0.000107931955	0.0024072086
i	0.07882265	0.7717702	0.14414185	0.004986902	0.00015999092	2.7826865e-05	1.9315783e-06	8.863911e-05
M	0.0040518343	0.024322439	0.9605525	0.010552755	0.00023391239	5.664774e-05	1.2573873e-05	0.00021729612
a	0.010634947	0.08681328	0.89400274	0.0029477861	0.0031749965	0.00017198383	4.1480485e-05	0.0022128792
r	0.1579709	0.40663388	0.387683	0.03854436	0.008731428	0.00022404686	7.8515084e-05	0.00013381429
ì	0.11725542	0.071464114	0.7421078	0.05396531	0.01376152	0.0008897793	0.00015834378	0.00039768958
a	0.6274259	0.17566815	0.006436143	0.15249388	0.035709392	0.0020913167	9.8155884e-05	7.703183e-05
è	0.0008662195	0.0039471854	0.132281	0.79798937	0.018173598	0.034402873	0.003080554	0.009259161
n	0.0016980782	0.007930128	0.021896161	0.37430742	0.49186113	0.09941445	0.0026369265	0.0002557341
a	0.00070756685	0.007627448	0.08284367	0.26314157	0.13262984	0.32736883	0.17623311	0.009447983
r	0.0017543106	0.008423847	0.018680159	0.15929414	0.48706973	0.29997596	0.021047743	0.0037541164
t	0.00049371086	0.011985985	0.053121507	0.067390464	0.12994882	0.20040603	0.505905	0.030748446
i	0.0798691	0.106462225	0.011830416	0.087216295	0.4322303	0.14066482	0.07281779	0.06890911
à	0.0008665364	0.0068242173	0.049382094	0.16988239	0.386487	0.15403315	0.07902752	0.15349703
v	0.00021800889	0.0019843755	0.0025413707	0.004606988	0.051150203	0.7174644	0.17647316	0.04556162
v	5.5220327e-05	0.0013231334	0.003989402	0.0023989787	0.020544529	0.03115853	0.92597914	0.014551047
r	0.011228293	0.153615	0.06276427	0.17377964	0.11522942	0.017303389	0.2078157	0.2582643
i	0.06752055	0.3129846	0.09964778	0.20216729	0.1009545	0.012425434	0.1311516	0.07314832
</S>	0.0008316939	0.0032146606	0.008718875	0.0609453	0.057337668	0.0082408395	0.0026682313	0.8580428
