 	sul	muro	vuole	uno	specchio	</S>
s	0.99976283	0.00023630566	1.2222655e-07	7.4807883e-07	2.8903388e-08	4.6823196e-08
t	0.92593294	0.06674669	0.0002355068	0.0008606786	8.868658e-05	0.006135611
o	0.9990951	0.00089653017	1.5933686e-06	1.6778845e-06	5.9522915e-07	4.5910747e-06
t	0.7721807	0.2247728	0.0018934871	0.000672037	8.127667e-05	0.00039965456
ì	0.17257184	0.746783	0.019174	0.009174355	0.0038401263	0.04845668
c	0.301468	0.6505825	0.045776006	0.0017026624	9.778365e-05	0.00037297595
h	0.45768195	0.35583884	0.056531053	0.051003177	0.003643836	0.07530109
o	0.99787784	0.0018592014	0.00018994341	4.178078e-05	9.7620705e-06	2.154418e-05
t	0.4376504	0.4382456	0.114143066	0.007849465	0.0009829116	0.0011284752
è	0.004032973	0.018658597	0.87645835	0.011623954	0.022269517	0.066956624
l	0.035910163	0.1453931	0.7547173	0.04693103	0.003314967	0.01373339
i	0.028096067	0.056865945	0.8723604	0.0016769305	0.0047385124	0.03626226
o	0.56779724	0.33615762	0.06268505	0.014830066	0.0048245573	0.0137053905
j	0.00602654	0.20194738	0.04811804	0.673594	0.040811162	0.0295029
a	0.0047718836	0.04940219	0.024727551	0.5879246	0.22529127	0.10788254
l	0.01584864	0.08969953	0.018582221	0.48285735	0.08058493	0.31242728
ì	0.0051375753	0.04637353	0.10986245	0.18863152	0.11006526	0.5399297
</S>	0.0016128366	0.013221721	0.0064624553	0.0023247416	0.016879268	0.959499
