 	vestita	la	figlia	l'	avevo	portata	alla	chiesa	</S>
n	0.97437483	0.025153445	8.5533364e-05	0.00030539292	1.940071e-05	1.9802948e-05	4.3904893e-07	3.4004846e-05	7.248313e-06
d	0.5899524	0.234654	0.041371856	0.03470962	0.031055491	0.0065316823	0.0010192341	0.0042169434	0.0564888
ì	0.17962453	0.8120533	0.0018082657	0.005576962	0.0003884911	0.00044406782	2.8677516e-06	3.177454e-05	6.984279e-05
s	0.121875875	0.87617886	0.00085508334	0.0007857364	0.00025365042	2.5027499e-05	8.098021e-07	7.6575594e-07	2.4274632e-05
o	0.14474277	0.8368401	0.0078065884	0.0030501904	0.0028510266	0.0024925286	0.00020900331	0.0009419273	0.0010658889
n	0.101627104	0.8622098	0.0341264	0.0019558335	5.5825436e-05	2.1209284e-05	3.6112763e-07	1.6172337e-06	1.9845681e-06
t	0.062213197	0.8802037	0.031903688	0.007006428	0.010623775	0.005186164	0.00044972976	0.00039440108	0.0020189339
a	0.0909252	0.7145981	0.11734327	0.05190328	0.016172666	0.0030764583	0.00019194932	0.0024594138	0.0033296705
t	0.07976812	0.51656824	0.36277932	0.038545396	0.001534095	0.00076368987	5.9282784e-06	6.98973e-06	2.822059e-05
i	0.012725022	0.68287385	0.16781442	0.032267656	0.058532137	0.024802899	0.0007592767	0.0016190187	0.018605718
k	0.011239529	0.08236008	0.8512306	0.051261656	0.003552063	0.00027817977	8.986084e-06	1.833112e-05	5.0578237e-05
i	0.0029538975	0.060302857	0.90043616	0.018816235	0.010601911	0.0022013315	9.97463e-05	0.0003940446	0.004193855
a	0.008416838	0.033324596	0.80646527	0.14698048	0.004311799	0.0004441148	1.13185615e-05	1.5267728e-05	3.04186e-05
t	0.001231261	0.013160558	0.844751	0.09433081	0.043854307	0.0011612773	3.2286476e-05	0.0011082734	0.0003701513
è	0.0012436343	0.019401845	0.87020814	0.060205426	0.036128905	0.002863753	6.973339e-05	0.0012666234	0.008611955
r	0.00862616	0.0070649926	0.5435343	0.34508637	0.09215587	0.0030940806	0.00015072436	8.34525e-05	0.0002041174
a	0.00091389293	0.008606634	0.7613989	0.15045056	0.044582445	0.0064364695	0.0009179701	0.0007556411	0.025937418
t	0.0018924696	0.0049988218	0.091511235	0.31469217	0.5387701	0.04767349	0.0003385546	8.587004e-05	3.732627e-05
i	0.0009291139	0.018009866	0.2835868	0.17035705	0.33794838	0.06191202	0.0014200334	0.0014873444	0.1243494
n	0.00070603576	0.0013795951	0.009031529	0.019880215	0.90856344	0.058957245	0.00072006823	0.00034732284	0.00041444867
ì	0.0008938495	0.009754266	0.026047954	0.013516176	0.7689264	0.08239206	0.0014041703	0.0053964094	0.09166873
c	0.005761632	0.004649716	0.007938498	0.011695485	0.63044953	0.32122123	0.010304057	0.0018833865	0.0060964692
h	0.031800125	0.04019301	0.026578818	0.005220198	0.36056247	0.4999354	0.005615529	0.0010139957	0.029080464
a	0.003762638	0.0021413069	0.04369518	0.076534286	0.43159312	0.3685345	0.025803523	0.016434195	0.031501263
p	0.0026666825	0.0016095456	0.028655913	0.021236807	0.23942545	0.66937923	0.035999153	0.00054371584	0.0004834793
à	0.0008556708	0.007292503	0.0031490545	0.0026639085	0.15345526	0.7484203	0.016835578	0.00041128777	0.06691649
r	0.0023014843	0.0026567264	0.0013995752	0.0017283643	0.06653538	0.54744065	0.1651299	0.010639845	0.20216803
o	0.0012687371	0.012813498	0.012725167	0.0043379283	0.38170862	0.4388121	0.11496899	0.001183385	0.032181595
n	0.0033361232	0.0018964737	0.019199722	0.012716323	0.0673821	0.20428653	0.6713646	0.0004848592	0.019333297
t	0.0011926121	0.021284861	0.0027023235	0.0022487943	0.057468366	0.6739528	0.19214286	0.000850574	0.04815681
a	0.002103646	0.002345989	0.049632438	0.011153614	0.01930175	0.26889986	0.60354793	0.0041472223	0.038867477
s	0.0026002657	0.0029649544	0.04688797	0.018266128	0.059762925	0.16851708	0.6871252	0.00046498157	0.01341046
t	0.0015824217	0.017123787	0.0023211176	0.00086320407	0.015031272	0.1420642	0.39191115	0.012784777	0.41631806
i	0.009904651	0.011270075	0.027411433	0.0044343616	0.0058146226	0.2244215	0.7102378	0.000344822	0.006160824
n	0.0025278346	0.0038661393	0.014112084	0.006229522	0.10321664	0.14785284	0.47590446	0.0054163174	0.24087414
a	0.0025120357	0.033867206	0.0041210093	0.0018015036	0.019396428	0.060214277	0.587175	0.08082319	0.21008933
g	0.015528705	0.009674275	0.019210929	0.0077736215	0.03781502	0.055730183	0.6626583	0.01060986	0.18099904
l	0.0008657686	0.008323106	0.0019942904	0.0012188841	0.011176985	0.036907345	0.20908678	0.04152106	0.6889058
i	0.010563389	0.038988926	0.032751206	0.021092968	0.07877271	0.29363915	0.51740676	0.0006517816	0.0061331256
s	0.009988226	0.0072903037	0.035529338	0.01012563	0.09592447	0.12772991	0.4907505	0.0046730815	0.21798864
ì	0.002168312	0.027758256	0.0040430357	0.0024345436	0.029540114	0.104049645	0.3894447	0.10317486	0.33738652
a	0.008812887	0.0055256877	0.008853305	0.004652674	0.010703523	0.024610203	0.5296208	0.002768146	0.4044527
</S>	0.00036475775	0.0021031154	0.0006341254	0.00055578776	0.0067674858	0.017323209	0.069858424	0.05807013	0.844323
