 	mia	sorella	non	è	venuta	mai	qui	come	io	</S>
e	0.9981774	0.0015728106	0.00018715093	4.0938943e-05	1.9508343e-05	6.0677763e-07	4.4394366e-07	2.697201e-07	6.6962855e-08	7.954649e-07
d	0.5237373	0.34613416	0.020747129	0.053134963	0.007317309	0.019877745	0.0045776223	0.019048743	0.0016472206	0.0037777799
e	0.1838452	0.7776	0.012831636	0.00896844	0.0054780375	0.00085125084	0.00015448619	0.0008569247	4.67561e-05	0.009367292
r	0.14457661	0.833592	0.010569177	0.0068438123	0.0030376418	0.00015774473	4.1494324e-05	5.138839e-05	1.5176841e-05	0.0011150194
f	0.08259162	0.68751764	0.09286225	0.044696633	0.017375361	0.006213094	0.0007350129	0.0017717435	0.00056890014	0.06566771
ì	0.86923903	0.06429814	0.036420677	0.019517008	0.006195959	0.0018230616	0.00045651276	0.00012775243	0.000105451705	0.0018164235
m	0.19555363	0.516282	0.22832292	0.051089235	0.007467841	0.000744756	9.164762e-05	2.7766297e-05	5.899688e-06	0.00041426445
m	0.04953796	0.59891886	0.1041825	0.077103145	0.029170051	0.020485045	0.001464991	0.0020043254	0.002228202	0.11490488
u	0.4503771	0.19635597	0.14278728	0.075931266	0.09419621	0.023685778	0.007917812	0.0032333352	0.0005104655	0.0050047864
e	0.13831545	0.046270084	0.5725219	0.10847769	0.13230893	0.0015892872	0.00019563513	8.822088e-05	9.656397e-06	0.00022315295
n	0.0026007076	0.024212427	0.2740701	0.41757995	0.2652723	0.01426523	0.0006933841	0.0007412899	5.991518e-05	0.0005047364
è	0.0069671655	0.04677717	0.20494491	0.25077662	0.44516188	0.020366218	0.0018143489	0.0018752803	0.00041413354	0.020902306
e	0.026114006	0.0238899	0.16993283	0.20656234	0.55791193	0.008884851	0.0034128206	0.0014926353	0.00013206548	0.0016665563
r	0.0005444975	0.0010840907	0.004007987	0.047942434	0.8884374	0.048322137	0.005085697	0.0028336835	0.00026981792	0.0014722522
t	0.0023776232	0.005360316	0.013555348	0.05353067	0.8265154	0.055615976	0.007474949	0.0018156696	0.0011646806	0.032589488
o	0.016459813	0.0015729155	0.0045643826	0.026568998	0.7300269	0.08724667	0.07447155	0.0018601033	0.0015282185	0.055700462
m	0.0017680379	0.0015209661	0.0038192968	0.034092177	0.102822006	0.7652382	0.08800352	0.0009517446	0.0002668385	0.001517146
è	0.004097975	0.0052273725	0.0073749693	0.0152026815	0.5703943	0.20575887	0.07698267	0.0060849157	0.0055309525	0.103345305
n	0.0013690025	0.000473482	0.0011720369	0.0032280711	0.012822154	0.7253394	0.25193357	0.0031637603	0.00017793803	0.00032062887
a	0.0027725212	0.0021989727	0.00434504	0.00899557	0.10942322	0.5769826	0.19706136	0.009119397	0.0076739322	0.081427366
m	0.0010030223	0.00030344765	0.0011615747	0.0037427323	0.0030542512	0.776669	0.20753832	0.004720814	0.001274965	0.00053187925
à	0.0027252075	0.0033639532	0.0041695335	0.0058357706	0.0370866	0.54460275	0.33097288	0.005364205	0.007856798	0.058022298
i	0.0021709483	0.0011134936	0.0018213611	0.0021260185	0.0021705923	0.29745796	0.6360177	0.051633045	0.0036269515	0.0018619326
e	0.0009660023	0.0010184441	0.00083258003	0.0013528492	0.0063805785	0.31095898	0.45265755	0.12311568	0.06624323	0.036474194
t	0.003956204	0.0068665757	0.004802808	0.006923656	0.0147948265	0.14199282	0.34891292	0.26898643	0.16420075	0.038562972
t	0.0063356436	0.012492385	0.007945651	0.011973685	0.020464439	0.12921508	0.45644227	0.13274895	0.1316202	0.09076178
ù	0.012751883	0.0024346448	0.004745795	0.0015528974	0.0009829965	0.01828683	0.12636471	0.007596397	0.111529216	0.71375465
k	0.0015679961	0.0010578737	0.0015270966	0.001718073	0.0008190619	0.02683464	0.05758634	0.4551505	0.39358076	0.06015764
ù	0.015124448	0.0033444993	0.008966987	0.014323185	0.0068449695	0.038727503	0.09029567	0.14736773	0.3934602	0.28154483
n	0.0017535945	0.0006658789	0.001563043	0.0014511048	0.00062094274	0.009605392	0.022406848	0.5254599	0.38650915	0.04996415
d	0.011928237	0.002398678	0.004954167	0.007974302	0.0063332208	0.016077694	0.031617127	0.13680193	0.5400476	0.24186698
u	0.0523396	0.0010466466	0.0076342397	0.00286782	0.0072676972	0.07870236	0.07224032	0.087095715	0.10924896	0.5815566
m	0.0004157538	0.00024843178	0.00042320124	0.0005954598	0.00031815298	0.006358516	0.0046869554	0.03128855	0.37638846	0.57927644
è	0.01167697	0.0027411024	0.005635999	0.008105296	0.0019187859	0.0024529092	0.0045043165	0.03853301	0.6015718	0.3228598
n	0.0019539434	0.0006486982	0.0018953192	0.0019052249	0.00062597514	0.011640282	0.011780696	0.060839854	0.25299293	0.6557171
a	0.018048903	0.0047516054	0.0063498523	0.009839877	0.0053268014	0.0028894483	0.004109226	0.0062866868	0.6099711	0.33242652
</S>	0.0025262656	0.0008809031	0.0035866732	0.0031795837	0.0006521267	0.031004494	0.011458072	0.05100893	0.18768188	0.70802104
