 	se	si	era	vestita	la	mia	figlia	l'	avessi	portata	alla	chiesa	</S>
a	0.89075136	0.08811331	0.019298198	0.00042022576	0.0011562526	4.836967e-05	6.074126e-06	6.538976e-05	0.00010359358	8.568538e-06	4.4910354e-07	1.5544707e-05	1.2698719e-05
n	0.026158879	0.096552275	0.83338505	0.025381539	0.0037691332	0.0042152293	0.0062475	0.0016653178	0.000904053	0.00011034305	9.312646e-05	0.0008116412	0.000705847
ì	0.004994873	0.06365776	0.9018423	0.011980499	0.007096221	0.0013451071	0.0012767967	0.00024151841	0.00016116082	4.657025e-05	1.14661725e-05	0.00013347609	0.0072121997
c	0.0028439048	0.030467162	0.9414097	0.0032558471	0.004164199	0.0010923543	0.0017208449	0.00095766195	0.0003633381	0.00022022202	2.278283e-05	0.0017498714	0.01173215
h	0.14002621	0.34556913	0.04327459	0.005754717	0.193148	0.04813445	0.01664026	0.12557827	0.07602751	0.0026824162	0.00016708407	8.939835e-05	0.0029079264
a	0.13109605	0.12074085	0.4401654	0.015110844	0.2386005	0.01493056	0.0006235863	0.0065809814	0.025337392	0.0018696727	7.589855e-05	0.0030346685	0.0018335879
n	0.006196891	0.022650095	0.017503347	0.17951703	0.7433146	0.028713193	0.0013655495	0.0003651646	0.00018528705	0.00014256028	1.0697917e-05	2.1163178e-05	1.4514686e-05
d	0.010306274	0.011892096	0.026750151	0.108811475	0.66291165	0.1513198	0.014883516	0.0037763927	0.0050257826	0.003832215	7.544611e-05	0.00014848098	0.00026665957
ì	0.15279935	0.012818086	0.0015033478	0.034047637	0.5945961	0.0781144	0.007100174	0.030778402	0.08256096	0.0020810044	8.6324966e-05	0.00050481	0.003009475
s	0.0011207273	0.004041995	0.0003388781	0.1075575	0.7420958	0.14335114	0.00071511255	0.0005740548	8.883637e-05	8.8777255e-05	9.564596e-07	3.2670837e-06	2.2931748e-05
o	0.014104873	0.009733597	0.021227552	0.02339646	0.77226734	0.116923414	0.0107666	0.005571365	0.00965435	0.01336352	0.00023920473	0.00061627204	0.00213548
n	0.0011775303	0.002282039	6.171052e-05	0.0034494128	0.2810362	0.69784695	0.010874801	0.0031314825	8.0595455e-05	5.162765e-05	1.2854207e-06	3.1703764e-06	3.1971474e-06
t	0.003739069	0.0039860033	0.012825542	0.025628567	0.55728596	0.37143436	0.011106798	0.0026877671	0.0016547164	0.0062580127	8.9596935e-05	0.00020140538	0.0031021761
a	0.031817816	0.0011930282	0.0006627018	0.009737428	0.25232753	0.40009966	0.025987018	0.040171657	0.23163214	0.0035629524	0.00031594708	0.0006358837	0.0018562761
i	0.0006109024	0.0011267762	8.7902554e-05	0.0018464674	0.059368446	0.8252848	0.09084598	0.019971939	0.00048602745	0.0003470806	9.884163e-06	1.931822e-06	1.1900776e-05
k	0.0009406823	0.0014136635	0.009521693	0.004896781	0.043737303	0.5759332	0.34453076	0.011678946	0.00026310756	0.002142138	4.559205e-05	0.0026865446	0.0022095845
i	0.0045902296	0.0041733677	0.022509618	0.010207975	0.027418062	0.2969649	0.552757	0.00975555	0.00096099934	0.0034547362	0.00014515176	0.008050194	0.059012108
a	0.0016613824	0.0036072452	0.0011898903	0.0020817814	0.0043558907	0.06770865	0.82682365	0.09025147	0.0006410761	0.00120288	5.6547313e-05	7.8480014e-05	0.0003410849
t	0.0002861708	0.00042663244	0.0034706034	0.0009503333	0.0036242772	0.01953169	0.8811787	0.058117982	0.0014335695	0.01610806	0.00023367678	0.009947443	0.0046909368
è	0.0005304197	0.0006071197	0.0038669512	0.0016303647	0.004573581	0.021934949	0.8718591	0.029952371	0.0012014466	0.008495181	0.00019748788	0.001998623	0.05315236
r	0.0013216762	0.002013137	0.0009301823	0.0011729789	0.0021714354	0.007054182	0.7907327	0.14744632	0.00395218	0.039468523	0.0010870071	0.00045786772	0.0021918018
a	0.001740949	0.0010695639	0.0060917162	0.0005674025	0.0013856262	0.0073017715	0.87721556	0.05341413	0.006742832	0.013339411	0.001280184	0.0013149143	0.028535854
m	0.00035094316	0.0008430233	0.00015568582	0.00037904698	0.0015142522	0.010469117	0.34560314	0.15956199	0.20838769	0.26155102	0.010029565	0.00052208133	0.000632399
u	0.0027075547	0.002720818	0.019792108	0.0015925549	0.00519486	0.005675663	0.55877316	0.04284632	0.00374322	0.19047377	0.0025153137	0.002340106	0.16162463
t	0.00067792734	0.002018542	0.0017501726	0.0015552365	0.0019738965	0.0056173536	0.17766695	0.04461372	0.077215455	0.625018	0.044553727	0.0073636826	0.009975355
i	0.0010523372	0.0021687814	0.012136286	0.0023331062	0.004662381	0.0070188344	0.19744606	0.020233925	0.0077054626	0.4868574	0.011349294	0.004502888	0.24253322
n	0.0003705435	0.0012611323	0.002241611	0.0012525574	0.0017340174	0.0036554385	0.030699076	0.009563181	0.045601286	0.7004297	0.142661	0.015935116	0.0445953
ì	0.0015363649	0.0020004972	0.020413285	0.0020986155	0.0043471362	0.0037798104	0.035938226	0.0030839178	0.006547784	0.6483837	0.033291515	0.018234504	0.22034472
c	0.0013779158	0.0017957824	0.0009594611	0.0011717842	0.0013909364	0.0019021875	0.013509817	0.004508431	0.035802078	0.428858	0.46604782	0.0017001412	0.040975597
h	0.017531682	0.025378652	0.030613769	0.014057241	0.009654068	0.026514243	0.024837565	0.0014903925	0.010697445	0.70206994	0.077069245	0.0015472281	0.0585385
a	0.009734064	0.00022495775	6.509092e-05	5.6007095e-05	0.000114694536	0.00019671583	0.008316603	0.0070942114	0.90045476	0.04504069	0.020561844	0.0012265381	0.0069138035
p	0.0010211087	0.0016750295	0.00036760792	0.001015015	0.00096821634	0.0035367329	0.031434465	0.0058375187	0.042748217	0.34620228	0.52940744	0.0012582914	0.034528054
à	0.0012304237	0.0024044989	0.011951323	0.0014889719	0.0028169327	0.0032152086	0.0034292745	0.001005265	0.0028724999	0.41744322	0.14474879	0.0027316387	0.40466195
r	0.00045546278	0.0013216975	0.0018239669	0.0008859057	0.0013017204	0.0014381014	0.0010491046	0.0011545753	0.0037346145	0.11981722	0.51974106	0.020296706	0.32697982
o	0.0017856673	0.0018855819	0.009491832	0.00074303773	0.0019562936	0.001590287	0.0079461895	0.0017100058	0.01249116	0.5076161	0.42698705	0.0034750004	0.022321735
n	0.0018742702	0.0027959705	0.00043683316	0.0009551728	0.0018392168	0.0040026624	0.03085424	0.014877311	0.025759507	0.05759309	0.78394115	0.001079839	0.07399071
t	0.0053606164	0.009658712	0.03610734	0.0011812965	0.0040458282	0.0029906016	0.002245993	0.0010123888	0.00313721	0.3057252	0.5503841	0.0061528175	0.07199797
a	0.042650275	0.0011195844	0.00031371086	0.000185623	0.0011143718	0.0019302401	0.014978338	0.008535238	0.6419709	0.032301478	0.24389483	0.0015690256	0.009436405
s	0.0036543102	0.0040155593	0.0010209326	0.0034636096	0.0028899163	0.01088651	0.08386606	0.015726078	0.028017418	0.092710055	0.649495	0.0014958264	0.10275876
i	0.006164179	0.011828859	0.05802961	0.0022206635	0.0035345564	0.0037064203	0.0016220714	0.0004966859	0.001446641	0.073778376	0.55844676	0.03470338	0.24402177
n	0.001746416	0.003405242	0.0028619252	0.003341854	0.0025179621	0.005593447	0.0076397015	0.0026239823	0.00436847	0.02563881	0.5600103	0.025074761	0.35517716
a	0.0064406483	0.011448611	0.09545547	0.0040013157	0.006894753	0.0073825778	0.0022873227	0.00100208	0.0016257099	0.052160077	0.4681915	0.11546258	0.22764733
g	0.003988122	0.0063010966	0.0044430383	0.0064669256	0.0040802048	0.010486061	0.018031687	0.0041929106	0.0070439572	0.029569184	0.5669687	0.017048337	0.32137984
l	0.001357309	0.0022579627	0.0191476	0.0022339309	0.0035062244	0.0037593509	0.0012202264	0.00045038786	0.0007367663	0.022548221	0.1444257	0.047240097	0.7511162
i	0.013830321	0.020484822	0.021940578	0.0031234354	0.011338543	0.019380458	0.026965093	0.010500237	0.016302831	0.19681884	0.65455914	0.0008450843	0.00391068
s	0.0036193538	0.006195963	0.0034344974	0.0069545396	0.003982548	0.015816938	0.062365275	0.010196651	0.015794823	0.06645045	0.43864495	0.0073875454	0.35915646
ì	0.006370129	0.008914769	0.072469756	0.0025367504	0.005277788	0.004141664	0.0034131766	0.0011869774	0.0014662835	0.10853102	0.41796115	0.116489105	0.25124145
a	0.0037049348	0.004443133	0.0021171828	0.0029537554	0.003119624	0.004424207	0.006871009	0.003169307	0.0042100367	0.01898533	0.57904744	0.0033277909	0.36362633
</S>	0.00011265388	0.00032607277	0.0024244578	0.0004405077	0.0012480635	0.001419151	0.00051822985	0.00025965789	0.00046507834	0.014485173	0.075084865	0.059178036	0.84403807
