 	loro	non	vengono	non	li	aspettiamo	mangiamo	</S>
c	0.98865217	0.008813475	0.0022037448	0.00020941165	8.512942e-05	3.0900665e-06	6.3660827e-06	2.660728e-05
ì	0.77170956	0.017482867	0.08031239	0.006247584	0.033321537	0.001879777	0.011830916	0.07721539
n	0.75599575	0.021493148	0.020202043	0.010979498	0.05389092	0.005144402	0.0036955806	0.1285987
i	0.79989666	0.07433081	0.038545247	0.013982956	0.018092277	0.004265232	0.0027322252	0.048154593
e	0.37097842	0.5654776	0.060826696	0.0014385044	0.0011264015	0.00010247037	1.276461e-05	3.7125123e-05
n	0.1131188	0.62345266	0.22639179	0.026730811	0.0023786894	0.00088314316	4.5748773e-05	0.0069983676
è	0.09012287	0.32171693	0.4772722	0.042634178	0.011802495	0.0037653937	0.0002489363	0.052437022
r	0.115853615	0.30254534	0.51030165	0.041929856	0.023708213	0.0018331681	0.00014758181	0.003680563
k	0.04330884	0.04269825	0.6908873	0.08994757	0.0132032735	0.039039914	0.009019393	0.07189553
o	0.015981972	0.0012459663	0.96414477	0.0033430364	0.010414302	0.0002134097	0.0028136775	0.0018428385
t	0.045044914	0.018423915	0.59379876	0.20457123	0.13289195	0.0010441294	0.00041823345	0.00380687
t	0.015638273	0.017998986	0.5224247	0.07853926	0.08538033	0.041053377	0.06834016	0.17062497
e	0.009112082	0.0022390755	0.8591502	0.03886339	0.06874705	0.0014572799	0.0065233163	0.013907703
e	0.011084535	0.008622327	0.05177147	0.19015996	0.7033883	0.0131381275	0.0037153724	0.01811996
t	0.0027416744	0.005168034	0.007927797	0.09278663	0.73310834	0.13936657	0.012353995	0.0065469155
u	0.009557284	0.013013229	0.014631746	0.08872322	0.37027746	0.3164799	0.037983436	0.14933372
s	0.03780329	0.016901108	0.009344481	0.032128073	0.5423984	0.28500456	0.04787423	0.02854583
m	0.006040211	0.006340213	0.0059622247	0.02814185	0.09113518	0.48002222	0.14131562	0.24104252
è	0.04166184	0.0048557906	0.011934034	0.0038929267	0.060519304	0.024077887	0.34355897	0.50949925
n	0.009614513	0.003959953	0.0069994647	0.020484326	0.10532794	0.36957425	0.24715991	0.23687966
o	0.0118098045	0.007790061	0.01311665	0.011464159	0.052005507	0.19788098	0.38507685	0.32085606
m	0.037752714	0.010946829	0.014306893	0.03385655	0.08413397	0.10336571	0.4235725	0.29206482
e	0.0065196343	0.0035057417	0.001687121	0.0030604943	0.01138087	0.047192123	0.7455174	0.18113655
t	0.026778374	0.01545214	0.0043692174	0.011035739	0.039073005	0.029548116	0.44159657	0.43214685
r	0.0044295825	0.003346551	0.0009669553	0.002182928	0.0092436755	0.016998658	0.8804376	0.08239403
ò	0.0365361	0.0087824315	0.008142404	0.0025373285	0.0070994357	0.007231845	0.44056794	0.4891025
m	0.0069020293	0.0034281337	0.0014445038	0.0048476495	0.009072422	0.014512289	0.20329739	0.75649565
e	0.008362455	0.0046574133	0.0050512487	0.0027298837	0.022061434	0.030205088	0.7874023	0.13953018
</S>	0.006256869	0.002711976	0.002137052	0.0054825814	0.018035755	0.009886737	0.062277053	0.89321196
