 	dovevo	comprare	pane	ogni	giorno	</S>
ì	0.9948791	0.0006805316	0.0043179244	1.7070246e-05	1.3589354e-05	9.17204e-05
c	0.8644808	0.013760794	0.016388457	0.01687779	0.004204148	0.0842879
h	0.3860591	0.1732888	0.39466602	0.008231121	0.0030278538	0.03472711
a	0.45183966	0.029470596	0.48179954	0.004041287	0.0012806706	0.031568263
n	0.0349453	0.94961786	0.012016154	0.0004751212	8.362065e-05	0.0028619422
a	0.024133343	0.81241596	0.15356782	0.0020196727	0.0012264177	0.0066368566
v	0.008581987	0.85959816	0.13008723	0.0011497588	0.00043963033	0.00014326422
o	0.00786145	0.69020206	0.28522334	0.0012687689	0.0007418583	0.014702573
r	0.010535948	0.53618926	0.44269186	0.0071833436	0.0007649025	0.0026347358
à	0.012883196	0.10382484	0.8266677	0.00804956	0.0008130205	0.04776175
s	0.011450314	0.041982282	0.8041971	0.1401632	0.0010533007	0.0011538496
o	0.0038675088	0.013898026	0.9533845	0.016903196	0.0022202057	0.009726579
t	0.0023808777	0.035682634	0.5174657	0.43491283	0.0060650026	0.0034929882
s	0.007912458	0.014289252	0.8093996	0.10190621	0.0053621503	0.06113035
o	0.0018571793	0.004329394	0.88121676	0.09811496	0.001757938	0.012723838
m	0.003087573	0.03762553	0.10490361	0.76014614	0.040387057	0.053850103
ì	0.041881703	0.01322688	0.34416404	0.35525122	0.040724527	0.20475167
k	0.004936977	0.0088471705	0.020561941	0.6733118	0.23871398	0.053628113
u	0.039802853	0.00946355	0.14091238	0.3981538	0.15450066	0.2571667
à	0.006609622	0.028188968	0.027892377	0.18882172	0.4606992	0.28778806
i	0.0022479133	0.0017512428	0.0007477408	0.010675062	0.9525389	0.032039106
m	0.0040989476	0.0051631294	0.003224135	0.024784684	0.6072938	0.35543534
è	0.024967577	0.017945046	0.019697145	0.025525661	0.6741221	0.23774253
r	0.015250298	0.0075909276	0.002777545	0.010422557	0.8771	0.08685866
i	0.026763529	0.013307169	0.009099364	0.011895105	0.81036	0.12857476
</S>	0.00044158002	0.0014157139	0.0004692526	0.003155797	0.013100402	0.98141724
