 	i	bambini	piccoli	non	si	vestono	da	soli	</S>
t	0.9931758	0.006745944	5.428143e-05	8.576578e-06	6.4029364e-06	4.963854e-07	1.1292697e-06	6.8858145e-07	6.7094265e-06
a	0.94330716	0.004273367	0.010317666	0.008163767	0.008650484	0.0054331175	0.0023032597	0.0030467638	0.014504425
p	0.99374557	0.0036340654	0.00080794364	0.00050289923	0.00073547056	0.00030275417	1.7841869e-05	2.476281e-05	0.00022870308
e	0.91430116	0.040864874	0.02578547	0.005658798	0.0052107032	0.0019146726	0.00015633741	0.00010175971	0.006006203
d	0.8171293	0.16735987	0.013013159	0.0008078959	0.00056279224	0.00010880338	3.5140605e-05	1.6273281e-05	0.0009667179
ì	0.33623034	0.20638573	0.36720306	0.04893814	0.022243822	0.0040231715	0.0013013737	0.0010626208	0.012611723
a	0.32125652	0.5765656	0.094999336	0.0036602737	0.00254974	0.00018005178	6.248255e-05	5.9210397e-05	0.0006666756
m	0.0274883	0.13776208	0.5936468	0.17403702	0.03812342	0.010983325	0.0008817298	0.001986254	0.015091074
i	0.03253321	0.048899442	0.70658475	0.07704004	0.028047506	0.0032947084	0.0019880703	0.00644317	0.09516914
n	0.13099256	0.13488232	0.58202815	0.12039127	0.02846501	0.0022121675	0.00011019428	7.166705e-05	0.0008465899
c	0.0133158825	0.046161525	0.3555052	0.35505068	0.13423082	0.012265982	0.0019099563	0.013774176	0.067785814
i	0.17698771	0.13164201	0.18741716	0.023904737	0.013633262	0.0052124658	0.015826099	0.105153516	0.340223
à	0.7511544	0.17460549	0.022944095	0.036923975	0.012435647	0.00087345095	0.0008853138	5.0914907e-05	0.00012661202
e	0.014547493	0.017322479	0.16213116	0.62872875	0.16167784	0.0067103324	0.0011748186	0.00054450525	0.007162634
n	0.0034374457	0.008410006	0.04248737	0.53644574	0.25679147	0.10066251	0.023784133	0.013300045	0.014681248
i	0.005827613	0.056587413	0.026383515	0.3379142	0.33191887	0.15529287	0.008489128	0.024293743	0.053292662
n	0.02954581	0.058450904	0.029305024	0.19936682	0.35209116	0.3120685	0.010460469	0.0012671987	0.0074441866
d	0.0051865587	0.086685315	0.015030558	0.103667	0.17902069	0.44655728	0.03133338	0.05709218	0.075427
ì	0.036334395	0.2686941	0.025861334	0.0042415457	0.0050872974	0.016937291	0.13459161	0.28208315	0.22616929
n	0.00505017	0.0056976816	0.0037379442	0.04358227	0.26940122	0.5549273	0.0961311	0.0047740643	0.016698169
n	0.008399241	0.0720355	0.028003825	0.054655712	0.05810607	0.3905753	0.06733435	0.07318578	0.24770425
u	0.01652599	0.078060985	0.009145704	0.0016685263	0.0018243473	0.009658063	0.35653272	0.4129054	0.1136783
t	0.0024937277	0.0037825536	0.004795584	0.017355433	0.04650285	0.09284845	0.5561007	0.07890616	0.19721451
t	0.0041232794	0.054339565	0.0060520344	0.011550087	0.019437099	0.29177305	0.11256504	0.21888852	0.28127134
e	0.0031026776	0.024706539	0.0016421766	0.0003968826	0.00035184374	0.0043732156	0.4845055	0.38762215	0.09329905
m	0.0021147907	0.0073101353	0.0050213803	0.013127378	0.01830892	0.042572968	0.22957556	0.2575569	0.42441198
a	0.006838234	0.13918059	0.0052665216	0.006556171	0.0063898386	0.0814678	0.095301114	0.24846594	0.41053382
n	0.013607876	0.01957419	0.007949427	0.015717462	0.02443078	0.10382087	0.22833373	0.28408623	0.30247948
i	0.00715054	0.18849076	0.0067266608	0.012604925	0.012577445	0.052573096	0.11854339	0.33637282	0.26496038
c	0.015245241	0.0238196	0.0099803535	0.017213443	0.021308606	0.087772146	0.1727098	0.31785798	0.33409283
h	0.026649304	0.5361658	0.018133383	0.020628484	0.009487201	0.007869972	0.0444603	0.18945463	0.14715101
ò	0.014925374	0.0514995	0.0026838917	0.00069151475	0.00049226225	0.0033188576	0.20453395	0.5207477	0.20110694
t	0.0007525726	0.0011126413	0.00034725305	0.00071444875	0.0014705583	0.0040400247	0.043256998	0.36444795	0.5838576
t	0.009975868	0.112951905	0.0096494695	0.0074712024	0.004266601	0.026872547	0.057941977	0.24215183	0.5287186
o	0.00510129	0.06274099	0.0012013939	0.00038879729	0.00018745428	0.0022737533	0.10575262	0.6606183	0.16173531
</S>	0.00054295204	0.002238616	0.0010324148	0.0021500618	0.00215796	0.0055275555	0.015872419	0.2325862	0.7378918
