 	se	vieni	ogni	giorno	a	casa	mia	compra	il	pane	</S>
a	0.90072995	0.09566794	0.0022652252	0.001077403	0.0001534972	6.0191822e-05	9.407462e-06	9.26004e-06	3.9667316e-06	1.3441554e-05	9.660918e-06
n	0.050709568	0.8852517	0.04012381	0.0025008644	0.007835621	0.0034199394	0.0033013867	0.0011021517	0.004134693	4.934644e-05	0.0015709751
è	0.013480787	0.8974576	0.05785187	0.006036901	0.005120193	0.0011442212	0.00034031612	0.0002911461	0.0004415143	3.5595524e-05	0.017799841
r	0.015703576	0.8202791	0.11730647	0.029556839	0.0065200566	0.0046258206	0.00110177	0.0003269535	0.0009832601	7.279047e-05	0.00352343
k	0.016935145	0.78702587	0.04963343	0.027174072	0.0065685823	0.0021259598	0.0018131535	0.0007417081	0.00093667256	0.00033226947	0.10671307
e	0.0025598677	0.18272312	0.7861391	0.01623478	0.0049275123	0.00568407	0.0008768718	0.0006630784	8.6340886e-05	2.850739e-05	7.677567e-05
s	0.0014496634	0.077536486	0.88952553	0.029108826	0.0017814208	0.00046894504	4.7697577e-05	5.46553e-05	6.9551056e-06	1.4764744e-06	1.8242034e-05
e	0.003835747	0.0518058	0.7645154	0.14092495	0.01667643	0.014128882	0.0035784168	0.0020792386	0.00030419574	0.00014955299	0.002001392
k	0.0026561343	0.02792294	0.5090929	0.4309377	0.026613295	0.0020551153	0.00041884487	0.00021846264	3.7256545e-05	8.637991e-06	3.8677917e-05
a	0.0037362224	0.015613218	0.29529878	0.6439685	0.023736965	0.009289804	0.0019003566	0.0012778398	0.00033876082	4.2017233e-05	0.0047975373
i	0.0033781966	0.016909285	0.08119631	0.76753706	0.11950916	0.008610201	0.0015288859	0.0009079742	0.0002320811	2.2011554e-05	0.00016888946
m	0.002855617	0.006353345	0.026874486	0.6317324	0.2712255	0.054624118	0.0040455842	0.0010752444	0.0008995221	1.1131007e-05	0.00030304695
è	0.0014323004	0.0034364557	0.017157512	0.8579415	0.081959516	0.030669454	0.0027398414	0.0011733577	0.00051558734	2.704624e-05	0.0029473673
r	0.0049083247	0.008638104	0.015121474	0.6510932	0.22189523	0.08725823	0.0066519827	0.002557653	0.0009458504	2.178945e-05	0.000908209
i	0.0025854146	0.00290284	0.012424141	0.738651	0.1298566	0.054042403	0.012080982	0.0030626405	0.0013680235	0.00078357663	0.04224248
è	0.0003397902	0.0016049228	0.003782472	0.014757842	0.21495655	0.604525	0.12107923	0.02846285	0.010331325	5.1843843e-05	0.00010822985
s	0.00028772556	0.0018092425	0.0017836778	0.021857196	0.046979293	0.593697	0.117150955	0.1896372	0.02234727	0.00047331277	0.0039770496
s	0.0015590794	0.0010570701	0.0020767902	0.014540732	0.052089095	0.6858946	0.19597965	0.019017555	0.010238109	0.0007380626	0.016809205
u	0.013775387	0.017141415	0.03564473	0.060313333	0.036033303	0.59182256	0.13145135	0.025895666	0.0049834508	0.05851095	0.024427855
m	4.95783e-05	0.00014484489	0.00032757196	0.00066609774	0.0031364395	0.082196586	0.51632893	0.22100465	0.17457597	0.00068344525	0.00088588573
u	0.005141424	0.009415194	0.008920726	0.016186133	0.006308085	0.48824802	0.1737704	0.14933614	0.035045505	0.02482179	0.08280651
a	0.00013286268	0.00022550668	0.0002709383	0.0001766401	0.0010525434	0.014764724	0.2826173	0.31595272	0.38226923	0.0021609275	0.00037653995
v	0.00011482907	0.00039240764	0.00049079454	0.00014517012	0.0007130266	0.008487095	0.08581354	0.46252888	0.4378768	0.0028333745	0.00060410483
ò	0.00011925829	0.0004420674	0.0006441407	0.00022174903	0.0008280196	0.0063742027	0.08104144	0.43233338	0.4668477	0.007967806	0.003180253
r	0.00015595894	0.0005601732	0.0004967755	0.0003640027	0.00055128813	0.0018544398	0.019105412	0.71798515	0.22188224	0.025360864	0.011683728
a	0.004111191	0.002261513	0.0023156058	0.00031002396	0.0026423305	0.010734424	0.15985042	0.27095902	0.35854256	0.1317502	0.05652273
s	7.89676e-05	0.00024840876	0.00035057255	0.00018102102	0.00057422684	0.0029633981	0.047378257	0.20281759	0.4502684	0.25159872	0.043540467
o	0.005532912	0.005709629	0.0042975144	0.0006036102	0.0026923143	0.009234078	0.03751175	0.19855736	0.18896797	0.42776057	0.11913231
t	0.00030700376	0.00073370524	0.00097045925	0.00031354756	0.0013940164	0.0023531355	0.025373617	0.15620287	0.3887928	0.3614263	0.06213256
o	0.0013478288	0.002830166	0.0030169813	0.00052563945	0.0023975126	0.0058336393	0.017660506	0.1010421	0.1573561	0.62616324	0.08182631
t	0.000352091	0.0011387053	0.0013689108	0.00043218132	0.0017032488	0.0025335096	0.015465566	0.11653394	0.26412433	0.4722412	0.124106295
s	0.0010507378	0.0022707724	0.0026657875	0.00052100065	0.00238354	0.0056059766	0.012836518	0.05996189	0.10636434	0.71354806	0.092791386
o	0.0048618056	0.0061733075	0.007399648	0.001970866	0.0011969191	0.0017819058	0.008500036	0.027667874	0.013492902	0.85475826	0.07219638
m	0.0008462766	0.0010945958	0.0015644962	0.0005259053	0.0025093018	0.003327936	0.031416975	0.074256144	0.2004832	0.22814402	0.45583117
ì	0.0014127913	0.0030265967	0.0027405468	0.00034503196	0.001229391	0.0013657723	0.0026541527	0.014642877	0.012613779	0.8814323	0.07853663
</S>	0.0011101463	0.00083286385	0.0009871384	0.00026996245	0.0011457964	0.001483773	0.007973814	0.02941163	0.047828242	0.1190282	0.78992844
