 	ti	dico	una	cosa	però	non	parlare	di	queste	cose	con	Maria	</S>
s	0.9928725	0.006364581	0.00039442864	0.00031705142	2.942189e-05	5.7975376e-06	4.31619e-06	9.2489057e-07	4.7445096e-06	5.4354896e-06	2.3603958e-07	1.4738531e-07	3.0881725e-07
u	0.24148977	0.6747561	0.016213784	0.012053344	0.023416039	0.005340815	0.012149989	0.0051543354	0.0028256318	0.0012115375	0.00052098563	0.00012557172	0.004742149
l	0.5506275	0.4132959	0.028045256	0.0037508644	0.0024678365	0.0003599106	0.0009936034	0.00024951066	4.5529712e-05	1.6833548e-05	8.402662e-06	1.2751557e-05	0.00012606813
è	0.029202074	0.95470583	0.006969765	0.0013785028	0.0036417926	0.001771083	0.00076871534	0.00012989831	5.2575186e-05	6.739504e-05	2.1290665e-05	1.9967987e-05	0.001271051
o	0.5064038	0.26922593	0.2088824	0.0116997715	0.0022181957	0.0009937377	0.0003125834	0.00018968889	1.7334653e-05	1.2443353e-05	8.140915e-06	3.4129337e-06	3.2528435e-05
è	0.028604	0.90819454	0.050627925	0.0026932852	0.0044722706	0.0031261048	0.0010070197	0.00034200973	1.6796495e-05	1.749585e-05	8.826139e-06	8.720392e-06	0.000880843
n	0.044131298	0.24661714	0.6559157	0.028392917	0.019252287	0.0013373871	0.003930215	0.0002894129	4.4882232e-05	4.3511413e-06	3.0349336e-06	8.051569e-06	7.3337615e-05
a	0.025604093	0.2596616	0.57528895	0.021303086	0.02644984	0.06277837	0.0048625814	0.0013472761	0.00011322931	0.000104836705	0.00015747071	0.00024925312	0.022079404
p	0.009784263	0.0006796055	0.9000277	0.07687417	0.011052764	0.00084427214	0.0006038979	8.994415e-05	3.4770455e-06	1.8321991e-06	8.218566e-07	1.3807075e-06	3.5848865e-05
r	0.0048765535	0.016997779	0.69986105	0.121547	0.10224718	0.034051187	0.016470248	0.002441504	0.00015144571	3.438572e-05	2.1488506e-05	1.0898093e-05	0.0012892642
à	0.021142986	0.049817212	0.27599582	0.3919571	0.20126113	0.024594372	0.02551943	0.005035066	0.0024126896	0.00023867344	0.0001026877	7.033253e-05	0.0018524041
m	0.01322807	0.000456066	0.26975626	0.43403852	0.2609147	0.012580431	0.007902466	0.0008354985	3.8138496e-05	1.5092001e-05	1.0263046e-05	5.3291883e-06	0.00021917572
a	0.020203661	0.016543144	0.19653209	0.33900622	0.26164788	0.09533255	0.023897342	0.008615108	0.0009502144	0.00050369196	0.00055637583	0.0006506002	0.03556119
p	0.0028285102	8.967118e-05	0.050576195	0.3178321	0.60198605	0.016604178	0.008697249	0.001304491	4.418249e-05	8.866659e-06	3.136139e-06	8.35852e-07	2.4509853e-05
