 	questa	canzone	venne	scritta	quattro	anni	fa	</S>
ì	0.999694	0.00024854857	5.558576e-05	6.759501e-07	2.6840962e-07	3.272861e-07	3.8796617e-08	6.217033e-07
s	0.9127306	0.012868194	0.048755433	0.004015836	0.013421766	0.0016340527	0.000623304	0.005950896
o	0.8847998	0.0047537913	0.036826108	0.0038049626	0.0010404496	0.00017039287	0.0069177607	0.0616868
t	0.5518965	0.33951715	0.10827544	0.00019696451	6.261038e-05	4.1701282e-06	4.8163683e-06	4.2319803e-05
r	0.6090992	0.12360937	0.133878	0.0075040106	0.0020711967	0.00034661777	0.00599003	0.117501535
a	0.3321917	0.6375192	0.026209373	0.0023513732	0.0007069977	0.0002570328	2.911047e-05	0.00073524646
ù	0.07655357	0.8556117	0.0670164	0.00042923618	0.000121507226	9.87445e-06	7.994743e-06	0.00024961832
d	0.01786014	0.27827874	0.69757134	0.004353711	0.0010403997	3.2157528e-05	7.201766e-05	0.00079148
i	0.014003924	0.15042941	0.61649096	0.094527796	0.0065536313	0.00054591586	0.027671266	0.08977708
ì	0.009496079	0.04653507	0.9268184	0.016028713	0.00084185565	1.6148442e-05	1.1059063e-05	0.00025273522
r	0.010808703	0.018620605	0.88732374	0.05886675	0.021469744	0.000549612	0.00019780853	0.0021630302
t	0.0029011474	0.016352847	0.3855768	0.46446812	0.011168584	0.0006571213	0.04226349	0.076611914
e	0.037814874	0.06316707	0.14429235	0.3473379	0.027043378	0.01415438	0.09107203	0.275118
g	0.0071651675	0.027287487	0.31128982	0.6174564	0.03297772	0.00062540325	0.0002557214	0.0029423095
r	0.0016935234	0.010444526	0.071081966	0.8232817	0.059020124	0.0066397586	0.011643696	0.016194772
a	0.085449226	0.08118864	0.13413616	0.48705593	0.09726312	0.022820521	0.015599009	0.07648747
m	0.0047117174	0.011769839	0.036536865	0.5883898	0.35095516	0.0038203546	0.00053087104	0.003285349
m	0.0011507274	0.005965081	0.046118777	0.65440077	0.07997667	0.0036738566	0.07779521	0.13091896
è	0.047884446	0.028007008	0.007530747	0.33047298	0.12157368	0.026718784	0.1397277	0.29808462
n	0.0016516792	0.004132955	0.014784498	0.10605736	0.8014579	0.060493205	0.0026550053	0.008767381
o	0.0017929311	0.0068504442	0.03313279	0.2875476	0.3378636	0.025438922	0.10814667	0.19922702
t	0.0048590614	0.013306892	0.017917218	0.034084648	0.6580558	0.24854062	0.016100585	0.0071352026
è	0.0010152376	0.0062629557	0.03924129	0.019998213	0.685295	0.10976615	0.048620902	0.08980031
s	0.0012335206	0.0019933071	0.002479514	0.003772264	0.6830448	0.29940155	0.005042266	0.0030328345
s	0.0010247539	0.0045996197	0.024618877	0.012995055	0.39178902	0.10206558	0.26343614	0.19947101
e	0.013453585	0.027826782	0.0033483305	0.033373386	0.19206065	0.18265425	0.14753275	0.3997503
r	0.001203243	0.0036077776	0.010607318	0.010449896	0.17570125	0.44820613	0.123928644	0.22629571
u	0.0015830642	0.004470266	0.020594819	0.009102754	0.297257	0.32375875	0.15595657	0.1872768
c	0.004465701	0.014059855	0.01622882	0.012075409	0.17263375	0.2735888	0.36029306	0.14665467
h	0.005664677	0.023895225	0.07915992	0.006932599	0.10130982	0.34392098	0.26910126	0.17001553
r	0.03131803	0.048618555	0.0051427437	0.040834066	0.07187865	0.28670096	0.23800474	0.2775022
ò	0.008363217	0.03401451	0.0099896155	0.026312543	0.07797365	0.30868968	0.19005436	0.34460247
n	0.0012943809	0.005642304	0.0036735346	0.008166042	0.046425898	0.12258138	0.44353315	0.3686833
u	0.00081899494	0.002239577	0.0062774853	0.003866353	0.044868004	0.109412774	0.5533098	0.279207
a	0.0030550242	0.007044984	0.009002661	0.008226549	0.058691464	0.060769103	0.5680806	0.28512958
m	0.0030550505	0.014656505	0.022311635	0.0019262035	0.014555807	0.099112205	0.16838038	0.6760022
p	0.006014907	0.037579726	0.065378085	0.00642265	0.030674227	0.14137933	0.47959185	0.2329593
ì	0.00401157	0.013386631	0.0046723825	0.004855512	0.008887348	0.029484285	0.29746497	0.63723725
</S>	0.0006720966	0.001332737	0.0026337712	0.0012124327	0.010486553	0.02706875	0.61234415	0.34424952
