 	il	cibo	ee	vuole	mangiato	subito	e	presto	</S>
t	0.99503666	0.004887586	5.6604924e-05	1.4976965e-06	4.983376e-07	1.1412628e-05	7.748576e-07	3.4022441e-06	1.5404271e-06
o	0.40462893	0.55733025	0.0102539165	0.0018312387	0.0020202284	0.011516482	0.0023894722	8.267853e-05	0.009946777
f	0.5458403	0.45166174	0.0017512199	0.00010884501	0.00020966172	0.00022542663	0.00011855715	3.457692e-06	8.073646e-05
à	0.056943513	0.86867505	0.053470045	0.001628476	0.00078785996	0.0009420097	0.0016524541	3.2482305e-05	0.015868152
i	0.43247196	0.53668344	0.029775439	0.00051651924	0.00020150874	8.011688e-05	0.00017079298	8.694594e-06	9.157981e-05
e	0.006036974	0.96181524	0.030980753	0.000269091	0.000102726415	6.0746366e-05	0.00013092079	5.9676273e-07	0.00060301664
e	0.016609568	0.6327549	0.3424445	0.0072174994	0.0006002615	0.000117821925	0.00014857216	5.03163e-07	0.00010633773
t	0.006279964	0.30632395	0.6697338	0.016002465	0.0009818266	0.00020129708	0.00022563928	1.6048434e-06	0.00024951424
è	0.0039534564	0.22792105	0.7445642	0.015009824	0.0023339225	0.002266781	0.0007170336	6.6344046e-06	0.0032270928
l	0.003723783	0.0057999464	0.88287616	0.10454574	0.0017319942	0.00082927814	0.0002151824	2.5726367e-06	0.0002753301
i	0.0018095005	0.063732244	0.8442527	0.07573663	0.0026871045	0.0028214783	0.0012518616	0.00012685316	0.007581597
f	0.016764468	0.03747909	0.24212989	0.5735258	0.10486409	0.021700894	0.0031710109	1.5730474e-06	0.00036326496
a	0.0016466511	0.040774792	0.33781564	0.57578033	0.015755707	0.013201872	0.0028932206	0.00028780493	0.011843943
m	0.006950176	0.003008439	0.04805398	0.4777007	0.42677963	0.03356094	0.0036969916	4.236318e-06	0.00024489535
è	0.0019388208	0.017285096	0.082001805	0.71684164	0.08149249	0.08197858	0.0042423755	0.0001445182	0.014074618
n	0.0030294927	0.00073632406	0.009538665	0.2939841	0.520048	0.1696786	0.00222459	1.5101559e-05	0.0007451418
o	0.0047379383	0.023435201	0.040292263	0.56089044	0.17852016	0.14117542	0.011864117	0.0013063691	0.03777812
s	0.001365708	0.0008730218	0.004261404	0.016848618	0.4836426	0.34875128	0.14363824	3.5200883e-05	0.00058397965
ù	0.0018335186	0.006907189	0.0051924456	0.086218454	0.36921805	0.49625328	0.010491304	0.0010415047	0.022844331
b	0.0022977882	0.0005138226	0.0015058718	0.014553969	0.4604032	0.4806407	0.038298294	0.00017305052	0.0016133322
i	0.004679723	0.006759971	0.0038069722	0.037827842	0.35994294	0.5163749	0.030810947	0.0029618165	0.03683482
t	0.00056113634	0.00017727009	0.0010853928	0.0021513673	0.03847347	0.17271662	0.7784454	0.0011497372	0.0052396446
o	0.002188329	0.004883178	0.002393457	0.0113208825	0.118493766	0.74111456	0.048317194	0.010308041	0.060980592
è	0.00075565407	0.00022577666	0.0011391161	0.0030154125	0.0351733	0.061881132	0.8845616	0.0043821475	0.008865893
p	0.009060791	0.005102546	0.008167713	0.003012567	0.025439138	0.4494516	0.34832895	0.11741789	0.03401874
r	0.0019487262	0.0017337357	0.0010014198	0.0025584055	0.02806427	0.15482865	0.38228005	0.37386283	0.053721845
è	0.031587083	0.029863983	0.0058116103	0.0070003225	0.014420773	0.23000254	0.12401531	0.31088433	0.24641407
s	0.0012943469	0.0002643573	0.0011603867	0.00206475	0.010442626	0.0143123595	0.24513483	0.54981977	0.17550652
t	0.008487972	0.01608852	0.0011088841	0.0031969442	0.023300525	0.08587633	0.09646859	0.61858857	0.14688368
o	0.00039961524	3.8906775e-05	5.0171428e-05	7.1400726e-05	3.1505293e-05	0.00018661794	0.0008611311	0.99693537	0.0014251405
</S>	0.00029561674	0.00036138966	0.0008807446	0.002328189	0.011871958	0.010241053	0.049374167	0.14071374	0.7839331
