 	ho	scritto	una	lettera	al	mio	fratello	</S>
è	0.9297067	0.04481899	0.025067937	8.9665e-05	0.00028380056	1.0685036e-05	1.4451414e-06	2.0775306e-05
g	0.19516066	0.1911982	0.03252712	0.060968433	0.071939975	0.11133969	0.017692573	0.3191734
r	0.15859433	0.48581424	0.06919649	0.07255005	0.0033139037	0.00606182	0.0019773517	0.20249182
a	0.018186137	0.078922994	0.7309931	0.03165792	0.008124713	0.014181641	0.0058143754	0.11211901
t	0.06921287	0.035111487	0.8881962	0.0067417915	0.0003675128	0.00014060977	1.3205911e-05	0.00021634385
s	0.027564025	0.08927628	0.53912467	0.19783305	0.0052575017	0.010396333	0.006797622	0.12375046
a	0.021294313	0.020017074	0.83033264	0.0025850134	0.11805644	0.004495307	0.00032429592	0.0028949631
è	0.0559063	0.016340109	0.8209962	0.09134516	0.009749813	0.0031044912	0.00013664119	0.002421194
n	0.019651243	0.008275117	0.31532753	0.54430634	0.036705274	0.05896622	0.0015210074	0.015247276
a	0.015929252	0.009021963	0.042808	0.82758456	0.012236839	0.014263327	0.011964487	0.06619148
n	0.09938156	0.01436138	0.09224274	0.558137	0.13231643	0.0888852	0.0016301231	0.013045545
g	0.01223498	0.0073684053	0.0226778	0.6640432	0.10740068	0.0439842	0.040049333	0.102241464
r	0.059037995	0.012076051	0.02082651	0.0033043919	0.8362356	0.043829422	0.0125791365	0.0121109625
à	0.009918498	0.0055589173	0.026860759	0.007945217	0.83997333	0.06545691	0.0070891343	0.037197225
m	0.04049743	0.007930894	0.017565003	0.16494784	0.3275106	0.41896915	0.010599989	0.011979097
m	0.01607642	0.0040399195	0.0030982299	0.22484285	0.14509374	0.10384732	0.35137227	0.15162918
a	0.016705222	0.0038016376	0.0031098388	0.0014604678	0.8521158	0.03333131	0.056523953	0.032951724
u	0.0047269133	0.0011526392	0.013179141	0.015611167	0.06713066	0.69725835	0.03626629	0.16467486
d	0.003380595	0.0021146399	0.0062771817	0.019703995	0.023657346	0.53383803	0.2531892	0.15783896
e	0.010677363	0.0037320827	0.011110274	0.0139736915	0.009585202	0.24124984	0.5202367	0.18943486
r	0.022415912	0.009412976	0.015955511	0.007261159	0.010133055	0.40949562	0.36626977	0.15905596
f	0.005910304	0.0019208873	0.0013997348	0.0055736974	0.0015301568	0.018044008	0.91978645	0.045834757
ù	0.11589493	0.036377504	0.040104732	0.012952912	0.08977882	0.104770556	0.32002515	0.2800954
m	0.011413557	0.006191563	0.00443856	0.00801095	0.006877107	0.08148725	0.6534183	0.22816274
m	0.008397665	0.0029132278	0.001878304	0.009384175	0.002613927	0.011585782	0.89404875	0.06917814
u	0.057441153	0.012563764	0.010627476	0.0022308882	0.07325088	0.026355065	0.75575066	0.06178003
</S>	0.0015737953	0.0004166406	0.00080519746	0.0009988147	0.002772019	0.029916972	0.031094402	0.9324221
