 	se	avessi	visto	il	tempo	avessi	visto	le	nuvole	e	non	avevo	uscito	per	bagnarmi	</S>
a	0.65577215	0.3218068	0.021628235	0.0003260311	0.00016859932	0.00019488992	4.840777e-05	1.6849155e-05	1.1230563e-05	7.658601e-06	7.593589e-06	7.5946323e-06	2.3234674e-07	3.1803376e-07	2.2205468e-07	3.0869885e-06
n	0.23425846	0.14015332	0.23067237	0.07200146	0.029406829	0.041938987	0.037814192	0.053311355	0.046775416	0.037505005	0.03572028	0.013379474	0.012876691	0.0022043933	0.0039656796	0.008016105
ì	0.005260736	0.032487385	0.898449	0.01893764	0.0131594	0.0030524575	0.007954584	0.002767531	0.0014709366	0.0011588077	0.0014677626	0.0005174456	0.0001514194	5.4900338e-05	9.7022436e-05	0.013012949
c	0.010326455	0.17038862	0.67786163	0.016669534	0.02077836	0.004228776	0.02640565	0.023065642	0.02196528	0.013190573	0.004957083	0.0036933299	0.00074331183	0.00020471559	9.9556935e-05	0.005421439
h	0.0076867933	0.23212366	0.33986664	0.061301645	0.030159235	0.091452755	0.028957538	0.032556947	0.012357902	0.01954604	0.0079509765	0.0015285977	0.00013939315	0.0006835914	0.00042771656	0.13326055
a	0.032059338	0.7813843	0.16891958	0.0056818565	0.0031942728	0.0063712713	0.00073083886	0.00049673556	0.00037646614	0.0002519507	9.925081e-05	0.00023833747	3.1911193e-05	2.449228e-05	1.12640155e-05	0.00012811956
t	0.00066300866	0.010610376	0.935622	0.048129205	0.004114005	0.00019224572	0.0004138915	0.00013343117	4.3742988e-05	3.4252113e-05	9.541967e-06	1.0382492e-05	2.0998627e-07	9.1203873e-07	1.6170088e-06	2.1168611e-05
o	0.0017354864	0.007439794	0.59977186	0.16297154	0.13351747	0.010024494	0.062111944	0.006879215	0.0020055878	0.0019501725	0.0018027298	0.000736592	0.000106025596	0.00027948892	0.00014208957	0.008525496
r	0.0017860929	0.011155455	0.23536687	0.709062	0.035138726	0.0008809267	0.0041142614	0.0013604722	0.00065845944	0.00023004168	0.000107377535	7.742682e-05	7.5517582e-06	4.5765437e-06	3.5104504e-06	4.6327234e-05
ì	0.0025838949	0.0039610616	0.30975944	0.5022199	0.12743662	0.005140157	0.03552209	0.0036391774	0.0011424308	0.0009560394	0.0019100958	0.0005068839	0.00014553641	8.0928156e-05	4.9202998e-05	0.004946511
s	0.011349788	0.022619337	0.07408473	0.8010221	0.0793876	0.0018563498	0.004943814	0.0015502922	0.0009160251	0.000773858	0.0011813171	4.7260164e-05	1.2757269e-05	1.0174707e-05	6.9121957e-06	0.00023778516
o	0.0023778602	0.0112084355	0.11848707	0.7307052	0.08039076	0.017769763	0.021349965	0.004246573	0.0007812908	0.0010474372	0.0014532735	0.00023686656	7.437453e-05	0.00025338793	0.00044889658	0.009168829
n	0.00027260225	0.0016281357	0.0060184407	0.8558332	0.12254726	0.009474439	0.0030969866	0.0007373533	0.00019115048	0.00011443239	6.5289285e-05	1.0582343e-05	8.226612e-07	8.409133e-07	2.2967859e-07	8.2157185e-06
t	0.0014626383	0.0038265467	0.042067315	0.564885	0.33265564	0.0053811977	0.03787915	0.0041687754	0.0015099195	0.0012090403	0.0016107729	0.0005201952	8.280583e-05	0.00015868658	7.610454e-05	0.002506221
a	0.048887584	0.023856977	0.003525666	0.5240535	0.08191144	0.24715811	0.0155322775	0.018079584	0.009038284	0.009227063	0.0052995104	0.0065561086	0.003796256	0.0019376753	0.0001903166	0.00094956596
o	0.0018374189	0.005032716	0.0061811195	0.52059484	0.40762085	0.0488816	0.0053764763	0.002803309	0.00071649504	0.0005640684	0.0002283424	6.642082e-05	6.6770476e-06	1.8630995e-05	4.2872093e-06	6.67928e-05
c	0.00046970087	0.0016274132	0.009708164	0.12351284	0.77244055	0.0028281077	0.0652428	0.015087521	0.0051076384	0.0014403274	0.0005572099	0.0016055491	0.00017126721	1.8163313e-05	9.71277e-06	0.00017303934
e	0.0026648971	0.009891899	0.029639253	0.22166143	0.6229759	0.0015783489	0.060437266	0.011861684	0.003513388	0.0025889121	0.0013970707	0.002343273	0.00045010366	0.0005468186	0.0017258795	0.026723873
r	0.002932426	0.009019661	0.013022668	0.061508454	0.75913334	0.05359562	0.079212785	0.013592221	0.005236624	0.0013013759	0.0007018663	0.00053282164	2.4808489e-05	3.378868e-05	1.5200339e-05	0.00013630636
ò	0.00076794444	0.001307905	0.014221004	0.040162	0.8245602	0.017893633	0.063669115	0.010557828	0.0050784177	0.0043761414	0.005239472	0.0026531632	0.0016309221	0.0012903482	0.00022106942	0.006370829
ì	0.014409793	0.012404781	0.006662064	0.021538986	0.23072253	0.28219235	0.347675	0.053488508	0.015198541	0.0059268856	0.008888057	0.00035140093	0.00015418304	9.266753e-05	2.031123e-05	0.00027393032
c	0.00014469115	0.0007535502	0.0010004935	0.0032507626	0.06060926	0.2015861	0.5502573	0.13325095	0.030261757	0.00911918	0.006058773	0.0009882246	0.0013823133	0.0003709992	4.920221e-05	0.0009164013
h	0.0042092507	0.02548425	0.03752933	0.09183351	0.45640272	0.014169871	0.21824117	0.052200403	0.013856867	0.0069422275	0.0027902743	0.004057327	0.0017306183	0.00090551656	0.0038412493	0.065805495
a	0.08154561	0.044392616	0.0008938493	0.0036593927	0.041248016	0.76128995	0.020049563	0.014501779	0.0051534153	0.005429891	0.0042155217	0.003130431	0.0029269333	0.004109544	0.0029367923	0.004516666
t	0.0002522105	0.0007334	0.0008519528	0.005736903	0.017135037	0.45569736	0.3482519	0.15042502	0.013832669	0.004179836	0.0015961241	0.00039763647	8.350217e-05	9.282245e-05	4.9317194e-05	0.0006843629
o	0.00486731	0.026016884	0.03820106	0.021207051	0.22848333	0.010727027	0.3816594	0.09257657	0.041511018	0.025893379	0.012414469	0.033476345	0.0044654002	0.005978612	0.021772444	0.05074972
r	0.00038323138	0.0012108336	0.0014345694	0.0022571862	0.0022330836	0.040612247	0.3113512	0.49222928	0.12389079	0.013978846	0.005536906	0.002848443	0.0015221237	0.00016093081	8.487683e-05	0.0002653923
ì	0.0012644156	0.0028053971	0.011603782	0.00807011	0.028374067	0.01813679	0.6924684	0.13718978	0.036015503	0.01411793	0.010440531	0.008211221	0.0068459474	0.0020591686	0.0037982261	0.018598747
s	0.00129	0.0018479809	0.001567413	0.0018351479	0.0021979308	0.044134457	0.18407324	0.40593728	0.29046685	0.030931052	0.020249708	0.005753268	0.007209755	0.0015025884	0.00019493443	0.0008083908
