 	il	medico	mi	ha	detto	che	non	devo	mangiare	dolci	perché	mi	fanno	male	a	me	mi	piacciono	e	li	mangio	</S>
o	0.9974196	0.002188271	0.00031199233	5.5352877e-05	6.8744143e-06	8.25575e-06	3.6136526e-06	3.1119682e-06	5.516027e-07	4.9122076e-07	4.4014186e-07	4.7828553e-07	7.429066e-08	1.1342783e-07	2.633461e-07	1.2994275e-07	1.4934085e-07	7.5804046e-08	4.893054e-08	3.98765e-08	4.9695778e-08	1.2090923e-07
m	0.5119594	0.09180305	0.025078367	0.057730846	0.024469385	0.03672323	0.030845787	0.020614507	0.0707832	0.0026393575	0.01739831	0.033869248	0.04601906	0.007013783	0.008349712	0.0046607074	0.004612829	0.0014328755	0.0013342737	0.0008159196	0.00024201715	0.0016041875
e	0.4906395	0.37527728	0.04529958	0.0274518	0.008311047	0.009921858	0.007271007	0.0052481396	0.0037945674	0.0018982972	0.0021587869	0.0036356405	0.00033773438	0.00095466315	0.0016564019	0.0014470324	0.0008286291	0.0006055478	0.00022267747	0.00014851721	0.00010999937	0.012781296
s	0.5672723	0.37842143	0.038910992	0.011397015	0.0007280141	0.0007907623	0.0004781982	0.00012234795	0.0003647116	0.00014463275	0.00021287626	0.0005308674	1.2531893e-05	5.9618695e-05	0.00014781163	8.7803965e-05	0.00011386412	5.4545086e-05	2.3806791e-05	1.4737676e-05	8.53708e-06	0.00010258081
s	0.105829366	0.7105204	0.046823893	0.0605543	0.016079083	0.004676222	0.010012687	0.007336723	0.002999817	0.005628376	0.00047036412	0.00086829445	0.00070850726	0.0005619432	0.0008554632	0.0010483844	0.0004490451	0.00047261012	0.00032066976	0.00025798273	0.00019917724	0.023326768
è	0.036928747	0.9357415	0.02245893	0.0030636326	0.0004248199	0.0008767842	0.00024811295	9.626473e-05	5.0063223e-05	2.5935678e-05	1.0851659e-05	1.536534e-05	1.0272786e-06	7.655379e-06	1.254043e-05	1.2142228e-05	5.451345e-06	5.7885222e-06	1.6159821e-06	6.725432e-07	5.1182593e-07	1.14950335e-05
r	0.06542489	0.8052739	0.11807327	0.010186486	0.00046817338	0.00029455984	0.00017801831	3.2720367e-05	1.37003035e-05	2.8230252e-06	1.9435538e-06	1.6207785e-05	2.4636662e-07	1.1782438e-06	6.3379143e-06	3.8026308e-06	3.5278767e-06	1.2396229e-06	5.5735603e-07	4.007171e-07	4.574326e-07	1.5591677e-05
e	0.010700485	0.86027396	0.05556468	0.03425729	0.011249165	0.0040581045	0.006977435	0.0028961361	0.0008522741	0.0016405851	0.00022303934	0.00039647165	4.954093e-05	0.00030457572	0.00061853684	0.00088193495	0.00042287624	0.0006068409	0.00019161277	0.00012350408	0.00013714662	0.007573873
m	0.06622606	0.2572644	0.58782697	0.08540708	0.0025835752	0.0004220415	0.0001708917	2.8957582e-05	1.0438269e-05	3.940562e-06	2.5688278e-06	1.814092e-05	2.0250555e-07	1.3642396e-06	8.716959e-06	4.8621678e-06	6.3665498e-06	1.9899358e-06	1.3493064e-06	1.072928e-06	8.8846434e-07	8.078818e-06
u	0.013665039	0.6396383	0.10916336	0.116822824	0.03516253	0.010720448	0.020613018	0.006283005	0.004108212	0.010065456	0.0019549693	0.0025064938	0.00030367388	0.001198627	0.002084877	0.0023782596	0.0014686642	0.0017454964	0.00045045454	0.00025004547	0.0001230426	0.019293165
p	0.03241422	0.05214241	0.34480682	0.5382579	0.026622595	0.0035149588	0.0012924707	0.00013436296	0.0001979869	4.7570993e-05	5.6499495e-05	0.00022724696	3.0997855e-06	1.8715165e-05	7.643324e-05	3.7592545e-05	4.9730224e-05	1.7504848e-05	1.2435841e-05	8.471114e-06	6.0674765e-06	5.4894837e-05
e	0.023425762	0.09068778	0.16615829	0.45334333	0.1287025	0.037348036	0.033535574	0.008129505	0.011413324	0.015304084	0.007850338	0.005678842	0.00063175673	0.0023238508	0.0037166597	0.0024072933	0.0020404204	0.0019834437	0.00057360483	0.00021454127	3.260212e-05	0.00449837
k	0.030982677	0.0150374975	0.084300324	0.6439311	0.16945218	0.033533808	0.008943657	0.0010910926	0.0035518832	0.0025238644	0.0018528976	0.0017393219	0.000109066554	0.000339608	0.00058592105	0.0003266344	0.0003292741	0.0002750177	0.000101641526	4.4287422e-05	1.72691e-05	0.00093101943
a	0.00863412	0.053010803	0.049696572	0.1778306	0.31518465	0.08995342	0.08133197	0.037117753	0.031615373	0.048875634	0.011469413	0.008519988	0.001868656	0.008401497	0.00866916	0.013335649	0.0061058677	0.010827598	0.002168542	0.00073752686	0.00025475037	0.03439037
e	0.01138217	0.003770465	0.017178232	0.21246926	0.49405155	0.23020077	0.023408748	0.0021310523	0.0027444586	0.0005327905	0.0003960124	0.0008224033	1.4988693e-05	0.0001001035	0.00024463818	0.00016179285	0.00015286148	7.206596e-05	3.930914e-05	1.7910603e-05	8.755251e-06	9.963976e-05
n	0.0030197795	0.0012554653	0.0060023135	0.057098508	0.34833738	0.3243284	0.092296615	0.016892234	0.020149793	0.103567705	0.013265847	0.0027817122	0.0030504959	0.0017231645	0.0018008536	0.0013269624	0.0011460925	0.0008796054	0.00034945598	0.000116893854	1.9848534e-05	0.00059086585
è	0.0039014225	0.0032732303	0.014926762	0.055254184	0.29428947	0.2129021	0.12428303	0.033857588	0.04268411	0.14672497	0.018180782	0.00810874	0.0035691506	0.00465809	0.004806478	0.0060390206	0.003555312	0.004078783	0.0008372001	0.00027309597	0.00011588385	0.013680635
n	0.013267616	0.0075761764	0.012075799	0.023833884	0.1702122	0.23237996	0.14687642	0.027933357	0.04235543	0.2676371	0.024898924	0.0064759073	0.0011283776	0.005190698	0.0038061563	0.0046929484	0.0024000823	0.0033483014	0.0008816885	0.00036552516	0.000112188274	0.0025512842
a	0.0025002386	0.0035838948	0.020854186	0.026926639	0.08711461	0.32431984	0.155	0.09865468	0.07428985	0.119932	0.015311188	0.009520483	0.006126146	0.005500019	0.0064168465	0.007927962	0.005038375	0.0041095987	0.0016898909	0.00053576165	0.00060629676	0.024041545
f	0.00127493	0.00046949892	0.0020004588	0.006344332	0.009959034	0.117698856	0.26465556	0.1453739	0.19546774	0.17863415	0.05867198	0.012355484	0.00046047725	0.0017544797	0.0017084244	0.0010573756	0.00097295246	0.00047219134	0.00029611858	9.753976e-05	1.46948e-05	0.0002598104
à	0.0007205471	0.0017340304	0.00858098	0.011180436	0.025669847	0.10465239	0.15920374	0.13290165	0.12934756	0.29483664	0.043043688	0.021004442	0.008328761	0.007390071	0.0073572244	0.0077787708	0.006901662	0.0051678196	0.0027589104	0.0010610757	0.00022079809	0.020159034
o	0.0020419431	0.0013480393	0.0020865644	0.0022584454	0.0038982267	0.01590201	0.12289874	0.10712183	0.18592034	0.3426676	0.17898072	0.013454443	0.0013298752	0.00676092	0.0024920423	0.0038155252	0.0017957469	0.0031658553	0.0008530599	0.00031425653	4.5857094e-05	0.00084792404
g	0.000103331	3.3744673e-05	0.000103044535	0.00017525724	0.00019299249	0.0011084705	0.008169947	0.05395617	0.10144046	0.57067853	0.23230495	0.014258944	0.003427516	0.004922259	0.001911229	0.002054568	0.0015387886	0.0016685863	0.00086069474	0.000531309	6.2910316e-05	0.0004962935
l	0.00022103896	8.273679e-05	0.00056111865	0.00086301693	0.00038229476	0.0012313664	0.007703097	0.042388335	0.14664665	0.5099231	0.2568462	0.015538351	0.004541175	0.0041793273	0.0017082613	0.0016966185	0.0013702604	0.0015179766	0.0006605452	0.0002942537	4.019001e-05	0.0016041432
i	0.0031401282	0.004133364	0.012862217	0.008098475	0.004857375	0.011474146	0.01035742	0.037742898	0.06350839	0.37806663	0.1614948	0.064782605	0.0011634176	0.0134320585	0.025357695	0.016795583	0.020992797	0.016889626	0.009853559	0.0067917323	0.002560858	0.12564425
c	0.00025966947	0.0001022739	0.0003828235	0.0008432449	0.00053937105	0.00214543	0.008046272	0.052386694	0.2271043	0.06704456	0.3540561	0.21788022	0.0206933	0.02685892	0.008743963	0.005430317	0.0035130312	0.0018032801	0.0010329712	0.00067963015	5.119089e-05	0.00040240263
è	0.0024989836	0.0011788647	0.009885332	0.00479366	0.0011269018	0.0017386165	0.0055206954	0.016972737	0.073836505	0.5566097	0.26818237	0.01489728	0.005131671	0.0061392207	0.0033845312	0.0038693096	0.0027949654	0.0047782985	0.0017517247	0.0006215546	0.00037936724	0.013907678
a	0.0010836867	0.00047892812	0.0014829825	0.0015055533	0.0011714135	0.0026862938	0.014052746	0.0635736	0.1336725	0.0205198	0.34351832	0.3395191	0.0057861595	0.035366423	0.01207897	0.011433522	0.006563434	0.0037354652	0.0010151961	0.00049817696	3.9058174e-05	0.00021870268
j	0.0001282543	2.8530203e-05	0.00014300516	0.00021374311	0.00011886054	0.00042237953	0.0010350273	0.006808119	0.030287538	0.09168139	0.5427119	0.16667745	0.039730325	0.051758848	0.019770524	0.015245981	0.012040429	0.011178734	0.0042332644	0.0028898488	0.000522769	0.0023731564
a	0.0001628914	8.053672e-05	0.0004959183	0.00088191003	0.0005023733	0.0013832062	0.0039160806	0.0175116	0.069582805	0.18641064	0.48897496	0.11702385	0.045778535	0.030972177	0.007820633	0.0072918707	0.0055232067	0.0060720174	0.0020655512	0.0013291609	0.00013931737	0.0060807155
m	0.0002780993	9.7814336e-05	0.00037546075	0.0005657538	0.0003115885	0.00089533906	0.0018112152	0.005367231	0.030290883	0.007981082	0.19964795	0.3093851	0.09824472	0.19196679	0.05915466	0.043221265	0.023628253	0.01570793	0.0051430427	0.00482418	0.0005771605	0.00052455126
u	0.0006990303	0.00034670197	0.0029840302	0.0025090983	0.0006307361	0.0014040928	0.001707703	0.0036707695	0.02879601	0.09205491	0.53914595	0.12770057	0.049082607	0.05531146	0.020169143	0.016223015	0.01352417	0.016114693	0.0051264055	0.002896063	0.0005363737	0.019366475
k	0.00025169912	0.00010930606	0.00032742458	0.00051923096	0.00024762398	0.00046824984	0.0006826627	0.0019878945	0.012919974	0.007619013	0.164876	0.118503764	0.1715836	0.30562744	0.064632654	0.064334095	0.02717297	0.03451792	0.011142272	0.010553547	0.00072359806	0.0011991288
à	0.00058186613	0.00037170047	0.0031538396	0.0016965801	0.00052117225	0.000928686	0.0012327449	0.0036458783	0.019391479	0.036955766	0.4177862	0.08501897	0.24828172	0.09563636	0.01689153	0.018904738	0.010503164	0.016206205	0.0045477506	0.003647904	0.00081467844	0.013281079
n	0.00030930885	0.00021261812	0.0003541137	0.00035742956	0.0002722764	0.00033226333	0.0004910229	0.0010067722	0.0035393964	0.0028523782	0.099749714	0.046729952	0.11899796	0.39087015	0.0500288	0.096533515	0.027805256	0.110046096	0.021470957	0.024908787	0.0010356228	0.0020955817
n	0.0012816964	0.0008861645	0.005588618	0.0031280483	0.0005288079	0.0012979626	0.00090704655	0.0033100983	0.013545593	0.01480655	0.20367736	0.070630684	0.4385854	0.12594956	0.019804737	0.024755852	0.011969641	0.018230751	0.007047576	0.007870331	0.0067387815	0.019458685
o	0.031164095	0.043778248	0.060571097	0.024563098	0.0035856776	0.0061649233	0.0014951146	0.004412213	0.0028788147	0.0025461006	0.017530747	0.054119114	0.0039859824	0.052118313	0.078488834	0.06258875	0.04642792	0.044230763	0.045550834	0.049382735	0.087875746	0.2765409
n	0.00017768385	7.5287244e-05	0.00031295491	0.00038792327	0.00023073802	0.000618935	0.0012225136	0.002380008	0.0065162396	0.00103089	0.024415832	0.089387625	0.046016406	0.1946664	0.16998078	0.16026264	0.11698985	0.07441301	0.04000164	0.051460832	0.006135409	0.013316501
e	0.0012819043	0.0016743756	0.0070757573	0.0033662517	0.0006858258	0.0019393575	0.0014905093	0.004006849	0.012551437	0.023523644	0.12612133	0.060482234	0.36199713	0.15276103	0.035065543	0.039785996	0.02266797	0.04273815	0.014429507	0.015272235	0.012446661	0.058636263
d	0.00017894038	7.553268e-05	0.0002773401	0.0004606082	0.00023141626	0.00047521453	0.0007969031	0.0025232977	0.0047188187	0.00038875273	0.00860616	0.02874726	0.07562158	0.15245229	0.19361876	0.18350486	0.11000295	0.06835895	0.07646886	0.07893063	0.010684249	0.0028766005
