 	il	muro	vuole	uno	specchio	</S>
o	0.9991391	0.00085749733	3.2782208e-07	2.7697329e-06	1.2053508e-07	2.4174665e-07
t	0.80173516	0.17489508	0.009012431	0.011555505	0.00092932454	0.0018724364
ì	0.34004563	0.6203251	0.00087950897	0.0072269547	0.00051148323	0.031011285
c	0.3476243	0.63974	0.006605909	0.0037700015	0.0001575668	0.0021022807
h	0.5749492	0.36292398	0.0050817127	0.004019747	0.0006916245	0.052333683
o	0.9765138	0.020810897	0.00017928524	0.0016544294	0.0003748207	0.00046683417
t	0.3234037	0.63069654	0.03270683	0.012337308	0.000521591	0.00033407984
è	0.0056953398	0.038868282	0.85005105	0.0101495795	0.011954435	0.08328121
l	0.077716224	0.32454273	0.4839668	0.09541885	0.0045320448	0.01382328
i	0.086346425	0.08212463	0.7872087	0.0029808711	0.004077211	0.03726217
n	0.30213428	0.4091853	0.24187091	0.03613819	0.0032242225	0.007447118
a	0.016388398	0.08340844	0.83092684	0.0155136045	0.009723009	0.04403978
n	0.14886415	0.24476372	0.37692526	0.101074375	0.07789854	0.050474044
g	0.0024277866	0.08005511	0.28761643	0.25423124	0.23073499	0.14493452
h	0.68627286	0.0334039	0.12865272	0.0022369244	0.0070719738	0.14236158
i	0.24331808	0.08150469	0.6259512	0.0042548543	0.012146536	0.032824717
a	0.33601105	0.28213927	0.12413312	0.060785018	0.05096651	0.1459651
l	0.00091951276	0.035367727	0.013063286	0.6082108	0.12479658	0.21764204
ì	0.0013812681	0.055493936	0.049152434	0.2181333	0.33329305	0.34254602
</S>	0.0043256576	0.016421547	0.003320366	0.002491074	0.020002916	0.95343846
