 	guardando	le	nuvole	sapevi	che	sta	per	piovere	</S>
k	0.8658953	0.12370633	0.005500507	0.00402704	0.00029229344	0.00017615457	2.8867094e-05	5.3167118e-05	0.00032043486
a	0.46056032	0.1579922	0.063702	0.15626578	0.028884113	0.016778996	0.03583255	0.024475427	0.055508688
n	0.101955615	0.89288604	0.00382575	0.0008823674	6.89146e-05	2.8740846e-05	4.4724133e-05	3.8258318e-06	0.0003039584
o	0.03176318	0.8963095	0.025330657	0.019608747	0.005501754	0.0015963174	0.0016082024	0.0013455127	0.016936166
n	0.016289318	0.9685309	0.014479117	0.00060666824	4.160898e-05	1.0161249e-05	1.0742975e-05	7.744337e-07	3.0753865e-05
ì	0.037959695	0.85029256	0.045070764	0.0107939225	0.009563894	0.001390239	0.0015830226	0.0027360814	0.040609915
s	0.017072361	0.86708057	0.11407079	0.0012531605	0.0002357513	4.922458e-05	1.6717899e-05	5.4216616e-06	0.0002160755
o	0.030339507	0.784441	0.07667366	0.026893532	0.015252724	0.002068364	0.0010914003	0.005610832	0.057628985
n	0.0036156145	0.12263967	0.864962	0.008568838	0.00015584168	6.638179e-06	6.355336e-06	2.4373622e-07	4.482299e-05
t	0.029285857	0.42680117	0.4096279	0.09119417	0.013637466	0.0023546943	0.0013731131	0.0019281323	0.02379743
a	0.001981491	0.067248054	0.60518634	0.10796646	0.1610298	0.036168013	0.014268627	0.0030921465	0.0030590668
t	0.002644082	0.020520257	0.9558618	0.019484373	0.0010894188	5.3488693e-05	7.627694e-05	1.1860491e-06	0.00026918118
e	0.028712701	0.110166274	0.6014748	0.20760857	0.020605188	0.0033555361	0.0028848452	0.0010536708	0.024138384
s	0.012351919	0.019960383	0.7955704	0.16649	0.0045280047	0.00010540982	0.00029879104	3.0011367e-06	0.0006921233
m	0.02064076	0.077475704	0.57656467	0.28333032	0.022318505	0.0023043181	0.0019148941	0.00050463516	0.014946193
à	0.0070378077	0.0050646365	0.30198446	0.3970045	0.17106514	0.06635785	0.018482171	0.0019423264	0.031061022
n	0.005538848	0.00584681	0.23731747	0.7243502	0.024950277	0.00068402983	0.00049151824	4.802531e-06	0.00081589713
t	0.035952162	0.02492112	0.1359431	0.6566348	0.052253872	0.026157903	0.008948919	0.003440154	0.055748094
e	0.0020700532	0.003013398	0.050927483	0.53589785	0.26505652	0.09820895	0.014751727	0.009894321	0.020179735
ì	0.004746868	0.0077584363	0.081248224	0.43212357	0.45302492	0.012036722	0.0045323162	1.7755636e-05	0.0045111543
t	0.0071360567	0.010493035	0.020025497	0.6107933	0.28713214	0.026027393	0.03209017	0.0002858739	0.0060165823
s	0.014179384	0.021824777	0.020233842	0.5435239	0.26253587	0.08182688	0.021027809	0.011501628	0.023345914
e	0.02056331	0.0039018006	0.008386606	0.135841	0.14602864	0.1951899	0.037359413	0.019122902	0.43360642
r	0.012350411	0.010186636	0.030998366	0.10487762	0.4400665	0.27217823	0.10101018	0.0001252662	0.028206818
e	0.036866535	0.025032869	0.022521915	0.3404949	0.116288826	0.2605628	0.043238774	0.0107777715	0.14421552
k	0.021251671	0.010638648	0.020824883	0.02070245	0.20004456	0.3960852	0.31825462	0.0007639137	0.011433981
a	0.095989265	0.046070475	0.024406156	0.08514029	0.07464773	0.3693782	0.075569294	0.02817193	0.20062663
n	0.0261092	0.014601557	0.017437344	0.009509618	0.046403185	0.1782292	0.6882743	0.0014074356	0.018028153
a	0.08062845	0.054757915	0.02594363	0.03381545	0.045909017	0.3294857	0.15608515	0.091996886	0.18137784
v	0.017249366	0.011045859	0.012139697	0.005102327	0.017648304	0.05424594	0.85369956	0.0034899614	0.025378898
r	0.023099262	0.0270994	0.012710133	0.013955969	0.013449019	0.09311001	0.26235235	0.22048187	0.333742
è	0.10912245	0.018916382	0.015690293	0.011336696	0.0046669	0.10835816	0.0813618	0.036763087	0.61378425
t	0.006994281	0.0045998623	0.00585133	0.0028695972	0.010734146	0.036387853	0.69838035	0.13969018	0.09449243
s	0.08638683	0.01901774	0.007944894	0.009317525	0.009019417	0.19485348	0.11757384	0.26833218	0.2875541
i	0.0059832903	0.0012145928	0.0040656887	0.009200667	0.019672466	0.19003716	0.04278057	0.56607175	0.16097373
</S>	0.0027669165	0.0016080384	0.0025156592	0.0024607903	0.007922497	0.011181081	0.13754152	0.26270205	0.57130146
