 	il	vestito	della	sposa	vuole	bianco	</S>
t	0.9990621	0.000832504	8.5613035e-05	1.3219406e-05	1.666061e-07	3.5271403e-06	2.821976e-06
o	0.92368907	0.036826275	0.0073959166	0.010065423	0.0014303913	0.00070717826	0.019885749
n	0.87233555	0.12573184	0.0011583905	0.00055048714	3.268068e-05	3.571089e-05	0.00015549014
à	0.5320682	0.28181255	0.06450624	0.0054478263	0.00085029274	0.00028916678	0.11502574
b	0.25761658	0.7209151	0.020354705	0.00070807483	3.155743e-05	2.480491e-05	0.00034926226
b	0.10357153	0.65926397	0.11918822	0.0072351308	0.00087850733	0.0007042127	0.109158434
e	0.08911732	0.25808692	0.63740516	0.013881423	0.0005028673	0.00012719314	0.0008791724
t	0.076852664	0.3215657	0.59874815	0.002724266	2.0066549e-05	5.9522135e-06	8.326711e-05
o	0.014780088	0.60863656	0.34441626	0.020647984	0.0019307015	0.002748615	0.006839854
a	0.06092805	0.10010852	0.79557484	0.042990368	0.00023229168	1.6240152e-05	0.0001497501
t	0.011705663	0.0942659	0.6127576	0.27601746	0.004286264	4.642873e-05	0.00092061854
s	0.008863164	0.068806835	0.71831214	0.19342053	0.003137527	0.00019778493	0.0072619873
è	0.010426293	0.016359713	0.8566381	0.08782118	0.0009792802	0.003916865	0.023858558
k	0.019284416	0.014908508	0.1386078	0.80167156	0.021005748	0.00011151642	0.0044104485
o	0.009818218	0.21048476	0.36081165	0.25779015	0.044005997	0.021340555	0.09574873
r	0.057281986	0.03009589	0.052404836	0.7111825	0.1447728	0.0014234621	0.0028386037
à	0.0049741985	0.08046168	0.0782013	0.48946834	0.23063985	0.009352876	0.10690176
s	0.008499655	0.004710655	0.002536506	0.18691576	0.79468936	0.001141199	0.0015069834
i	0.003220992	0.053466413	0.02483735	0.23072766	0.55073994	0.03335326	0.10365432
t	0.019758139	0.01823148	0.033224847	0.19162439	0.45343846	0.24169411	0.042028528
è	0.0026018547	0.04048674	0.0032805318	0.053670347	0.7323477	0.08523863	0.08237411
l	0.0051710317	0.0045337183	0.001413234	0.010828209	0.88636315	0.083844736	0.007845967
i	0.003034946	0.025541274	0.0035769886	0.033885904	0.6192689	0.16815962	0.1465323
à	0.0035329177	0.0032109022	0.003834622	0.03211002	0.036051624	0.57373005	0.34752983
s	0.004089046	0.005184599	0.0024700148	0.0059859846	0.06899515	0.76851964	0.14475547
p	0.0014482029	0.01613503	0.0003318779	0.0059420043	0.048314303	0.90054375	0.027284907
r	0.0025233033	0.004189679	0.0029202893	0.0026872912	0.0180452	0.8869331	0.0827011
o	0.010197825	0.012717259	0.015086335	0.010229271	0.017828014	0.9194206	0.014520726
</S>	0.0004700896	0.0004719317	0.0008988376	0.005026347	0.0034478302	0.035851914	0.95383304
