 	mia	sorella	quest'	anno	che	vienne	studierà	per	medico	</S>
i	0.9981451	0.001509968	0.00024511843	9.319905e-05	2.8916043e-06	1.8154484e-06	3.184123e-07	1.5551524e-07	9.185157e-07	4.6042857e-07
a	0.51447815	0.33999756	0.062123887	0.0507439	0.012616256	0.001222171	0.008130198	0.0056145387	0.00062976254	0.004443611
d	0.17166993	0.8031462	0.012276428	0.009375038	0.00031391496	0.00026912353	0.00013198724	9.4724746e-05	1.0342911e-05	0.0027122486
e	0.11780108	0.7718966	0.06762853	0.02913528	0.0016225615	0.003648268	0.00029157195	0.0006462015	2.2181677e-05	0.0073077553
r	0.2236892	0.65796965	0.104545325	0.012459312	0.00015574058	0.0008349061	3.0826242e-05	4.0439223e-05	5.1596844e-06	0.00026950598
f	0.0569822	0.7146226	0.1577672	0.0075177457	0.008683724	0.018932607	0.0007162519	0.0011346387	0.0003290276	0.033313952
ì	0.84679544	0.018862719	0.089196146	0.03356592	0.006136456	0.0017693938	0.00020481987	0.00048019216	0.0010752544	0.001913564
m	0.052325007	0.12919249	0.76587504	0.051645566	0.0005402837	0.00025643263	1.0158214e-05	2.1578651e-05	8.325176e-06	0.00012514918
m	0.031860597	0.35946763	0.44223475	0.022423157	0.039007396	0.014380178	0.0017639785	0.0029976082	0.003759042	0.08210565
u	0.30423006	0.033947498	0.37417236	0.22726636	0.036529746	0.010255504	0.0016446438	0.0037470546	0.003859979	0.004346902
f	0.034093607	0.006399664	0.36577642	0.5914256	0.0017032422	0.00048242282	3.800213e-05	4.1863907e-05	8.524238e-07	3.8272217e-05
è	0.06912776	0.15121132	0.35511747	0.18955173	0.10520524	0.05461834	0.0060152584	0.011226381	0.016533924	0.041392583
t	0.010284059	0.0011181124	0.24154972	0.73034203	0.015041392	0.0015768385	3.6142446e-05	2.9582447e-05	6.0231955e-06	1.6053815e-05
i	0.003804659	0.023453677	0.24863108	0.50134265	0.15001215	0.025062518	0.0040351585	0.0042623	0.0021298	0.037265953
p	0.0059471414	0.003740099	0.04571324	0.785696	0.124527566	0.031517282	0.0020891565	0.0006099154	3.6159215e-06	0.00015592085
ò	0.0018430086	0.005281023	0.025701962	0.72123784	0.13219844	0.09552293	0.010487405	0.0032780566	7.1751114e-05	0.004377502
r	0.005912012	0.0041172937	0.010049548	0.16579264	0.09838322	0.67113566	0.039397385	0.0037556463	2.4421843e-05	0.0014321724
k	0.003669141	0.0030526777	0.013724427	0.07305722	0.6715782	0.17586057	0.008519862	0.005137583	0.0064928937	0.038907293
e	0.0717396	0.0028428573	0.010766438	0.05436698	0.5213412	0.21864451	0.003496711	0.0071901586	0.08568552	0.023926033
t	0.0016950407	0.000716259	0.008277604	0.029851044	0.62399155	0.2761293	0.0521309	0.0062977322	5.016136e-05	0.0008603264
e	0.0019822936	0.0021823558	0.0055441703	0.04550468	0.31087464	0.52005434	0.030636659	0.006628217	0.020448303	0.056144286
e	0.0025274414	0.001319581	0.0043795328	0.0129886065	0.11415884	0.29022658	0.52264005	0.051106237	0.00015979107	0.0004933879
n	0.00041024134	0.000802653	0.0005744914	0.0021296756	0.005331798	0.2418065	0.7352256	0.013441107	4.035448e-05	0.00023757805
a	0.0011924739	0.0022276933	0.0023714849	0.0056172675	0.01890381	0.4913379	0.45766467	0.012547912	0.0013613201	0.0067754756
s	0.0012201779	0.0011478269	0.0015299629	0.0014685431	0.005250145	0.09381035	0.7782	0.11632676	0.0001239585	0.00092224363
t	0.0013573673	0.002001102	0.0020771234	0.0058639664	0.014001884	0.30312055	0.6151121	0.024740815	0.010185615	0.021539414
u	0.026584873	0.0030828083	0.006114197	0.0024351997	0.021522928	0.46250904	0.07450446	0.044162836	0.07903731	0.28004637
d	0.0012513263	0.00066393206	0.0016771453	0.002134886	0.005891195	0.046743825	0.3993979	0.53246176	0.0012593581	0.008518628
i	0.0014575486	0.0010698393	0.0014068917	0.0068036634	0.009980382	0.29787323	0.44970995	0.03997368	0.082884915	0.10883988
è	0.0012403998	0.0009937033	0.0019842098	0.0023889055	0.003493537	0.015689276	0.1961428	0.7623604	0.0061800084	0.00952676
t	0.00082627166	0.0006897302	0.00058770797	0.0008116722	0.0007739397	0.01860116	0.29675698	0.60871416	0.0615686	0.010669765
s	0.0010628325	0.00064836483	0.00046168533	0.0014412017	0.0014581714	0.018423576	0.3277835	0.29232734	0.34823692	0.008156356
i	0.028778963	0.0009582394	0.0027467927	0.002727142	0.009887732	0.050738096	0.024584794	0.082762405	0.5431329	0.25368297
j	0.0011558167	0.0007318521	0.0015365124	0.0020411399	0.0027589996	0.0108215315	0.051606994	0.52291894	0.15165855	0.25476965
a	0.005031075	0.0016288507	0.0015270986	0.006737939	0.0031271265	0.05461834	0.1539194	0.071433775	0.548877	0.15309943
m	0.006590849	0.0021158315	0.007341878	0.006531344	0.007012734	0.01189107	0.045238666	0.49019197	0.24118167	0.18190405
è	0.0033273713	0.0033456231	0.0034629758	0.0029683264	0.001795776	0.015785538	0.0794212	0.041366648	0.6495124	0.19901414
d	0.0023872794	0.001258243	0.0022355542	0.00153011	0.0019298515	0.0020620713	0.025479106	0.1856437	0.60210544	0.17536862
i	0.0028601747	0.0008017153	0.0007016175	0.0013985543	0.0009725942	0.0067800544	0.026620558	0.019687505	0.84237	0.09780729
k	0.0007789285	0.00053639046	0.00091225735	0.0007275092	0.0009765607	0.002692562	0.013096402	0.08013626	0.09276681	0.8073763
o	0.007214496	0.0025721635	0.0020581284	0.004781556	0.0015135454	0.005437774	0.024282856	0.008526439	0.8284494	0.11516364
</S>	0.0029452457	0.0028689625	0.004227928	0.0019871546	0.0035889726	0.0031959605	0.0334736	0.15623818	0.104021996	0.68745196
