 	non	vieni	alle	sette	perchè	io	non	sono	pronta	</S>
m	0.9802459	0.015310807	0.0022956587	0.002068501	5.9440965e-05	2.8462766e-06	1.2576909e-06	1.4537345e-06	4.1816816e-06	9.937495e-06
i	0.29097027	0.15426604	0.036921684	0.05420051	0.25490654	0.03382008	0.017025728	0.01626898	0.0037061346	0.13791403
n	0.18448538	0.8089906	0.0015056639	0.0004427558	0.0038305041	0.0002547191	0.00012320689	0.00017130413	4.6971767e-05	0.00014896339
d	0.13403645	0.788252	0.009256783	0.005420972	0.03404414	0.0021304418	0.002398015	0.00045226258	0.00014712938	0.023861766
è	0.0660772	0.5356983	0.3247709	0.071398325	0.000913402	0.0004687191	0.00015227895	0.00014688233	1.111476e-05	0.00036294424
l	0.09878515	0.84619486	0.050413586	0.0038882939	0.00023475885	7.311202e-05	2.0341004e-05	1.0077597e-05	2.6058767e-06	0.00037713838
a	0.019983774	0.7699015	0.07938428	0.022535464	0.039440572	0.005683156	0.010359944	0.0036875512	0.0011206621	0.047903143
à	0.048263974	0.20163338	0.70437735	0.035653137	0.009367457	0.00041641432	9.836337e-05	4.078505e-05	1.04893015e-05	0.00013870283
l	0.0013477752	0.038247958	0.13062656	0.006404115	0.8113949	0.008391808	0.0019322021	0.0008155114	8.244538e-05	0.0007568193
l	0.0015630807	0.011733396	0.13643904	0.014383374	0.81186557	0.0071258876	0.0091893645	0.0012483192	0.00014180428	0.0063101826
e	0.0012056231	0.004057338	0.5674411	0.4218783	0.0029694764	0.00037063644	0.000100726225	0.00024661128	6.417513e-05	0.0016660447
s	0.0019586955	0.014590235	0.12733993	0.82760316	0.020980535	0.0060611134	0.00052872597	0.00038139167	3.2201504e-05	0.00052389695
è	0.0018066661	0.02972412	0.3681431	0.31605923	0.18230385	0.012333048	0.009751193	0.012502137	0.0021907608	0.06518585
t	0.026455326	0.016467085	0.07056189	0.2238651	0.019628624	0.6138747	0.02293321	0.0033035222	9.40783e-05	0.002816501
t	0.0014074967	0.014338946	0.089665905	0.42726982	0.19233231	0.056350585	0.015953477	0.022278035	0.004626462	0.17577696
e	0.0005661978	0.0007428819	0.053828917	0.9362266	0.0015661187	0.00273654	0.00034710506	0.0006173788	0.00019150891	0.0031767015
k	0.0020262839	0.009696688	0.020427762	0.20445333	0.0024159532	0.71637243	0.02242616	0.015826292	0.0011000646	0.0052551315
a	0.0059384205	0.02283781	0.06433686	0.03856993	0.07644801	0.22392467	0.049311843	0.07702588	0.028318638	0.413288
v	0.0030381156	0.0017124092	0.00092285	0.0026601462	0.00059792784	0.8868833	0.07327611	0.029028717	0.000827114	0.0010533109
ò	0.00074103265	0.003705407	0.0024717771	0.0067090816	0.012475225	0.7956237	0.04900025	0.063036114	0.004319053	0.06191831
e	0.0017037321	0.0020707573	0.0015882545	0.001773202	0.001995753	0.7123822	0.11012676	0.1453313	0.004230368	0.018797664
n	0.00016276664	0.0003921264	0.00020917278	0.00090662425	0.01017525	0.2610829	0.22313975	0.43188635	0.039262675	0.03278239
ì	0.0018047747	0.0047469176	0.0029573434	0.004013892	0.01837345	0.1839291	0.26956606	0.3571637	0.04657229	0.110872515
m	0.0046442267	0.0036194536	0.0027835495	0.00281211	0.0023601495	0.117546804	0.36095986	0.33182472	0.113797575	0.059651516
e	0.002483581	0.004709787	0.0045397626	0.0069859247	0.0042098607	0.034747887	0.08170611	0.45975405	0.29364267	0.10722043
p	0.00041117318	0.00044612575	0.00037076854	0.00071826397	0.0007563988	0.03875993	0.04464088	0.14603327	0.59395516	0.17390804
r	0.0003335243	0.0014764604	0.0010221208	0.0020477579	0.0020896215	0.006995468	0.012001318	0.07152011	0.7168	0.18571368
ò	0.006522814	0.01965007	0.042732194	0.017317263	0.0009822852	0.008219951	0.007913543	0.06292219	0.49050277	0.34323695
n	0.001967081	0.0008541369	0.0008520598	0.0010684998	0.00037333093	0.018385459	0.034481153	0.04015665	0.4352531	0.46660852
t	0.0016464386	0.0078217285	0.0062981416	0.008403988	0.001956972	0.002172262	0.0042259935	0.071220025	0.8302316	0.0660229
a	0.018580493	0.004646195	0.16537626	0.15564267	0.0019071093	0.009434225	0.020404207	0.026677944	0.41721275	0.18011811
</S>	0.0008516008	0.00078780774	0.00075258646	0.001983275	0.00040080148	0.017346853	0.019743074	0.02788857	0.21461943	0.715626
