 	è	facile	che	stanno	ancora	svegli	</S>
è	0.97117627	0.028451793	0.00024355877	0.00010011545	6.3832026e-06	2.5407445e-07	2.1669786e-05
f	0.26295096	0.31881824	0.0048374226	0.024402345	0.08011158	0.10408286	0.20479655
à	0.202374	0.56455797	0.009627186	0.0035211693	0.0063849706	0.010746072	0.2027886
c	0.02326821	0.9717415	0.0036945508	0.00081266125	0.00010693642	9.288985e-06	0.00036696892
i	0.03456006	0.7661409	0.011388889	0.008784242	0.010673031	0.005226635	0.1632263
l	0.062488806	0.850341	0.07228711	0.013719777	0.0005675282	6.432059e-06	0.0005892929
e	0.016824096	0.31039298	0.54314303	0.09950304	0.021953972	0.0011243179	0.0070584733
k	0.03729	0.014484918	0.6438782	0.30292955	0.0012860596	6.0319405e-07	0.00013066223
a	0.011597439	0.17216295	0.45174667	0.27280858	0.031575672	0.006144352	0.05396428
s	0.043664597	0.018091284	0.15076926	0.77749646	0.008802978	1.3755478e-05	0.0011616845
t	0.0055993637	0.07007086	0.16982971	0.68933976	0.024953818	0.0029877417	0.037218757
è	0.0056775166	0.001387099	0.158913	0.812821	0.013342942	4.984189e-05	0.007808768
o	0.014676164	0.0051455037	0.03418015	0.89481604	0.045535885	3.1773892e-05	0.0056145294
n	0.0042664637	0.030544754	0.021664556	0.63917303	0.28278702	0.010710618	0.010853553
e	0.013520505	0.058720175	0.043907695	0.45643917	0.29862043	0.04730743	0.081484586
a	0.063690975	0.019849764	0.011422473	0.055027768	0.82944447	0.0016847176	0.018879903
n	0.0035944325	0.03076621	0.009386851	0.022525575	0.7314693	0.18122098	0.021036651
k	0.013354674	0.057920482	0.02902321	0.01870437	0.6337696	0.1781041	0.069123626
ò	0.2616148	0.032505855	0.17410499	0.05758677	0.17117052	0.005655841	0.29736128
r	0.039336033	0.006954663	0.008683237	0.02760984	0.85021067	0.010860721	0.05634492
a	0.0048817587	0.011354532	0.030291056	0.031818908	0.7738365	0.116139024	0.031678207
a	0.118407115	0.01444818	0.0134225115	0.028894333	0.7318393	0.008677999	0.08431058
t	0.0012266012	0.006528358	0.0034758588	0.000989658	0.02923163	0.87426347	0.08428442
s	0.0020845842	0.012759407	0.0068129357	0.001355022	0.026959384	0.9377629	0.012265694
ù	0.037394803	0.01138452	0.052038345	0.0056995857	0.022803027	0.098334216	0.7723455
n	0.03216743	0.015081404	0.024287876	0.0070406697	0.024488876	0.828533	0.068400726
n	0.010495262	0.033355895	0.026961494	0.0078762425	0.078733616	0.78568494	0.056892578
i	0.12743556	0.012903848	0.14267889	0.02158152	0.13244721	0.36254475	0.2004082
t	0.008167592	0.0033321672	0.0060084234	0.0016951627	0.018370152	0.49917987	0.46324658
i	0.005623942	0.07576785	0.015362932	0.009338707	0.069661036	0.7798798	0.044365685
</S>	0.011033886	0.0027366772	0.004271314	0.0013564801	0.028056625	0.023469076	0.92907596
